Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
GREENFIELD DAY SCHOOL,11155 SW 112 AVENUE,MIAMI,33176,MIAMI-DADE,"-80.37405972,25.66549808",17R NJ 62819 38789,,,PRIVATE SCHOOL,-8947199.400934592,2957710.086576704
MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,3671 S MIAMI AVE,MIAMI, ,MIAMI-DADE,"-80.21594553,25.74138367",17R NJ 78638 47277,,,PRIVATE SCHOOL,-8929598.209766109,2967085.3016080987
"WINDSOR ACADEMY, INC",285 NW 199TH STREET 2B,MIAMI GARDENS,33169,MIAMI-DADE,"-80.20721507,25.95814104",17R NJ 79369 71288,,,PRIVATE SCHOOL,-8928626.339317024,2993897.4552336466
PETERSEN MONTESSORI ACADEMY,10395 NW 41ST ST,DORAL,33178,MIAMI-DADE,"-80.36588687,25.81277294",17R NJ 63561 55103,,,PRIVATE SCHOOL,-8946289.602978237,2975910.4884833866
WORLD HOPE ACADEMY,15190 SW 136TH ST,MIAMI,33196,MIAMI-DADE,"-80.43884359,25.64000724",17R NJ 56329 35937,,,PRIVATE SCHOOL,-8954411.108113848,2954562.1845868216
ACE ACADEMY,11025 SW 84TH ST,MIAMI,33175,MIAMI-DADE,"-80.37199013,25.69067706",17R NJ 63014 41578,,,PRIVATE SCHOOL,-8946969.015083704,2960820.1374554574
GULLIVER PREPARATORY,6575 N KENDALL DR,PINECREST,33143,MIAMI-DADE,"-80.29988481,25.68998456",17R NJ 70249 41538,,,PRIVATE SCHOOL,-8938942.287277622,2960734.59273273
WALDORF INTERNATIONAL SCHOOL,18690 OLD CUTLER RD,CUTLER BAY,33157,MIAMI-DADE,"-80.31974897,25.59449338",17R NJ 68310 30952,,,PRIVATE SCHOOL,-8941153.55577099,2948943.2799116634
FASTTRAIN OF MIAMI,5555 W FLAGLER STREET,MIAMI,33134,MIAMI-DADE,"-80.28591320,25.77119348",17R NJ 71603 50539,,,PRIVATE SCHOOL,-8937386.97545217,2970769.763137363
UNITED CEREBRAL PALSY - DIAMOND MINDS,1160 NW 159TH DR,MIAMI GARDENS,33169,MIAMI-DADE,"-80.21848874,25.92102672",17R NJ 78265 67171,,,PRIVATE SCHOOL,-8929881.318766745,2989303.047569332
MANY FACES ACADEMY,13350 SW 288TH ST,HOMESTEAD,33033,MIAMI-DADE,"-80.40652590,25.49913562",17R NJ 59643 20351,,,PRIVATE SCHOOL,-8950813.520096842,2937177.830561704
Just Arts and Management (JAM) Charter Middle,2450 NW 97th AVE,Doral,33172,MIAMI-DADE,"-80.35347756,25.79626684",17R NJ 64814 53281,,,PRIVATE SCHOOL,-8944908.205166083,2973869.521741001
LANDOW YESHIVA SCHOOL,17330 NW 7 AVE,MIAMI GARDENS,33169,MIAMI-DADE,"-80.21132469,25.93279387",17R NJ 78975 68478,,,PRIVATE SCHOOL,-8929083.820155324,2990759.5543530066
ACE ACADEMY NORTH,20000 NW 47TH AVE,MIAMI,33055,MIAMI-DADE,"-80.28020228,25.95868691",17R NJ 72062 71306,,,PRIVATE SCHOOL,-8936751.238558762,2993965.0390616893
WORSHIPERS' HOUSE OF PRAYER ACADEMY,8350 NW 7TH AVE,MIAMI,33150,MIAMI-DADE,"-80.20970792,25.85162379",17R NJ 79191 59490,,3031110020940,PRIVATE SCHOOL,-8928903.842484567,2980715.489863919
HARVARD INTERNATIONAL ACADEMY,1031 IVES DAIRY ROAD SUITE 228,MIAMI,33179,MIAMI-DADE,"-80.18226039,25.96573317",17R NJ 81862 72144,,,PRIVATE SCHOOL,-8925848.397575805,2994837.46794337
KIDWORKS USA,8155 W 28TH AVE,HIALEAH,33016,MIAMI-DADE,"-80.33918076,25.89673090",17R NJ 66191 64414,,0420270030020,PRIVATE SCHOOL,-8943316.69284104,2986296.2343539745
MONSIGNOR EDWARD PACE HIGH SCHOOL,15600 NW 32ND AVE,MIAMI GARDENS,33054,MIAMI-DADE,"-80.25634096,25.91756747",17R NJ 74476 66766,,,PRIVATE SCHOOL,-8934095.008469842,2988874.899087784
OMEGA PRIVATE ACADEMY WEST KENDALL,10201 HAMMOCKS BLVD,MIAMI,33196,MIAMI-DADE,"-80.44311347,25.67224935",17R NJ 55886 39506,,,PRIVATE SCHOOL,-8954886.42925407,2958543.9237677776
LINCOLN-MARTI SCHOOLS - JEFFERSON AVE,1700 JEFFERSON AVE,MIAMI BEACH,33139,MIAMI-DADE,"-80.13806515,25.79230839",17R NJ 86413 52966,,,PRIVATE SCHOOL,-8920928.60530159,2973380.1041021994
THE REVOLUTION SCHOOL,4005 NW 114TH AVE,DORAL,33178,MIAMI-DADE,"-80.37957525,25.81097728",17R NJ 62190 54897,,,PRIVATE SCHOOL,-8947813.386839159,2975688.443181772
MIA PICCOLO MONTESSORI SCHOOL,2302 NE 2ND AVE,MIAMI,33137,MIAMI-DADE,"-80.19110991,25.79911089",17R NJ 81090 53686,,,PRIVATE SCHOOL,-8926833.521262012,2974221.165667064
Somerset Academy Charter Middle School South (SoHo),713 W PALM DR,MIAmi,33030,MIAMI-DADE,"-80.48783173,25.44732646",17R NJ 51494 14579,,,PRIVATE SCHOOL,-8959864.443255287,2930789.419161238
LINCOLN-MARTI SCHOOLS - TAMIAMI TRL,15600 TAMIAMI TRL,MIAMI,33194,MIAMI-DADE,"-80.44827126,25.76073804",17R NJ 55327 49303,,,PRIVATE SCHOOL,-8955460.592028929,2969477.3758351607
CHILDREN'S CREATIVE LEARNING CENTER AT FIU,11200 SW 8TH ST,MIAMI,33174,MIAMI-DADE,"-80.37617434,25.75737124",17R NJ 62559 48962,,,PRIVATE SCHOOL,-8947434.79923904,2969061.23362256
GRACE ACADEMY INTERNATIONAL,777 NW 106TH ST,MIAMI,33150,MIAMI-DADE,"-80.21182987,25.87228562",17R NJ 78964 61777,,,PRIVATE SCHOOL,-8929140.056417119,2983271.5499427496
BELEN JESUIT PREPARATORY SCHOOL,500 SW 127TH AVE,MIAMI,33184,MIAMI-DADE,"-80.40162788,25.76432399",17R NJ 60003 49720,,3049020000100,PRIVATE SCHOOL,-8950268.275086643,2969920.618993913
INTERAMERICAN LEARNING CENTER,1521 NW 28TH ST,MIAMI,33142,MIAMI-DADE,"-80.22202925,25.80258853",17R NJ 77988 54052,,,PRIVATE SCHOOL,-8930275.447055202,2974651.160464268
MECHINA HIGH SCHOOL OF SOUTH FLORIDA,1965 ALTON RD,MIAMI BEACH,33139,MIAMI-DADE,"-80.14006120,25.79560485",17R NJ 86211 53330,,0232340010020,PRIVATE SCHOOL,-8921150.805023223,2973787.6734498967
FLORIDA CHRISTIAN ACADEMY,900 W 49TH ST,HIALEAH,33012,MIAMI-DADE,"-80.30179745,25.86625928",17R NJ 69954 61058,,0430010200001,PRIVATE SCHOOL,-8939155.201778421,2982525.9899911783
J & D OWENS CHRISTIAN ACADEMY,10500 NW 7TH AVE,MIAMI,33150,MIAMI-DADE,"-80.21034928,25.87149164",17R NJ 79113 61690,,,PRIVATE SCHOOL,-8928975.238085438,2983173.3182528596
"NORTH DADE ACADEMY, INC",13850 NW 26TH AVE,OPA-LOCKA,33054,MIAMI-DADE,"-80.24265502,25.90003652",17R NJ 75858 64832,,,PRIVATE SCHOOL,-8932571.496720752,2986705.2963570915
WESTWOOD CHRISTIAN DAY SECONDARY SCHOOL,5801 SW 120TH AVE,MIAMI,33183,MIAMI-DADE,"-80.38762042,25.71378002",17R NJ 61434 44129,,3049250000080,PRIVATE SCHOOL,-8948708.97149618,2963674.342008985
ACADEMICA - MATER VIRTUAL ACADEMY,6340 SUNSET DR,SOUTH MIAMI,33143,MIAMI-DADE,"-80.29718928,25.70370937",17R NJ 70512 43059,,,PRIVATE SCHOOL,-8938642.222459096,2962430.117655154
NEW PROFESSIONS TECHNICAL INSTITUTE,4000 W FLAGLER,MIAMI,33134,MIAMI-DADE,"-80.26184641,25.77151670",17R NJ 74016 50588,,,PRIVATE SCHOOL,-8934707.872099962,2970809.7180262925
MIAMI BAPTIST SCHOOL,14955 SW 88TH ST,MIAMI,33196,MIAMI-DADE,"-80.43567707,25.68536345",17R NJ 56626 40961,,,PRIVATE SCHOOL,-8954058.61324782,2960163.757872888
Somerset Academy Charter High School (S. Homestead),713 W PALM DR,MIAmi,33030,MIAMI-DADE,"-80.48783173,25.44732646",17R NJ 51494 14579,,,PRIVATE SCHOOL,-8959864.443255287,2930789.419161238
SOUTHEASTERN HIGH SCHOOL,15327 NW 60TH AVE,MIAMI LAKES,33014,MIAMI-DADE,"-80.29849754,25.91208114",17R NJ 70257 66135,,,PRIVATE SCHOOL,-8938787.857082468,2988195.884357016
SHELTON ACADEMY,4005 NW 114TH AVE,DORAL,33178,MIAMI-DADE,"-80.37957525,25.81097728",17R NJ 62190 54897,,,PRIVATE SCHOOL,-8947813.386839159,2975688.443181772
MICCOSUKEE INDIAN SCHOOL,MICCOSUKEE INDIAN RESERVATION,EVERGLADES,00043,MIAMI-DADE,"-80.79708690,25.76001051",17R NJ 20348 49122,,,PRIVATE SCHOOL,-8994290.570866866,2969387.4516120562
Doral Academy,2450 NW 97th AVE,Doral,33172,MIAMI-DADE,"-80.35347756,25.79626684",17R NJ 64814 53281,,,PRIVATE SCHOOL,-8944908.205166083,2973869.521741001
WORLD MISSION OF JESUS CHRIST CHRISTIAN SCHOOL,5601 NW 2ND AVE,MIAMI,33127,MIAMI-DADE,"-80.19995606,25.82722751",17R NJ 80184 56794,,0131130370010,PRIVATE SCHOOL,-8927818.27076967,2977698.0191301554
CHILDREN'S CREATIVE LEARNING CENTER @ FIU,11200 SW 8TH ST,MIAMI,33199,MIAMI-DADE,"-80.37387614,25.75698465",17R NJ 62790 48920,STATE OF FLORIDA TIITF,3040070000050,PRIVATE SCHOOL,-8947178.965219762,2969013.4511127807
THE ACADEMY AT OCEAN REEF,395 S HARBOR DRIVE,KEY LARGO,33037,MONROE,"-80.29207294,25.29740242",17R NH 71264 98067,,,PRIVATE SCHOOL,-8938072.674202083,2912318.2546842215
ISLAND CHRISTIAN SCHOOL,83400 OVERSEAS HWY,ISLAMORADA,33036,MONROE,"-80.61521103,24.93677125",17R NH 38848 58001,,2763 37 00094340000000,PRIVATE SCHOOL,-8974044.241766414,2867980.3933641776
MARY IMMACULATE STAR OF THE SEA,700 TRUMAN AVE,KEY WEST,33040,MONROE,"-81.79662146,24.55224174",17R MH 19322 15602,,0668 25 00030020000000,PRIVATE SCHOOL,-9105558.250006448,2820847.0187148703
LIGHTHOUSE CHRISTIAN ACADEMY,27388 W 1ST AVENUE,HILLIARD,32046,NASSAU,"-81.93246064,30.68623591",17R MP 10689 95200,,,PRIVATE SCHOOL,-9120679.798408668,3592067.5938403322
 OGBURN HOME SCHOOL/SE ATLANTIC ACADEMY,6 N 2ND ST STE 200,FERNANDINA BEACH,32045,NASSAU,"-81.46367781,30.67153028",17R MP 55583 93291,,,PRIVATE SCHOOL,-9068495.13208559,3590164.167139387
ST MICHAEL'S CATHOLIC PRESCHOOL,510 CALHOUN ST,FERNANDINA BEACH,32034,NASSAU,"-81.46013123,30.67455472",17R MP 55924 93625,,,PRIVATE SCHOOL,-9068100.328286918,3590555.613482355
"TALL PINES CENTER, INC",100 DUGGAN AVE,CRESTVIEW,32536,OKALOOSA,"-86.56590574,30.74392255",16R EV 41551 01303,,,PRIVATE SCHOOL,-9636472.547078785,3599537.0771571943
DESIRE STREET ACADEMY,4750 Timpoochee Lane,Niceville,32578,OKALOOSA,"-86.39625500,30.45517800",16R EU 57962 69379,,,PRIVATE SCHOOL,-9617587.11300967,3562193.942515569
ST. MARY'S SCHOOL,110 ROBINWOOD DR SW,FORT WALTON BEACH,32548,OKALOOSA,"-86.61881066,30.40731030",16R EU 36613 63981,,14-2S-24-221E-000H-0010,PRIVATE SCHOOL,-9642361.89612611,3556013.9654276078
ACE PRE-K HANDICAPPED,575 SW 28TH ST,OKEECHOBEE,34974,OKEECHOBEE,"-80.83586385,27.21929191",17R NL 16253 10734,COUNTY,1-28-37-35-0A00-00049-D000,PRIVATE SCHOOL,-8998607.201433823,3150896.1919828146
CENTRAL FLORIDA CHRISTIAN ACADEMY,700 GOOD HOMES RD,ORLANDO,32835,ORANGE,"-81.50681149,28.54961197",17R MM 50423 58192,,282227488000030,PRIVATE SCHOOL,-9073296.751105396,3318445.671650108
BRIDGE OF AMERICA,2025 NORTH MERCY DRIVE,ORLANDO,32808,ORANGE,"-81.42905593,28.56949897",17R MM 58037 60366,,292217133100010,PRIVATE SCHOOL,-9064641.042006928,3320966.1745528537
HOLY FAMILY CATHOLIC SCHOOL,5125 S APOPKA VINELAND RD,ORLANDO,32819,ORANGE,"-81.50780159,28.48581647",17R MM 50297 51125,,282315000000009,PRIVATE SCHOOL,-9073406.968813002,3310363.3569400418
HERZING INSTITUTE,1300 NORTH SEMORAN DRIVE ,ORLANDO,32807,ORANGE,"-81.31143189,28.56360246",17R MM 69539 59677,,,PRIVATE SCHOOL,-9051547.194170268,3320218.7944100327
ALLIANCE ACADEMIES,1470 MINNESOTA AVE,WINTER PARK,32789,ORANGE,"-81.36897458,28.58926595",17R MM 63920 62536,,,PRIVATE SCHOOL,-9057952.816664787,3323471.9399808417
HOUSE OF HOPE - HOPE ACADEMY,2020 36TH STREET ,ORLANDO ,32839,ORANGE,"-81.40765309,28.50639887",17R MM 60107 53368,,,PRIVATE SCHOOL,-9062258.488470769,3312970.4273622516
KINGSWAY CHRISTIAN ACADEMY,4161 NORTH POWERS DRIVE,ORLANDO,32808,ORANGE,"-81.46695984,28.59545637",17R MM 54341 63256,,282212584400070,PRIVATE SCHOOL,-9068860.485797,3324256.766414086
THE CHRIST SCHOOL,106 E CHURCH ST,ORLANDO,32801,ORANGE,"-81.37645753,28.53995182",17R MM 63171 57075,,292226735223010,PRIVATE SCHOOL,-9058785.814363638,3317221.5024483264
INTERNATIONAL COMMUNITY SCHOOL,1021 N NEW YORK AVE,WINTER PARK,32789,ORANGE,"-81.35338461,28.60719378",17R MM 65450 64518,,302206858001010,PRIVATE SCHOOL,-9056217.348805714,3325744.9721923503
DISTINCTIVE GIRLS COLLEGE PREP,8624 A.D. MIMS ROAD,ORLANDO ,32818,ORANGE,"-81.50004912,28.58815289",17R MM 51103 62459,,,PRIVATE SCHOOL,-9072543.967412788,3323330.8299889006
THE PARKE HOUSE ACADEMY,1776 MINNESOTA AVE ,WINTER PARK ,32789,ORANGE,"-81.37196577,28.58926270",17R MM 63628 62537,,,PRIVATE SCHOOL,-9058285.794751318,3323471.527712504
STARCHILD ACADEMY,1550 N WEKIWA SPRINGS ROAD ,APOPKA,32712,ORANGE,"-81.46889072,28.70805097",17R MM 54202 75730,,,PRIVATE SCHOOL,-9069075.430919759,3338539.683167093
LIFESKILLS,1089 N MORSE BLVD ,WINTER PARK ,32789,ORANGE,"-81.36394540,28.59857201",17R MM 64415 63566,,,PRIVATE SCHOOL,-9057392.971250096,3324651.7876827465
LEADERS PREPARATORY SCHOOL,1021 N GOLDENROD ROAD ,ORLANDO ,32807,ORANGE,"-81.28341231,28.55762729",17R MM 72278 59008,,,PRIVATE SCHOOL,-9048428.06789707,3319461.4859357122
BEEMAN PARK PREPARATORY SCHOOL INC,2300 RIDGE AVE,ORLANDO,32803,ORANGE,"-81.35003809,28.57084975",17R MM 65766 60490,,,PRIVATE SCHOOL,-9055844.816056378,3321137.391726586
BISHOP MOORE CATHOLIC HIGH SCHOOL,3901 EDGEWATER DRIVE ,ORLANDO,32804,ORANGE,"-81.39142655,28.58826303",17R MM 61724 62432,,,PRIVATE SCHOOL,-9060452.158109684,3323344.7934927167
INDEPENDENCE CHRISTIAN EDUCATIONAL CENTER,927 GOLDWYN AVE ,ORLANDO ,32805,ORANGE,"-81.41766202,28.53056774",17R MM 59137 56049,,,PRIVATE SCHOOL,-9063372.677976234,3316032.426920545
CNC ALPHA PROGRAM,5575 S SEMORAN BLVD ,ORLANDO,32822,ORANGE,"-81.30718422,28.48257131",17R MM 69932 50699,,,PRIVATE SCHOOL,-9051074.345456986,3309952.354835674
ST JAMES CATHEDRAL SCHOOL,505 E RIDGEWOOD ST,ORLANDO, ,ORANGE,"-81.37104612,28.54691427",17R MM 63703 57845,,,PRIVATE SCHOOL,-9058183.418857902,3318103.797203682
CRENSHAW SCHOOL,8464 OLD WINTER GARDEN RD,ORLANDO,32835,ORANGE,"-81.49890416,28.54045369",17R MM 51193 57175,,,PRIVATE SCHOOL,-9072416.510915719,3317285.0984579865
SCHOOL FOR YOUNG PERFORMERS,1400 W FAIRBANKS AVE ,WINTER PARK ,32789,ORANGE,"-81.36801932,28.59286294",17R MM 64015 62934,,,PRIVATE SCHOOL,-9057846.477473846,3323927.9630728853
CENTRAL FLORIDA PREPARATORY SCHOOL,9600 W COLONIAL DR,GOTHA, ,ORANGE,"-81.51889374,28.54816918",17R MM 49241 58038,,,PRIVATE SCHOOL,-9074641.741363594,3318262.828071079
PINE CASTLE CHRISTIAN ACADEMY,7101 LAKE ELLENOR DR ,ORLANDO ,32809,ORANGE,"-81.40120662,28.46315700",17R MM 60722 48575,,,PRIVATE SCHOOL,-9061540.871118411,3307493.7820445057
LAKE HIGHLAND PREPARATORY SCHOOL,901 N HIGHLAND AVE ,ORLANDO ,32803,ORANGE,"-81.37198325,28.55802038",17R MM 63615 59076,,,PRIVATE SCHOOL,-9058287.740049278,3319511.3056656313
CENTURA INSTITUTE,6359 EDGEWATER DR ,ORLANDO,32810,ORANGE,"-81.42307343,28.61507153",17R MM 58640 65413,,,PRIVATE SCHOOL,-9063975.073106496,3326743.8973442256
ACADEMY FOR AUTISM,5232 B SOUTH ORANGE AVE ,ORLANDO,32809,ORANGE,"-81.37284981,28.48418578",17R MM 63505 50896,,,PRIVATE SCHOOL,-9058384.204939496,3310156.8268915
THE HUNTINGTON LEARNING CENTER,1997 ALOMA AVENUE ,WINTER PARK ,32792,ORANGE,"-81.32534865,28.60122215",17R MM 68190 63848,,,PRIVATE SCHOOL,-9053096.40004904,3324987.79859039
EASTLAND CHRISTIAN SCHOOL,6000 E COLONIAL DRIVE ,ORLANDO ,32807,ORANGE,"-81.30694358,28.55913618",17R MM 69977 59181,,,PRIVATE SCHOOL,-9051047.557657033,3319652.7218952486
AVIATION INSTITUTE OF MAINTENANCE - ORLANDO,83 NILSON WAY HANGAR 7 ,ORLANDO ,32803,ORANGE,"-81.34340583,28.54448677",17R MM 66406 57568,,,PRIVATE SCHOOL,-9055106.515940176,3317796.1743913004
AMERICAN CHRISTIAN ACADEMY,5495 CLARCONA-OCOEE ROAD,ORLANDO,32810,ORANGE,"-81.45127927,28.61176425",17R MM 55881 65056,,,PRIVATE SCHOOL,-9067114.932950959,3326324.513761601
WINDERMERE PREPARATORY SCHOOL,6189 WINTER GARDEN VINELAND RD ,WINDERMERE,34786,ORANGE,"-81.56812243,28.47678844",17R MM 44388 50151,,,PRIVATE SCHOOL,-9080121.853833228,3309219.9818052417
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,8529 SOUTH PARK CR ,ORLANDO,32819,ORANGE,"-81.42390854,28.43876454",17R MM 58490 45881,,,PRIVATE SCHOOL,-9064068.036745902,3304405.431836271
PROVIDENCE COTTAGE SCHOOL,630 SOUTH MAITLAND AVENUE ,MAITLAND,32751,ORANGE,"-81.36475073,28.62293732",17R MM 64345 66265,,,PRIVATE SCHOOL,-9057482.619996533,3327741.3819694538
HUNTINGTON LEARNING CENTER,4784 SOUTH KIRKMAN ROAD ,ORLANDO ,32819,ORANGE,"-81.46079381,28.49247879",17R MM 54900 51845,,,PRIVATE SCHOOL,-9068174.086883286,3311207.1838639886
SAXTON PRIVATE SCHOOL,1720 HOWELL BRANCH RD ,WINTER PARK,32789,ORANGE,"-81.33041077,28.62410793",17R MM 67702 66385,,,PRIVATE SCHOOL,-9053659.913301509,3327889.836158773
PARK MAITLAND SCHOOL,1450 SOUTH ORLANDO AVE ,MAITLAND,32751,ORANGE,"-81.36507279,28.61572618",17R MM 64311 65467,,,PRIVATE SCHOOL,-9057518.471412964,3326826.9123845077
SYLVAN LEARNING CENTER,2719 MICHIGAN AVENUE ,KISSIMMEE ,34744,OSCEOLA,"-81.39077283,28.32707307",17R MM 61694 33496,,,PRIVATE SCHOOL,-9060379.387044152,3290273.153564264
SOUTHLAND CHRISTIAN SCHOOL INC,2440 FORTUNE RD,KISSIMMEE,34744,OSCEOLA,"-81.34417741,28.30324047",17R MM 66254 30842,,10-26-30-0725-0001-0950,PRIVATE SCHOOL,-9055192.407925019,3287259.549124367
GRACE ACADEMY FOR SPECIAL NEEDS CHILDREN,2349 CANOE CREEK RD ,SAINT CLOUD,34769,OSCEOLA,"-81.29253535,28.23312928",17R MM 71299 23062,,,PRIVATE SCHOOL,-9049443.640920807,3278397.9803058566
OTIS MEMORIAL ACADEMY,730 N CENTRAL AVE ,KISSIMMEE ,34741,OSCEOLA,"-81.40804671,28.29880568",17R MM 59990 30370,,,PRIVATE SCHOOL,-9062302.306366315,3286698.849420229
OASIS CHRISTIAN ACADEMY,2001 W VINE ST,KISSIMMEE,34741,OSCEOLA,"-81.42485179,28.30514874",17R MM 58345 31079,,,PRIVATE SCHOOL,-9064173.039717937,3287500.8230827576
CHRIST CENTERED ACADEMICS,1406 EASTERN AVE,SAINT CLOUD,34769,OSCEOLA,"-81.26861134,28.24475217",17R MM 73649 24344,,01-26-30-0001-0351-0010,PRIVATE SCHOOL,-9046780.43170248,3279866.6290602484
ST. THOMAS AQUINAS SCHOOL,700 BROWN CHAPEL ROAD,SAINT CLOUD,34769,OSCEOLA,"-81.31028308,28.25016113",17R MM 69562 24953,,04-26-30-00U0-0050-0000,PRIVATE SCHOOL,-9051419.308949733,3280550.1512394454
THE NAVIGATOR SCHOOL,607 CELEBRATION AVE ,KISSIMMEE ,34747,OSCEOLA,"-81.53956025,28.31942431",17R MM 47105 32705,,,PRIVATE SCHOOL,-9076942.326834856,3289305.903088052
HOLY REDEEMER CATHOLIC SCHOOL,1603 N THACKER AVE,KISSIMMEE,34741,OSCEOLA,"-81.42311994,28.30711389",17R MM 58516 31296,,16-25-29-1470-000A-0030,PRIVATE SCHOOL,-9063980.250073975,3287749.2921239818
WEINBAUM YESHIVA HIGH SCHOOL,7900 MONTOYA CIR,BOCA RATON,33433,PALM BEACH,"-80.16748410,26.34612371",17R NK 83072 14283,,00424728010150000,PRIVATE SCHOOL,-8924203.507745802,3042013.387178195
BOCA RATON CHRISTIAN HIGH SCHOOL,1551 W CAMINO REAL ,BOCA RATON,33486,PALM BEACH,"-80.11697385,26.34459117",17R NK 88113 14147,,06424725000003030,PRIVATE SCHOOL,-8918580.732822709,3041823.012027985
DILLON COUNTRY DAY & LAB SCHOOL,13529 E CITRUS DRIVE ,LOXAHATCHEE ,33470,PALM BEACH,"-80.25905405,26.68480843",17R NK 73718 51739,,,PRIVATE SCHOOL,-8934397.02800954,3084147.6157984426
KENTWOOD PREPARATORY SCHOOL,6210 S CONGRESS AVENUE ,LAKE WORTH ,33462,PALM BEACH,"-80.09121966,26.58441491",17R NK 90496 40727,,,PRIVATE SCHOOL,-8915713.789425066,3071645.140573
SPANISH RIVER CHRISTIAN SCHOOL,2400 N W 51ST STREET,BOCA RATON,33431,PALM BEACH,"-80.13555658,26.39311971",17R NK 86223 19509,,,PRIVATE SCHOOL,-8920649.352539992,3047852.536699498
ACADEMIC HIGH SCHOOL,2300 N DIXIE HIGHWAY ,BOCA RATON ,33431,PALM BEACH,"-80.08404618,26.37116962",17R NK 91378 17114,,,PRIVATE SCHOOL,-8914915.241019499,3045124.990491799
CARDINAL NEWMAN HIGH SCHOOL,390 S SEQUOIA DRIVE ,WEST PALM BEACH,33409,PALM BEACH,"-80.09377800,26.71059136",17R NK 90142 54701,,74434322300010070,PRIVATE SCHOOL,-8915998.582575282,3087360.2605949864
"GULFSTREAM SCHOOL, INC.",3600 GULFSTREAM RD,GULFSTREAM,33483,PALM BEACH,"-80.05422582,26.49826980",17R NK 94250 31213,,,PRIVATE SCHOOL,-8911595.65373737,3060925.8229797585
GRANDVIEW PREPARATORY SCHOOL,336 NW SPANISH RIVER BLVD ,BOCA RATON ,33431,PALM BEACH,"-80.08955901,26.38518955",17R NK 90817 18662,,,PRIVATE SCHOOL,-8915528.927071951,3046867.065962415
HIS ACADEMY/INSTITUTE,1259 10TH STREET ,WEST PALM BEACH ,33403,PALM BEACH,"-80.07375438,26.80381264",17R NK 92058 65041,,,PRIVATE SCHOOL,-8913769.563727323,3098982.0403347006
THE KINGS ACADEMY INC.,8401 BELVEDERE RD,WEST PALM BEACH,33411,PALM BEACH,"-80.18200123,26.69405794",17R NK 81378 52811,,,PRIVATE SCHOOL,-8925819.547537627,3085300.053787488
ALL SAINTS CATHOLIC SCHOOL,1701 INDIAN CREEK PARKWAY ,JUPITER ,33458,PALM BEACH,"-80.12618867,26.91280279",17R NK 86764 77076,,,PRIVATE SCHOOL,-8919606.522049135,3112581.8273922713
HARID CONSERVATORY OF MUSIC INC,2285 POTOMAC ROAD ,BOCA RATON ,33431,PALM BEACH,"-80.12858066,26.38158986",17R NK 86927 18237,,,PRIVATE SCHOOL,-8919872.797282973,3046419.7579414034
POPE JOHN PAUL II HIGH SCHOOL,4001 N MILITARY TRAIL ,BOCA RATON ,33431,PALM BEACH,"-80.12429238,26.38793163",17R NK 87351 18942,,,PRIVATE SCHOOL,-8919395.427851468,3047207.8133386914
CONKLIN INTERNATIONAL ACADEMY,8966 BELVEDERE ROAD ,WEST PALM BEACH ,33411,PALM BEACH,"-80.19020123,26.69021432",17R NK 80564 52380,,,PRIVATE SCHOOL,-8926732.367169386,3084821.1486161035
JUPITER LIGHTHOUSE ACADEMY,4390 COUNTY LINE ROAD ,JUPITER ,33469,PALM BEACH,"-80.09942167,26.96980071",17R NK 89377 83408,,,PRIVATE SCHOOL,-8916626.832611848,3119699.2534791883
MARANATHA CHRISTIAN ACADEMY,2575 LONE PINE ROAD,PALM BEACH GARDENS,33408,PALM BEACH,"-80.07419377,26.85507780",17R NK 91973 70719,,,PRIVATE SCHOOL,-8913818.47570861,3105377.272794943
ARTHUR I MEYER JEWISH ACADEMY,3261 N MILITARY TRAIL ,WEST PALM BEACH ,33417,PALM BEACH,"-80.11209067,26.72559329",17R NK 88309 56350,,,PRIVATE SCHOOL,-8918037.139720907,3089229.88825484
DONNA KLEIN JEWISH ACADEMY,9801 DONNA KLEIN BOULEVARD,BOCA RATON,33428,PALM BEACH,"-80.19739614,26.35865083",17R NK 80078 15652,,,PRIVATE SCHOOL,-8927533.301319202,3043569.6218387187
"GLADES DAY SCHOOL, INC.","400 NORTHEAST AVENUE ""L""",BELLE GLADE,33430,PALM BEACH,"-80.66301336,26.69572702",17R NK 33523 52779,,,PRIVATE SCHOOL,-8979365.572726684,3085508.0222485717
BALDWIN PREP SCHOOL,200 CASTLEWOOD DR ,NORTH PALM BEACH ,33408,PALM BEACH,"-80.05394253,26.80566996",17R NK 94026 65261,,,PRIVATE SCHOOL,-8911564.118966484,3099213.68631899
ACADEMIC HIGH SCHOOL FOR THE ARTS.,23114 SANDALFOOT PLAZA DRIVE ,BOCA RATON,33428,PALM BEACH,"-80.20066368,26.33436132",17R NK 79769 12959,,,PRIVATE SCHOOL,-8927897.041837163,3040552.3075677925
COASTAL MIDDLE & SENIOR HIGH SCHOOL,730 5TH STREET ,LAKE PARK ,33403,PALM BEACH,"-80.06269434,26.79876780",17R NK 93162 64490,,,PRIVATE SCHOOL,-8912538.365758302,3098352.8621510416
BISHOP MCLAUGHLIN CATHOLIC HIGH SCHOOL,13651 HAYS ROAD ,SPRING HILL ,34610,PASCO,"-82.56449276,28.35649995",17R LM 46673 37689,,,PRIVATE SCHOOL,-9191037.291977922,3293995.081961735
