Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,ADDRESSCITYZIP,x,y
INTERLACHEN PUBLIC LIBRARY,133 N COUNTY ROAD 315,INTERLACHEN,32148,PUTNAM,"-81.88712461,29.63236699",17R MN 14123 78378,COUNTY,10-10-24-0150-0070-0250,DISASTER RECOVERY CENTER,"133 N COUNTY ROAD 315 INTERLACHEN , FL 32148",-9115633.014542997,3456381.0391191654
"PUTNAM COUNTY FAIRGROUNDS EXPO CENTER, BLDG. 1 (FIXED)",118 FAIRGROUNDS RD,EAST PALATKA,32131,PUTNAM,"-81.58945328,29.64309192",17R MN 42945 79383,,,DISASTER RECOVERY CENTER,"118 FAIRGROUNDS RD EAST PALATKA , FL 32131",-9082496.393751046,3457754.641849736
WEST PUTNAM RECREATION COMPLEX,170 COUNTY ROAD 315,INTERLACHEN,32148,PUTNAM,"-81.88382025,29.61836732",17R MN 14431 76824,,,DISASTER RECOVERY CENTER,"170 COUNTY ROAD 315 INTERLACHEN , FL 32148",-9115265.174468873,3454588.2412134064
EDGAR JOHNSON SENIOR CENTER,1215 WESTOVER DR,PALATKA,32177,PUTNAM,"-81.65679755,29.63867190",17R MN 36424 78928,,,DISASTER RECOVERY CENTER,"1215 WESTOVER DR PALATKA , FL 32177",-9089993.123181213,3457188.5268059224
PALATKA PUBLIC LIBRARY,601 COLLEGE RD,PALATKA,32177,PUTNAM,"-81.68366129,29.64276461",17R MN 33826 79397,MUNICIPAL,10-10-26-0000-0010-0010,DISASTER RECOVERY CENTER,"601 COLLEGE RD PALATKA , FL 32177",-9092983.58104382,3457712.720151
CRESCENT CITY PUBLIC LIBRARY,610 N SUMMIT ST,CRESCENT CITY,32112,PUTNAM,"-81.51024178,29.43845174",17R MN 50513 56672,MUNICIPAL,19-12-28-3990-0010-0051,DISASTER RECOVERY CENTER,"610 N SUMMIT ST CRESCENT CITY , FL 32112",-9073678.609752499,3431570.3577918867
GALIMORE CENTER,399 RIBERIA ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31023000,29.87641900",17R MP 70041 05132,MUNICIPAL,2035000000,DISASTER RECOVERY CENTER,"399 RIBERIA ST SAINT AUGUSTINE , FL 32084",-9051413.39988944,3487674.5283843526
ST. JOHNS COUNTY AGRICULTURE CENTER WIND MITIGATION BUILDING (FIXED),3111 AGRICULTURAL CENTER DR,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.41005435,29.90487222",17R MP 60413 08315,,,DISASTER RECOVERY CENTER,"3111 AGRICULTURAL CENTER DR SAINT AUGUSTINE , FL 32092",-9062525.795817673,3491327.9049603855
Willie Galimore Community Center,399 Riberia St,St Augustine,32084,ST. JOHNS,"-81.31285696,29.87918265",17R MP 69789 05439,,,DISASTER RECOVERY CENTER,"399 Riberia St St Augustine , FL 32084",-9051705.831442552,3488029.333703181
WORLD GOLF VILLAGE CONVENTION CENTER,500 S LEGACY TRL,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.46772632,29.98977575",17R MP 54884 17744,COUNTY,0270100080,DISASTER RECOVERY CENTER,"500 S LEGACY TRL SAINT AUGUSTINE , FL 32092",-9068945.809594603,3502235.678601963
WORLD GOLF VILLAGE CONVENTION CENTER,500 S LEGACY TRL,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.46772632,29.98977575",17R MP 54884 17744,COUNTY,0270100080,DISASTER RECOVERY CENTER,"500 S LEGACY TRL SAINT AUGUSTINE , FL 32092",-9068945.809594603,3502235.678601963
KETTERLINUS ELEMENTARY SCHOOL GYM,40 ORANGE ST,SAINT AUGUSTINE,32084,ST. JOHNS,"-81.31856718,29.89771618",17R MP 69243 07494,COUNTY,1961600000,DISASTER RECOVERY CENTER,"40 ORANGE ST SAINT AUGUSTINE , FL 32084",-9052341.49065898,3490408.976484318
WORLD GOLF VILLAGE CONVENTION CENTER,500 S LEGACY TRL,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.46772632,29.98977575",17R MP 54884 17744,COUNTY,0270100080,DISASTER RECOVERY CENTER,"500 S LEGACY TRL SAINT AUGUSTINE , FL 32092",-9068945.809594603,3502235.678601963
WORLD GOLF VILLAGE CONVENTION CENTER,500 S LEGACY TRL,SAINT AUGUSTINE,32092,ST. JOHNS,"-81.46772632,29.98977575",17R MP 54884 17744,COUNTY,0270100080,DISASTER RECOVERY CENTER,"500 S LEGACY TRL SAINT AUGUSTINE , FL 32092",-9068945.809594603,3502235.678601963
WINDSTORM DAMAGE MITIGATION BUILDING,3111 AGRICULTURAL CENTER DR,ST AUGUSTINE,32092,ST. JOHNS,"-81.41189761,29.90577551",17R MP 60235 08415,,,DISASTER RECOVERY CENTER,"3111 AGRICULTURAL CENTER DR ST AUGUSTINE , FL 32092",-9062730.987009378,3491443.9041320295
MINSKY GYM,750 DARWIN BLVD,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.37105953,27.24628912",17R NL 62264 13870,COUNTY,3420-711-0011-100-3,DISASTER RECOVERY CENTER,"750 DARWIN BLVD PORT SAINT LUCIE , FL 34953",-8946865.42156301,3154276.1614256124
ST. LUCIE COUNTY LOGISTICS,3855 S US HWY 1,FORT PIERCE,34982,ST. LUCIE,"-80.32841695,27.39056664",17R NL 66400 29874,COUNTY,2434-601-0046-000-8,DISASTER RECOVERY CENTER,"3855 S US HWY 1 FORT PIERCE , FL 34982",-8942118.470814139,3172353.207387518
SLC South County Annex,250 NW COUNTRY CLUB DR,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.39765413,27.31570165",17R NL 59594 21546,COUNTY,3323-650-0004-000-6,DISASTER RECOVERY CENTER,"250 NW COUNTRY CLUB DR PORT SAINT LUCIE , FL 34986",-8949825.91918865,3162970.169651316
AMERICAN RED CROSS COAST TO HEARTLAND CHAPTER,2963 W MIDWAY RD,FORT PIERCE,34981,ST. LUCIE,"-80.35525506,27.37336730",17R NL 63756 27955,,,DISASTER RECOVERY CENTER,"2963 W MIDWAY RD FORT PIERCE , FL 34981",-8945106.0759552,3170197.004164794
TAYLOR CREEK COMMONS,1851 N US HIGHWAY 1,FORT PIERCE,34946,ST. LUCIE,"-80.33504825,27.46930162",17R NL 65698 38592,,,DISASTER RECOVERY CENTER,"1851 N US HIGHWAY 1 FORT PIERCE , FL 34946",-8942856.66425375,3182228.13678651
ST. LUCIE COUNTY RED CROSS CHAPTER,540 NW UNIVERSITY BLVD STE 107,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.40223745,27.32137321",17R NL 59138 22172,,,DISASTER RECOVERY CENTER,"540 NW UNIVERSITY BLVD STE 107 PORT SAINT LUCIE , FL 34986",-8950336.131111454,3163680.7800604897
Ft Pierce Jai Alai,1750 S Kings Hwy,FORT PIERCE,34945,ST. LUCIE,"-80.39628840,27.43244714",17R NL 59667 34479,,,DISASTER RECOVERY CENTER,"1750 S Kings Hwy FORT PIERCE , FL 34945",-8949673.886408105,3177604.976161633
PAL BUILDING,2101 TIFFANY AVE,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.28951300,27.29389100",17R NL 70307 19186,MUNICIPAL,3420-745-0002-000-1,DISASTER RECOVERY CENTER,"2101 TIFFANY AVE PORT SAINT LUCIE , FL 34952",-8937787.703178933,3160237.7727799104
Orange Blossom Mall Site,4204 Okeechobee Rd,FORT PIERCE,34947,ST. LUCIE,"-80.37052516,27.42733743",17R NL 62216 33925,PRIVATE,,DISASTER RECOVERY CENTER,"4204 Okeechobee Rd FORT PIERCE , FL 34947",-8946805.935664428,3176964.117680085
JAY COMMUNITY CENTER,5259 BOOKER LN,JAY,32565,SANTA ROSA,"-87.16038854,30.95185224",16R DV 84680 24277,MUNICIPAL,19-5N-29-0000-00300-0000,DISASTER RECOVERY CENTER,"5259 BOOKER LN JAY , FL 32565",-9702650.070003064,3626497.817284242
GULF BREEZE RECREATION CENTER,800 SHORELINE DR,GULF BREEZE,32561,SANTA ROSA,"-87.17759243,30.35477839",16R DU 82932 58112,MUNICIPAL,09-3S-29-0000-00200-0000,DISASTER RECOVERY CENTER,"800 SHORELINE DR GULF BREEZE , FL 32561",-9704565.197887115,3549235.3006153195
PENSACOLA STATE COLLEGE - MILTON CAMPUS,5988 US HWY 90,MILTON,32583,SANTA ROSA,"-87.07538257,30.60494817",16R DU 92774 85824,,,DISASTER RECOVERY CENTER,"5988 US HWY 90 MILTON , FL 32583",-9693187.248597506,3581549.7220903332
SANTA ROSA COUNTY ADMINISTRATIVE CENTER,6495 CAROLINE ST,MILTON,32570,SANTA ROSA,"-87.05027500,30.61554600",16R DU 95181 86997,COUNTY, ,DISASTER RECOVERY CENTER,"6495 CAROLINE ST MILTON , FL 32570",-9690392.286348773,3582920.480983957
SARASOTA-ST. DAVID'S CHURCH,401 S BROADWAY,ENGLEWOOD,34223,SARASOTA,"-82.35081350,26.95524580",17R LK 65918 82194,,,DISASTER RECOVERY CENTER,"401 S BROADWAY ENGLEWOOD , FL 34223",-9167250.625268096,3117881.414931275
DRC 16 - CITY HALL (COMMUNITY ROOM 114),401 W VENICE AVE,VENICE,34285,SARASOTA,"-82.45069140,27.09930745",17R LK 56186 98264,MUNICIPAL,0176-08-0001,DISASTER RECOVERY CENTER,"401 W VENICE AVE VENICE , FL 34285",-9178368.9820362,3135884.3907833933
TWIN LAKES PARK ROOM A,6700 CLARK ROAD,SARASOTA,34241,SARASOTA,"-82.43888146,27.26616894",17R LL 57570 16735,SPECIAL TAXING DISTRICT,0285-01-0001,DISASTER RECOVERY CENTER,"6700 CLARK ROAD SARASOTA , FL 34241",-9177054.305593517,3156765.579131503
ROBERT L. ANDERSON ADMINISTRATION CENTER,4000 TAMIAMI TRL,VENICE,34293,SARASOTA,"-82.40051963,27.04897368",17R LK 61099 92631,SPECIAL TAXING DISTRICT,0460-04-0001,DISASTER RECOVERY CENTER,"4000 TAMIAMI TRL VENICE , FL 34293",-9172783.88663673,3129591.69634738
NORTH BRANCH LIBRARY,150 N PALMETTO AVE,SANFORD,32771,SEMINOLE,"-81.26638270,28.81233981",17R MM 74007 87223,,,DISASTER RECOVERY CENTER,"150 N PALMETTO AVE SANFORD , FL 32771",-9046532.34058308,3351782.710545198
NORTHWEST BRANCH LIBRARY,580 GREEN WAY BLVD,LAKE MARY,32746,SEMINOLE,"-81.33927291,28.73440426",17R MM 66870 78607,,,DISASTER RECOVERY CENTER,"580 GREEN WAY BLVD LAKE MARY , FL 32746",-9054646.442281442,3341884.883517232
MUSEUM OF SEMINOLE COUNTY HISTORY,300 BUSH BLVD,SANFORD,32773,SEMINOLE,"-81.29913654,28.74319162",17R MM 70792 79570,,,DISASTER RECOVERY CENTER,"300 BUSH BLVD SANFORD , FL 32773",-9050178.481618717,3343000.510010185
EAST BRANCH LIBRARY,310 N DIVISION ST,OVIEDO,32765,SEMINOLE,"-81.20366416,28.67540121",17R MM 80101 72040,,,DISASTER RECOVERY CENTER,"310 N DIVISION ST OVIEDO , FL 32765",-9039550.545056244,3334396.3972241087
WEST BRANCH LIBRARY,245 HUNT CLUB BLVD,LONGWOOD,32779,SEMINOLE,"-81.44586922,28.69394939",17R MM 56444 74159,,062129300007C0000,DISASTER RECOVERY CENTER,"245 HUNT CLUB BLVD LONGWOOD , FL 32779",-9066512.688260376,3336750.0202933196
LAUREL MANOR RECREATIONAL CENTER,1985 LAUREL MANOR DR,LADY LAKE,32159,SUMTER,"-82.00241686,28.92660732",17R MN 02293 00267,,,DISASTER RECOVERY CENTER,"1985 LAUREL MANOR DR LADY LAKE , FL 32159",-9128467.28849063,3366308.1027922775
OLD WILDWOOD SHOPPING CENTER,322 SHOPPING CENTER DR,WILDWOOD,34785,SUMTER,"-82.04113890,28.85855802",17R LM 98452 92760,,G06=063,DISASTER RECOVERY CENTER,"322 SHOPPING CENTER DR WILDWOOD , FL 34785",-9132777.806846762,3357655.928167016
SUMTER-BUSHNELL SHOPPING CENTER,910 MAIN ST,BUSHNELL,33513,SUMTER,"-82.11304280,28.67625150",17R LM 91249 72624,,,DISASTER RECOVERY CENTER,"910 MAIN ST BUSHNELL , FL 33513",-9140782.111999495,3334504.2830542526
SAVANNAH CENTER,1545 BUENA VISTA BLVD,LADY LAKE,32162,SUMTER,"-81.99893155,28.95137574",17R MN 02655 03009,,D23A250,DISASTER RECOVERY CENTER,"1545 BUENA VISTA BLVD LADY LAKE , FL 32162",-9128079.305913389,3369458.710988379
COLONY COTTAGE REGIONAL RECREATIONAL CENTER,510 COLONY BLVD,FRUITLAND PARK,34731,SUMTER,"-81.96126357,28.86596232",17R MM 06250 93515,,,DISASTER RECOVERY CENTER,"510 COLONY BLVD FRUITLAND PARK , FL 34731",-9123886.125908913,3358597.0771671426
LAKE PANASOFFKEE RECREATIONAL CENTER,1582 COUNTY ROAD 459,LAKE PANASOFFKEE,33538,SUMTER,"-82.13029796,28.77536619",17R LM 89668 83622,,J05=096,DISASTER RECOVERY CENTER,"1582 COUNTY ROAD 459 LAKE PANASOFFKEE , FL 33538",-9142702.947497409,3347086.1338522914
BRANFORD HIGH SCHOOL,405 NE REYNOLDS ST,BRANFORD,32008,SUWANNEE,"-82.92465726,29.96397938",17R LP 14286 16352,COUNTY,1606S14E04271870000,DISASTER RECOVERY CENTER,"405 NE REYNOLDS ST BRANFORD , FL 32008",-9231130.619983045,3498920.5685385927
BRANFORD ELEMENTARY SCHOOL,26801 STATE ROAD 247,BRANFORD,32008,SUWANNEE,"-82.91850739,29.96393536",17R LP 14880 16337,COUNTY,1606S14E03953000000,DISASTER RECOVERY CENTER,"26801 STATE ROAD 247 BRANFORD , FL 32008",-9230446.02041773,3498914.911389807
SUWANNEE INTERMEDIATE SCHOOL,1419 WALKER AVE SW,LIVE OAK,32064,SUWANNEE,"-82.99525199,30.28345612",17R LP 08092 51880,COUNTY,2602S13E07869000000,DISASTER RECOVERY CENTER,"1419 WALKER AVE SW LIVE OAK , FL 32064",-9238989.189503785,3540037.7687305007
PERRY-FOLEY AIRPORT,511 INDUSTRIAL PARK DR,PERRY,32348,TAYLOR,"-83.57446774,30.07753363",17R KP 51849 30172,COUNTY,01050705928000,DISASTER RECOVERY CENTER,"511 INDUSTRIAL PARK DR PERRY , FL 32348",-9303467.192009864,3513519.967193139
STEINHATCHEE ELEMENTARY SCHOOL,1209 SE 1ST AVE,STEINHATCHEE,32359,TAYLOR,"-83.37577975,29.67330753",17R KN 70080 84946,,25090909756000,DISASTER RECOVERY CENTER,"1209 SE 1ST AVE STEINHATCHEE , FL 32359",-9281349.346088894,3461625.3142305287
WORTHINGTON SPRINGS COMMUNITY CENTER,3635 SW STATE ROAD 121,LAKE BUTLER,32054,UNION,"-82.42430137,29.92897507",17R LP 62524 11767,COUNTY, ,DISASTER RECOVERY CENTER,"3635 SW STATE ROAD 121 LAKE BUTLER , FL 32054",-9175431.25714267,3494423.5134529937
PROVIDENCE COMMUNITY CENTER,8562 SW 45TH CT,LAKE BUTLER,32054,UNION,"-82.54620645,30.00245533",17R LP 50866 20063,COUNTY, ,DISASTER RECOVERY CENTER,"8562 SW 45TH CT LAKE BUTLER , FL 32054",-9189001.66941704,3503865.457216829
LAKE BUTLER MIDDLE SCHOOL GYMNASIUM,150 SW 6TH ST,LAKE BUTLER,32054,UNION,"-82.33932259,30.01761176",17R LP 70842 21492,,31-05-20-00-000-0390-0,DISASTER RECOVERY CENTER,"150 SW 6TH ST LAKE BUTLER , FL 32054",-9165971.462621745,3505813.871744243
RAIFORD COMMUNITY CENTER,N COUNTY ROAD 121 & WHITTEN ST,RAIFORD,32083,UNION,"-82.23941383,30.06166161",17R LP 80530 26265,MUNICIPAL,18-05-21-00-000-0780-0,DISASTER RECOVERY CENTER,"N COUNTY ROAD 121 & WHITTEN ST RAIFORD , FL 32083",-9154849.670814749,3511478.3338048863
VOLUSIA COUNTY FAIRGROUNDS,3150 E. STATE RD. 44,DELAND,32724,VOLUSIA,"-81.22439000,29.01732900",17R MN 78148 09926,MUNICIPAL,31171802100500,DISASTER RECOVERY CENTER,"3150 E. STATE RD. 44 DELAND , FL 32724",-9041857.734786032,3377851.8131397674
DAYTONA STATE COLLEGE - DELAND CAMPUS,1156 COUNTY ROAD 4139,DELAND,32724,VOLUSIA,"-81.24315502,29.01199289",17R MN 76319 09338,STATE,30172400000012,DISASTER RECOVERY CENTER,"1156 COUNTY ROAD 4139 DELAND , FL 32724",-9043946.647741396,3377172.549178271
WAL-MART PARKING LOT,2400 VETERANS MEMORIAL PKWY,ORANGE CITY,32763,VOLUSIA,"-81.28114000,28.91324700",17R MM 72594 98406,,30182400000072,DISASTER RECOVERY CENTER,"2400 VETERANS MEMORIAL PKWY ORANGE CITY , FL 32763",-9048175.115831548,3364608.9486416564
SUNSHINE PARK MALL,2400 S. RIDGEWOOD AVE.,DAYTONA BEACH,32119,VOLUSIA,"-81.00019841,29.16581662",17R MN 99980 26356,,33154408030010,DISASTER RECOVERY CENTER,"2400 S. RIDGEWOOD AVE. DAYTONA BEACH , FL 32119",-9016900.840810202,3396767.7504865383
PAXTON FARM CENTER,21829 US HIGHWAY 331,LAUREL HILL,32567,WALTON,"-86.30326154,30.97294198",16R EV 66534 26811,,36-6N-21-40000-016-0000,DISASTER RECOVERY CENTER,"21829 US HIGHWAY 331 LAUREL HILL , FL 32567",-9607235.128148196,3629235.642029982
THE FREEPORT MIDDLE SCHOOL MEDIA CENTER,360 KYLEA LAIRD DR,FREEPORT,32439,WALTON,"-86.13366832,30.50020272",16R EU 83135 74532,COUNTY,15-1S-19-23000-017-0010,DISASTER RECOVERY CENTER,"360 KYLEA LAIRD DR FREEPORT , FL 32439",-9588356.097538415,3568009.647064739
COASTAL BRANCH LIBRARY,336 GREENWAY TRAIL,SANTA ROSA BEACH,32459,WALTON,"-86.18197600,30.37116300",16R EU 78602 60198,,31-2S-19-24000-001-0020,DISASTER RECOVERY CENTER,"336 GREENWAY TRAIL SANTA ROSA BEACH , FL 32459",-9593733.68380977,3551349.1634845454
BLUE LAKE COMMUNITY CENTER,1865 HWY 77,CHIPLEY,32428,WASHINGTON,"-85.55303200,30.74253300",16R FV 38513 01962,,00000000-00-2372-0000,DISASTER RECOVERY CENTER,"1865 HWY 77 CHIPLEY , FL 32428",-9523719.958141208,3599357.0998720927
POSSUM PALACE COMMUNITY CENTER,3121 POSSUM PALACE DRIVE,CHIPLEY,32428,WASHINGTON,"-85.58884705,30.63668744",16R FU 35231 90187,MUNICIPAL,00000000-00-3573-0001,DISASTER RECOVERY CENTER,"3121 POSSUM PALACE DRIVE CHIPLEY , FL 32428",-9527706.870931586,3585655.434398692
VJ COLLINS RECREATION CENTER,3892 DESALVO ROAD,CARYVILLE,32427,WASHINGTON,"-85.76147700,30.70089000",16R FU 18608 97108,COUNTY,00000000-00-4471-0002,DISASTER RECOVERY CENTER,"3892 DESALVO ROAD CARYVILLE , FL 32427",-9546923.949321333,3593964.637103429
EBRO TOWN HALL,6629 DOG TRACK RD,EBRO,32437,WASHINGTON,"-85.87325982,30.44049408",16R FU 08191 68136,MUNICIPAL,00000000-00-5226-0001,DISASTER RECOVERY CENTER,"6629 DOG TRACK RD EBRO , FL 32437",-9559367.55635464,3560297.8470996744
