Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,x,y
MARATHON FIRE RESCUE ST 1,3299 OVERSEAS HWY,MARATHON,33050,MONROE,"-81.09498323,24.71137052",17R MH 90392 32992,MUNICIPAL,0966 32 00102310000000,EMERGENCY MEDICAL SERVICE,-9027452.23862152,2840334.4198482865
Medical 3 Station,28 EMERALD DR,KEY WEST,33040,MONROE,"-81.65575309,24.59790305",17R MH 33613 20583,OTHER PUBLIC,2267 26 00156610000000,EMERGENCY MEDICAL SERVICE,-9089876.854152272,2826436.306461294
KEY WEST FIRE RESCUE (AMR),1980 N ROOSEVELT BLVD,KEY WEST,33040,MONROE,"-81.78199673,24.55983346",17R MH 20808 16434,PRIVATE,0568 25 00051870000100,EMERGENCY MEDICAL SERVICE,-9103930.232100604,2821776.161376724
FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HIGHWAY,MARATHON,33050,MONROE,"-81.09454950,24.71018620",17R MH 90436 32861,,,EMERGENCY MEDICAL SERVICE,-9027403.956415666,2840189.292809997
LOWER KEYS MEDICAL CENTER,5900 COLLEGE RD,KEY WEST,33040,MONROE,"-81.74236793,24.58096860",17R MH 24834 18752,,,EMERGENCY MEDICAL SERVICE,-9099518.774018314,2824363.164531392
MEDICAL 6 STATION,3301 OVERSEAS HWY,MARATHON,33050,MONROE,"-81.09446182,24.71072397",17R MH 90445 32920,,,EMERGENCY MEDICAL SERVICE,-9027394.196076581,2840255.191445331
MARINERS HOSPITAL,91500 OVERSEAS HIGHWAY,TAVERNIER,33070,MONROE,"-80.52231140,25.00608000",17R NH 48201 65705,,,EMERGENCY MEDICAL SERVICE,-8963702.702513054,2876491.4337359695
DEPOO HOSPITAL,1200 KENNEDY DR,KEY WEST,33040,MONROE,"-81.76735478,24.56442933",17R MH 22294 16935,,,EMERGENCY MEDICAL SERVICE,-9102300.298176534,2822338.6721457737
MEDICAL 9 STATION,151 MARINE AVE,TAVERNIER,33070,MONROE,"-80.51754096,25.01071922",17R NH 48680 66221,COUNTY,3462 38 00479100000000,EMERGENCY MEDICAL SERVICE,-8963171.659935484,2877061.296589049
MEDICAL 5 STATION,400 KEY DEER BLVD,BIG PINE KEY,33043,MONROE,"-81.35974257,24.67448990",17R MH 63603 28952,COUNTY,2666 29 00111460000000,EMERGENCY MEDICAL SERVICE,-9056925.114358097,2835815.695280141
Medical 4 Station,20950 OVERSEAS HWY,SUMMERLAND KEY,33042,MONROE,"-81.50636796,24.66434839",17R MH 48764 27876,COUNTY,3066 28 00174635004400,EMERGENCY MEDICAL SERVICE,-9073247.378216343,2834573.3600698523
Big Pine Vol Fire Station/EMS #13,400 KEY DEER BLVD,BIG PINE KEY,33043,MONROE,"-81.35974257,24.67448990",17R MH 63603 28952,COUNTY,2666 29 00111460000000,EMERGENCY MEDICAL SERVICE,-9056925.114358097,2835815.695280141
ISLAMORADA FIRE RESCUE,89990 OVERSEAS HIGHWAY,TAVERNIER,33070,MONROE,"-80.53940243,24.99522544",17R NH 46480 64498,COUNTY,0563 38 00428470000000,EMERGENCY MEDICAL SERVICE,-8965605.26773405,2875158.189112977
MEDICAL 7 STATION,10 S CONCH AVE,MARATHON,33050,MONROE,"-80.88994541,24.78947455",17R NH 11124 41641,COUNTY,1565 34 00099040000000,EMERGENCY MEDICAL SERVICE,-9004627.533705061,2849908.385177909
Big Pine Vol Fire Station/EMS #13,400 KEY DEER BLVD,BIG PINE KEY,33043,MONROE,"-81.35974257,24.67448990",17R MH 63603 28952,COUNTY,2666 29 00111460000000,EMERGENCY MEDICAL SERVICE,-9056925.114358097,2835815.695280141
NASSAU COUNTY FD ST 60,8263 US HIGHWAY 301,BRYCEVILLE,32009,NASSAU,"-81.93519680,30.39225550",17R MP 10157 62622,COUNTY,19-1S-24-0000-0005-0010,EMERGENCY MEDICAL SERVICE,-9120984.38608791,3554070.936747623
NASSAU COUNTY VFD ST 4,37203 PECAN ST,HILLIARD,32046,NASSAU,"-81.91915928,30.68969583",17R MP 11966 95573,COUNTY,09-3N-24-0000-0034-0000,EMERGENCY MEDICAL SERVICE,-9119199.097072676,3592515.471845724
NASSAU COUNTY VFD ST 8,540507 LEM TURNER RD,CALLAHAN,32011,NASSAU,"-81.77242442,30.53155588",17R MP 25900 77942,COUNTY,37-1N-25-0000-0004-0030,EMERGENCY MEDICAL SERVICE,-9102864.64740529,3572061.0273582595
NASSAU COUNTY VFD 6-A,8263 US HWY 301,BRYCEVILLE,32009,NASSAU,"-81.93537415,30.39178065",17R MP 10139 62570,COUNTY,19-1S-24-0000-0005-0010,EMERGENCY MEDICAL SERVICE,-9121004.128546165,3554009.6563718
NASSAU COUNTY FD ST 50,542300 US HWY 1,CALLAHAN,32011,NASSAU,"-81.82883472,30.56333339",17R MP 20514 81502,COUNTY,29-2N-25-0000-0015-0010,EMERGENCY MEDICAL SERVICE,-9109144.213245144,3576168.576453815
NASSAU COUNTY VFD ST 11,56300 NASSAU OAKS DR,CALLAHAN,32011,NASSAU,"-81.76098072,30.62833400",17R MP 27070 88659,COUNTY,48-3N-25-4196-000J-0000,EMERGENCY MEDICAL SERVICE,-9101590.74021656,3584574.7235943493
NASSAU COUNTY FD ST 30,86028 PAGES DAIRY RD,YULEE,32097,NASSAU,"-81.60425435,30.63354699",17R MP 42094 89146,COUNTY,51-3N-27-0000-0013-0020,EMERGENCY MEDICAL SERVICE,-9084144.04087255,3585249.1329195537
NASSAU COUNTY VFD ST 3B,3600 PIRATES WAY,YULEE,32097,NASSAU,"-81.53052046,30.67298503",17R MP 49180 93481,COUNTY,43-3N-28-509E-0020-0000,EMERGENCY MEDICAL SERVICE,-9075936.021772018,3590352.4513331684
NASSAU COUNTY VFD ST 10,43488 RATLIFF RD,CALLAHAN,32011,NASSAU,"-81.81250636,30.49813824",17R MP 22028 74265,COUNTY,16-1N-25-0750-0001-0020,EMERGENCY MEDICAL SERVICE,-9107326.5486384,3567742.925568273
NASSAU COUNTY FD ST 20,5518 FIRST COAST HWY,FERNANDINA BEACH,32034,NASSAU,"-81.45337843,30.57255659",17R MP 56525 82319,COUNTY,20-2N-28-0000-0001-0010,EMERGENCY MEDICAL SERVICE,-9067348.609848311,3577361.015141086
NASSAU COUNTY FD ST 40,37230 PEA FARM RD,HILLIARD,32046,NASSAU,"-81.90742367,30.68927911",17R MP 13090 95518,COUNTY,09-3N-24-0000-0031-0000,EMERGENCY MEDICAL SERVICE,-9117892.694720354,3592461.5265863324
NASSAU COUNTY VFD ST 7,1426 NASSAUVILLE RD,FERNANDINA BEACH,32034,NASSAU,"-81.51858390,30.57846090",17R MP 50276 83000,COUNTY,32-2N-28-0000-0023-0000,EMERGENCY MEDICAL SERVICE,-9074607.249964723,3578124.4249037784
NASSAU COUNTY VFD ST 3A,85230 MINER RD,YULEE,32097,NASSAU,"-81.57120695,30.60540404",17R MP 45245 86011,COUNTY,42-2N-27-0000-0001-0070,EMERGENCY MEDICAL SERVICE,-9080465.221551446,3581608.6823696382
NASSAU COUNTY FD ST 70,4061 PINE GROVE RD,FERNANDINA BEACH,32034,NASSAU,"-81.51341192,30.61675377",17R MP 50791 87242,COUNTY,40-2N-28-0000-0039-0000,EMERGENCY MEDICAL SERVICE,-9074031.507878505,3583076.707440671
FERNANDINA BEACH FD ST 2,2800 JOHN ROBAS RD,FERNANDINA BEACH,32034,NASSAU,"-81.43800021,30.63793416",17R MP 58028 89558,MUNICIPAL,00-00-31-1360-0064-0000,EMERGENCY MEDICAL SERVICE,-9065636.714548035,3585816.734665575
FERNANDINA BEACH FD ST 1,225 S 14TH ST,FERNANDINA BEACH,32034,NASSAU,"-81.45231768,30.66669414",17R MP 56669 92751,MUNICIPAL,00-00-31-1800-0242-0090,EMERGENCY MEDICAL SERVICE,-9067230.527813947,3589538.2642818666
NASSAU COUNTY VFD ST 3,86048 GOODBREAD RD,YULEE,32097,NASSAU,"-81.60358944,30.63617552",17R MP 42159 89437,COUNTY,50-3N-27-4720-0103-0030,EMERGENCY MEDICAL SERVICE,-9084070.023514379,3585589.202876514
NASSAU COUNTY VFD ST 6,10432 COUNTY ROAD 121,BRYCEVILLE,32009,NASSAU,"-82.02940158,30.41172770",17R MP 01126 64859,COUNTY,17-1S-23-0000-0002-0010,EMERGENCY MEDICAL SERVICE,-9131471.214021662,3556584.1488004583
NASSAU COUNTY VFD ST 9,3368 HENRY LEE RD,HILLIARD,32046,NASSAU,"-81.99283274,30.56160260",17R MP 04785 81437,COUNTY,27-2N-23-0000-0001-0040,EMERGENCY MEDICAL SERVICE,-9127400.388815211,3575944.8209375525
OKALOOSA CO EMS,1250 EGLIN PKWY,SHALIMAR,32579,OKALOOSA,"-86.58020589,30.44606780",16R EU 40306 68289,COUNTY,06-2S-23-224C-0001-01A0,EMERGENCY MEDICAL SERVICE,-9638064.431984061,3561017.532522156
FLORIDA FLIGHT I, , , ,ORANGE,"-81.36826867,28.57566005",17R MM 63985 61029,,,EMERGENCY MEDICAL SERVICE,-9057874.235531224,3321747.1355396663
REEDY CREEK FIRE AMB STATION 2,1600 W BUENA VISTA DR,ORLANDO,32830,ORANGE,"-81.57499092,28.34873865",17R MM 43647 35969,MUNICIPAL,272435000000009,EMERGENCY MEDICAL SERVICE,-9080886.450334243,3293013.3287020293
REEDY CREEK EMS ST 4,1920 E BUENA VISTA DR,ORLANDO,32830,ORANGE,"-81.51822311,28.37905852",17R MM 49226 39302,MUNICIPAL,282421000000035,EMERGENCY MEDICAL SERVICE,-9074567.087383807,3296849.001293232
REEDY CREEK EMS ST 1,651 E BUENA VISTA DR,ORLANDO,32830,ORANGE,"-81.54710684,28.36536922",17R MM 46389 37798,MUNICIPAL,282430000000004,EMERGENCY MEDICAL SERVICE,-9077782.409403896,3295117.074187411
REEDY CREEK EMS ST 3,1000 FLORIDIAN WAY,ORLANDO,32830,ORANGE,"-81.57964249,28.42336615",17R MM 43231 44238,MUNICIPAL,272402000000012,EMERGENCY MEDICAL SERVICE,-9081404.26128448,3302456.193838195
WINTER PARK EMS ST 61,325 W CANTON AVE,WINTER PARK,32789,ORANGE,"-81.35421587,28.60078933",17R MM 65367 63809,MUNICIPAL,302205939800010,EMERGENCY MEDICAL SERVICE,-9056309.884455739,3324932.9200675306
ORLANDO INTERNATIONAL AIRPORT EMS ST 3,8801 HEINTZELMAN BLVD,ORLANDO,32827,ORANGE,"-81.28705552,28.44105278",17R MM 71891 46095,MUNICIPAL,302403000000002,EMERGENCY MEDICAL SERVICE,-9048833.628355809,3304695.117346957
ORLANDO INTERNATIONAL AIRPORT EMS ST 1,5605 S PERIMETER RD,ORLANDO,32827,ORANGE,"-81.31091670,28.42134139",17R MM 69549 43917,MUNICIPAL,302403000000002,EMERGENCY MEDICAL SERVICE,-9051489.842716994,3302199.9069178966
APOPKA FD ST 1,175 E 5TH ST,APOPKA,32703,ORANGE,"-81.50843937,28.67229669",17R MM 50322 71785,MUNICIPAL,282109019660441,EMERGENCY MEDICAL SERVICE,-9073477.965816198,3334002.4974248596
HEALTH CENTRAL PARAMEDIC SERVICE (WEST ORANGE DISTRICT),2700 PROFESSIONAL PKWY,GOTHA,34734,ORANGE,"-81.54150183,28.54754216",17R MM 47029 57978,OTHER PUBLIC,282229557700010,EMERGENCY MEDICAL SERVICE,-9077158.462012067,3318183.3682298725
MAITLAND EMS ST 45,1776 INDEPENDENCE LN,MAITLAND,32751,ORANGE,"-81.36503761,28.62602955",17R MM 64318 66608,MUNICIPAL,292125651601010,EMERGENCY MEDICAL SERVICE,-9057514.555293513,3328133.5376144927
FL HOSPITAL EMS,1919 N ORANGE AVE STE A,ORLANDO,32803,ORANGE,"-81.37237971,28.56968480",17R MM 63580 60368,PRIVATE,292213610000010,EMERGENCY MEDICAL SERVICE,-9058331.874134568,3320989.729640013
RURAL METRO AMBULANCE,4728 OLD WINTER GARDEN RD,ORLANDO,32811,ORANGE,"-81.44181418,28.54493852",17R MM 56779 57650,PRIVATE,292229000000068,EMERGENCY MEDICAL SERVICE,-9066061.283468276,3317853.4207869205
AMERICAN AMBULANCE SERVICE OF CENTRAL FLORIDA,3747 SILVER STAR RD,ORLANDO,32808,ORANGE,"-81.42765947,28.57859829",17R MM 58177 61374,PRIVATE,292217598000190,EMERGENCY MEDICAL SERVICE,-9064485.589204967,3322119.5933412346
KISSIMMEE FIRE DEPT/AMB STATION 11,343 N. CLYDE AVE,KISSIMMEE,34741,OSCEOLA,"-81.41287637,28.29506358",17R MM 59515 29957,MUNICIPAL,22-25-29-2170-0002-0020,EMERGENCY MEDICAL SERVICE,-9062839.941832004,3286225.745735523
KISSIMMEE FIRE DEPT/AMB STATION 12,1403 DENN JOHN LN,KISSIMMEE,34744,OSCEOLA,"-81.37870928,28.30460133",17R MM 62869 31003,MUNICIPAL,14-25-29-00U0-0330-0000,EMERGENCY MEDICAL SERVICE,-9059036.478020256,3287431.610622353
KISSIMMEE FIRE DEPT/AMB STATION 14,1101 REGATTA BAY BLVD,KISSIMMEE,34741,OSCEOLA,"-81.41503239,28.33251655",17R MM 59318 34107,MUNICIPAL,09-25-29-1535-0001-0010,EMERGENCY MEDICAL SERVICE,-9063079.948635563,3290961.5710392706
KISSIMMEE FIRE DEPT/AMB STATION 13,1801 N HOAGLAND BLVD,KISSIMMEE,34741,OSCEOLA,"-81.44458148,28.30852556",17R MM 56412 31460,MUNICIPAL,18-25-29-1896-0001-0100,EMERGENCY MEDICAL SERVICE,-9066369.337726748,3287927.7841149853
SKY WAY ENTERPRISES AMBULANCE,3031 PATRICK ST,KISSIMMEE,34741,OSCEOLA,"-81.43328558,28.29057018",17R MM 57512 29467,MUNICIPAL,20-25-29-2360-0028-0010,EMERGENCY MEDICAL SERVICE,-9065111.884295613,3285657.6809372623
N PALM BEACH PUB SAFETY,560 US HIGHWAY 1,NORTH PALM BEACH,33408,PALM BEACH,"-80.05613087,26.81227694",17R NK 93803 65991,MUNICIPAL,68434216230030000,EMERGENCY MEDICAL SERVICE,-8911807.722882796,3100037.7462787046
PALM BEACH COUNTY FIRE RESCUE STATION 27,3411 SOUTHSHORE BLVD,WEST PALM BEACH,33414,PALM BEACH,"-80.26154771,26.63042321",17R NK 73504 45714,COUNTY,73414421020000010,EMERGENCY MEDICAL SERVICE,-8934674.621562611,3077373.4052571496
RIVIERA BEACH FIRE RESC,600 W BLUE HERON BLVD,WEST PALM BEACH,33404,PALM BEACH,"-80.06476448,26.78463664",17R NK 92968 62924,MUNICIPAL,56434228250300000,EMERGENCY MEDICAL SERVICE,-8912768.812589025,3096590.6129572894
W PALM BEACH FIRE RESCUE,500 N DIXIE HWY,WEST PALM BEACH,33401,PALM BEACH,"-80.05308257,26.71727176",17R NK 94184 55471,MUNICIPAL,74434322120040090,EMERGENCY MEDICAL SERVICE,-8911468.388311123,3088192.7806467065
PALM SPRINGS PUBLIC SAFETY,230 CYPRESS LN,LAKE WORTH,33461,PALM BEACH,"-80.09516990,26.64059679",17R NK 90058 46947,MUNICIPAL,70434418380010010,EMERGENCY MEDICAL SERVICE,-8916153.5280113,3078640.3792647785
RIVIERA BEACH FIRE RESCUE STATION 2,1663 W BLUE HERON BLVD,WEST PALM BEACH,33404,PALM BEACH,"-80.08204017,26.78086658",17R NK 91253 62493,MUNICIPAL,56434229040070010,EMERGENCY MEDICAL SERVICE,-8914691.93380298,3096120.4992506728
RIVIERA BEACH FIRE RESCUE STATION 4,7501 N MILITARY TRAIL,PALM BEACH GARDENS,33418,PALM BEACH,"-80.10759154,26.78669655",17R NK 88709 63121,MUNICIPAL,56424225370000400,EMERGENCY MEDICAL SERVICE,-8917536.299361851,3096847.483312802
TEQUESTA EMS,357 TEQUESTA DR,JUPITER,33469,PALM BEACH,"-80.09350725,26.95925476",17R NK 89972 82245,MUNICIPAL,60424025100030000,EMERGENCY MEDICAL SERVICE,-8915968.443044065,3118382.0915031517
PALM BEACH FIRE RESCUE/AMB STATION 1,360 S COUNTY RD,PALM BEACH,33480,PALM BEACH,"-80.03693956,26.70286968",17R NK 95802 53887,MUNICIPAL,50434323050070110,EMERGENCY MEDICAL SERVICE,-8909671.355990494,3086398.035402193
PALM SPRINGS DEPARTMENT OF PUBLIC SAFETY,226 CYPRESS LN,LAKE WORTH,33461,PALM BEACH,"-80.09505378,26.64147013",17R NK 90069 47044,MUNICIPAL,70434418380010010,EMERGENCY MEDICAL SERVICE,-8916140.602006119,3078749.1460045855
BOCA RATON FIRE RESCUE,2333 W GLADES RD,BOCA RATON,33431,PALM BEACH,"-80.12634877,26.36877372",17R NK 87160 16819,MUNICIPAL,06424714120010000,EMERGENCY MEDICAL SERVICE,-8919624.343955217,3044827.3049470736
PALM BEACH FIRE RESCUE/AMB STATION 2,300 N COUNTY RD,PALM BEACH,33480,PALM BEACH,"-80.03824417,26.72533229",17R NK 95654 56374,MUNICIPAL,50434314070000290,EMERGENCY MEDICAL SERVICE,-8909816.58448943,3089197.3589789486
BOYNTON BEACH FIRE/RESC,100 E BOYNTON BEACH BLVD,BOYNTON BEACH,33435,PALM BEACH,"-80.06237506,26.52867742",17R NK 93413 34575,MUNICIPAL,08434528060000020,EMERGENCY MEDICAL SERVICE,-8912502.82342287,3064708.6235815273
LAKE WORTH FIRE RESCUE,1020 LUCERNE AVE,LAKE WORTH,33460,PALM BEACH,"-80.05861696,26.61696369",17R NK 93716 44356,MUNICIPAL,38434421150140010,EMERGENCY MEDICAL SERVICE,-8912084.473244172,3075697.3895939426
DELRAY BEACH FIRE RESCUE,501 W ATLANTIC AVE,DELRAY BEACH,33444,PALM BEACH,"-80.07865788,26.46222807",17R NK 91844 27203,MUNICIPAL,12434616010200010,EMERGENCY MEDICAL SERVICE,-8914315.418162525,3056443.419394257
LAKE WORTH FIRE RESCUE STATION 2,1229 DETROIT ST,LAKE WORTH,33461,PALM BEACH,"-80.07207262,26.62895726",17R NK 92367 45675,MUNICIPAL,38434421020050010,EMERGENCY MEDICAL SERVICE,-8913582.350997297,3077190.851642406
MEDIC AMBULANCE SERVICES INCORPORATED,2620 FOREST HILL BOULEVARD,WEST PALM BEACH,33406,PALM BEACH,"-80.08211445,26.65009796",17R NK 91350 48009,PRIVATE,70434408230080010,EMERGENCY MEDICAL SERVICE,-8914700.202226002,3079823.715040171
WACKENHUT CORPORATION,6413 S CONGRESS AVE,BOCA RATON,33487,PALM BEACH,"-80.10281406,26.40334236",17R NK 89481 20664,PRIVATE,06434706190050000,EMERGENCY MEDICAL SERVICE,-8917004.471879365,3049122.993509734
AMERICAN MEDICAL RESPONSE,1105 BARNETT DR STE D,LAKE WORTH,33461,PALM BEACH,"-80.07078433,26.62933005",17R NK 92495 45717,PRIVATE,38434421020050020,EMERGENCY MEDICAL SERVICE,-8913438.938576719,3077237.275071815
PALM BEACH FIRE RESCUE/AMB STATION 3,2185 S OCEAN BLVD,PALM BEACH,33480,PALM BEACH,"-80.03868666,26.63954102",17R NK 95681 46872,MUNICIPAL,50434411030001201,EMERGENCY MEDICAL SERVICE,-8909865.842784526,3078508.892580785
RIVIERA BEACH FIRE RESCUE STATION 3,5010 N OCEAN DR,WEST PALM BEACH,33404,PALM BEACH,"-80.03387997,26.79881618",17R NK 96026 64517,MUNICIPAL,56434222010000011,EMERGENCY MEDICAL SERVICE,-8909330.764018372,3098358.896428369
HEALTH CARE DISTRICT OF PALM BEACH COUNTY - TRAUMA HAWK,4255 SOUTHERN BOULEVARD,WEST PALM BEACH,33406,PALM BEACH,"-80.10817087,26.67873819",17R NK 88735 51163,COUNTY,00424336000005040,EMERGENCY MEDICAL SERVICE,-8917600.78966853,3083391.3483635234
GREENACRES DEPT PUB SAF,2995 JOG RD,LAKE WORTH,33467,PALM BEACH,"-80.14645992,26.63101158",17R NK 84960 45851,COUNTY,18424327050220012,EMERGENCY MEDICAL SERVICE,-8921863.106929025,3077446.675815013
PALM BEACH MEDICAL TRANSPORT,3301 ELECTRONICS WAY,WEST PALM BEACH,33407,PALM BEACH,"-80.06698432,26.74112645",17R NK 92782 58103,COUNTY,74434309130000070,EMERGENCY MEDICAL SERVICE,-8913015.92407417,3091165.9815841103
PASCO COUNTY EMS ST 24,14317 4TH ST,DADE CITY,33523,PASCO,"-82.18715213,28.36643800",17R LM 83668 38368,COUNTY,2124260000019000000,EMERGENCY MEDICAL SERVICE,-9149031.924318854,3295252.284622202
PASCO COUNTY EMS ST 28,21709 HALE RD,LAND O LAKES,34639,PASCO,"-82.45679032,28.22676883",17R LM 57057 23182,COUNTY,1826130020000000153,EMERGENCY MEDICAL SERVICE,-9179047.911413258,3277594.3509831238
PASCO COUNTY EMS ST 36,34516 BLANTON RD,DADE CITY,33523,PASCO,"-82.24459648,28.41424912",17R LM 78094 43722,COUNTY,2124070000008000010,EMERGENCY MEDICAL SERVICE,-9155426.600693112,3301302.2295581773
PASCO COUNTY EMS ST 25,34335 CHANCEY RD,WESLEY CHAPEL,33543,PASCO,"-82.24835472,28.20826267",17R LM 77490 20903,COUNTY,2126190010059000040,EMERGENCY MEDICAL SERVICE,-9155844.965570763,3275256.411858987
PASCO COUNTY EMS ST 15,11538 TRINITY BLVD ,ODESSA,33556,PASCO,"-82.62399458,28.18689483",17R LM 40589 18973,COUNTY,1726320000001000230,EMERGENCY MEDICAL SERVICE,-9197661.003434101,3272557.4512458844
PASCO COUNTY EMS ST 27,12221 CURLEY ST,SAN ANTONIO,33576,PASCO,"-82.27470904,28.33555441",17R LM 75052 35034,COUNTY,2025020010008000010,EMERGENCY MEDICAL SERVICE,-9158778.715668814,3291345.77315472
PASCO COUNTY EMS ST 13,27329 DAYFLOWER BLVD,WESLEY CHAPEL,33544,PASCO,"-82.36379878,28.24330968",17R LM 66203 24909,COUNTY,19261200200000000B1,EMERGENCY MEDICAL SERVICE,-9168696.139868153,3279684.350669938
PASCO COUNTY EMS ST 11,6700 RIELLY CT,PORT RICHEY,34668,PASCO,"-82.70387233,28.29262990",17R LM 32912 30796,COUNTY,1625210010037000080,EMERGENCY MEDICAL SERVICE,-9206552.954101996,3285918.0715837735
PASCO COUNTY EMS ST 16,35801 STATE ROAD 54,ZEPHYRHILLS,33541,PASCO,"-82.22489709,28.23028652",17R LM 79816 23320,COUNTY,2126080000002000011,EMERGENCY MEDICAL SERVICE,-9153233.674793735,3278038.79734889
PASCO COUNTY EMS ST 22,9930 LAND O LAKES BLVD,LAND O LAKES,34637,PASCO,"-82.49617766,28.30246149",17R LM 53295 31616,COUNTY,1825220000003000010,EMERGENCY MEDICAL SERVICE,-9183432.489866469,3287161.0593867963
PASCO COUNTY EMS ST 20,15900 LITTLE RANCH RD,SPRING HILL,34610,PASCO,"-82.55308831,28.39875714",17R LM 47851 42356,COUNTY,1724130040000002540,EMERGENCY MEDICAL SERVICE,-9189767.753837137,3299341.5999473925
PASCO COUNTY EMS ST 33,29129 JOHNSTON RD,DADE CITY,33523,PASCO,"-82.33298679,28.40974490",17R LM 69429 43315,COUNTY,2024080000010000010,EMERGENCY MEDICAL SERVICE,-9165266.164410768,3300732.155936647
PASCO COUNTY EMS ST 26,28229 ARONWOOD BLVD,WESLEY CHAPEL,33543,PASCO,"-82.34982547,28.17672891",17R LM 67492 17516,COUNTY,2026310000911000000,EMERGENCY MEDICAL SERVICE,-9167140.638167487,3271273.588365666
PASCO COUNTY EMS ST 39,11630 COUNTY LINE RD,HUDSON,34667,PASCO,"-82.62340569,28.43316896",17R LM 41013 46260,COUNTY,1724050000499000030,EMERGENCY MEDICAL SERVICE,-9197595.44923625,3303697.069676007
PASCO COUNTY EMS ST 19,5025 CROSS BAYOU BLVD,NEW PORT RICHEY,34652,PASCO,"-82.73123336,28.24202271",17R LM 30148 25227,COUNTY,1626080010029000010,EMERGENCY MEDICAL SERVICE,-9209598.770711094,3279521.725641637
PASCO COUNTY EMS ST 30,7951 MASSACHUSETTS AVE,NEW PORT RICHEY,34653,PASCO,"-82.68475503,28.25946987",17R LM 34735 27096,COUNTY,1625340010042000020,EMERGENCY MEDICAL SERVICE,-9204424.825849183,3281726.5649212864
PASCO COUNTY EMS ST 23,21300 STATE ROAD 54,LUTZ,33549,PASCO,"-82.46401867,28.19069764",17R LM 56299 19194,COUNTY,1826250000061000000,EMERGENCY MEDICAL SERVICE,-9179852.567531746,3273037.7422999707
PASCO COUNTY EMS ST 17,2951 SEVEN SPRINGS BLVD,NEW PORT RICHEY,34655,PASCO,"-82.69511548,28.20246701",17R LM 33630 20794,COUNTY,1626220060000000010,EMERGENCY MEDICAL SERVICE,-9205578.146726437,3274524.311377222
PASCO COUNTY EMERGENCY SERVICES DEPT. EMS,4111 LAND O LAKES BLVD,LAND O LAKES,34638,PASCO,"-82.45961111,28.21788840",17R LM 56768 22202,COUNTY,1826130000047000010,EMERGENCY MEDICAL SERVICE,-9179361.920126744,3276472.4092365955
PASCO COUNTY EMS ST 21,10417 FRIERSON LAKE DR,HUDSON,34669,PASCO,"-82.64267769,28.33306276",17R LM 38974 35194,COUNTY,1725060770000005580,EMERGENCY MEDICAL SERVICE,-9199740.79830102,3291030.65006046
PASCO COUNTY EMS ST 18,39731 BAY AVE,ZEPHYRHILLS,33540,PASCO,"-82.15927314,28.18193665",17R LM 86205 17900,COUNTY,2126360020000004170,EMERGENCY MEDICAL SERVICE,-9145928.449816443,3271931.26374943
PASCO COUNTY EMS ST 32,38223 CENTENNIAL RD,DADE CITY,33525,PASCO,"-82.18265847,28.30325852",17R LM 84040 31364,COUNTY,2125140000009000030,EMERGENCY MEDICAL SERVICE,-9148531.69256983,3287261.830684671
PASCO COUNTY FIRE RESCUE SUPPLY (STORAGE),2036 CHESAPEAKE DR,ODESSA,33556,PASCO,"-82.57733206,28.18889337",17R LM 45173 19134,COUNTY,1726260020003000100,EMERGENCY MEDICAL SERVICE,-9192466.555919018,3272809.8624796006
PASCO COUNTY EMS ST 35,9506 CRABTREE DR ,PORT RICHEY,34668,PASCO,"-82.70242731,28.29516698",17R LM 33057 31076,COUNTY,1625210040000000020,EMERGENCY MEDICAL SERVICE,-9206392.095707323,3286238.818849004
PASCO COUNTY EMS ST 31,11245 OLD TAMPA BAY RD,SAN ANTONIO,33523,PASCO,"-82.32924135,28.32102062",17R LM 69688 33481,,,EMERGENCY MEDICAL SERVICE,-9164849.224522794,3289507.7642936856
PASCO COUNTY EMS ST 34,38316 COUNTY ROAD 575,DADE CITY,33523,PASCO,"-82.18179287,28.46361666",17R LM 84299 49130,COUNTY,212326003000B000040,EMERGENCY MEDICAL SERVICE,-9148435.334512558,3307551.9879474887
NEW PORT RICHEY EMS ST 2,6121 HIGH ST,NEW PORT RICHEY,34653,PASCO,"-82.71316329,28.23643060",17R LM 31912 24582,MUNICIPAL,162609015000D000010,EMERGENCY MEDICAL SERVICE,-9207587.218957985,3278815.1129733087
NEW PORT RICHEY EMS ST 1,6333 MADISON ST,NEW PORT RICHEY,34652,PASCO,"-82.71579258,28.25074293",17R LM 31677 26172,MUNICIPAL,1626050030080000000,EMERGENCY MEDICAL SERVICE,-9207879.91073775,3280623.6746563106
PASCO COUNTY EMS ST 37,18015 STATE ROAD 54 ,LAND O LAKES,34638,PASCO,"-82.51797084,28.19549739",17R LM 51009 19791,COUNTY,18262800009110000F0,EMERGENCY MEDICAL SERVICE,-9185858.495307771,3273643.9712862773
PASCO COUNTY EMS ST 10,7912 RHODES RD,HUDSON,34667,PASCO,"-82.68321760,28.37083902",17R LM 35058 39434,COUNTY,1624270170001000012,EMERGENCY MEDICAL SERVICE,-9204253.680426419,3295809.0696568643
EAST LAKE TARPON EMS,3375 TARPON LAKE BLVD,PALM HARBOR,34685,PINELLAS,"-82.70154009,28.10034251",17R LM 32841 09487,,16 27 33 00000 110 0200,EMERGENCY MEDICAL SERVICE,-9206293.330926951,3261630.5843291148
