,CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude,TTL_BEDS,hf_Longitude,hf_Latitude
9056,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-82.47978200,28.03862300
9057,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.57035100,28.03532000
9058,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,190.0,-82.41558200,28.06921800
9059,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.59608600,28.01129500
9060,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,120.0,-82.51696800,28.07020400
9061,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.58762000,28.03440800
9062,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.49105100,28.02384000
9063,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,33.0,-82.43815612,28.06595380
9064,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,135.0,-82.43211100,28.00331300
9065,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.50965100,28.01627300
9066,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,12.0,-82.50808100,27.94210800
9067,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.47821200,27.98978200
9068,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.48895200,28.08405800
9069,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.55845100,28.00974000
9070,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.40741500,28.02609500
9071,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.49609000,27.98730900
9072,TAMPA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.56836000,28.02912000
9073,LUTZ,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,104.0,-82.45493700,28.10579700
9074,LUTZ,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,53.0,-82.54271500,28.12630600
9075,LUTZ,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,7.0,-82.43032200,28.16383200
9076,LUTZ,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,8.0,-82.47916900,28.17205400
9077,LUTZ,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.46208300,28.10007000
9078,LUTZ,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,12.0,-82.48238200,28.12780800
9079,VALRICO,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.24103200,27.91269800
9080,VALRICO,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,10.0,-82.25441300,27.93185000
9081,VALRICO,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.24415100,27.89919000
9082,VALRICO,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.25148300,27.92505100
9083,VALRICO,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.23716300,27.93012400
9084,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,16.0,-82.15333200,28.04727800
9085,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,16.0,-82.11318100,28.01780000
9086,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,8.0,-82.13810200,28.05463800
9087,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.13954200,27.93754300
9088,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,20.0,-82.16709100,27.90470300
9089,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,42.0,-82.11247200,28.01824300
9090,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,25.0,-82.18183100,28.10902800
9091,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.12419200,28.00374900
9092,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,15.0,-82.09676000,28.02687200
9093,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,16.0,-82.18703800,28.02510400
9094,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.12690200,27.88662600
9095,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,12.0,-82.08829600,27.93908200
9096,PLANT CITY,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.08850300,27.94397000
9097,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,65.0,-82.31896100,27.90766400
9098,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.29602200,27.94013400
9099,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.26923000,27.90020000
9100,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,86.0,-82.31053300,27.93218100
9101,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,10.0,-82.29366200,27.90131300
9102,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,7.0,-82.27705200,27.94680800
9103,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-82.30878000,27.92022100
9104,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.29147900,27.91426400
9105,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,120.0,-82.29404300,27.92805000
9106,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.26812100,27.90824300
9107,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.28992100,27.95354000
9108,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,79.0,-82.29402600,27.88477000
9109,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.29548200,27.92915800
9110,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,64.0,-82.29961200,27.92318300
9111,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.28196400,27.91529700
9112,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,46.0,-82.28595300,27.95185100
9113,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.28566100,27.90894000
9114,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-82.28470200,27.96181400
9115,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.27935200,27.90935000
9116,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-82.29610100,27.91634800
9117,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,22.0,-82.26875000,27.93678000
9118,BRANDON,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,14.0,-82.28416200,27.94506300
9119,SUN CITY CENTER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,40.0,-82.36651200,27.72079400
9120,SUN CITY CENTER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,49.0,-82.37219200,27.71559000
9121,SUN CITY CENTER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,286.0,-82.35517000,27.71037900
9122,SUN CITY CENTER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,88.0,-82.36757100,27.71418800
9123,SUN CITY CENTER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,105.0,-82.35282000,27.71571300
9124,RUSKIN,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.43928800,27.69023500
9125,RUSKIN,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,110.0,-82.43400000,27.71814100
9126,RUSKIN,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,145.0,-82.43400000,27.71814100
9127,TEMPLE TERRACE,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.39562900,28.06566400
9128,TEMPLE TERRACE,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.39457200,28.03061000
9129,TEMPLE TERRACE,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.38062400,28.01959400
9130,SEFFNER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-82.26889100,27.96694400
9131,THONOTOSASSA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,20.0,-82.28972200,28.06025200
9132,THONOTOSASSA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,52.0,-82.24920200,28.06223000
9133,DOVER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.21598000,28.03891100
9134,DOVER,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.18374100,27.97766000
9135,LITHIA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-82.07666300,27.85788300
9136,LITHIA,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,16.0,-82.09223100,27.85063800
9137, ,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,,-82.29149000,27.92905000
9138, ,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,,-82.29670000,27.92209000
9139,PLANT CITY,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.13464200,28.01524300
9140,TAMPA,HILLSBOROUGH,,,,CRISIS STABILIZATION UNIT,,,,,,,,,,,,,,,,,,20.0,-82.42617300,28.06152100
9141,LUTZ,HILLSBOROUGH,,,,BIRTH CENTER,,,,,,,,,,,,,,,,,,0.0,-82.46164200,28.12310800
9142,TEMPLE TERRACE,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.39555300,28.05153000
9143,RUSKIN,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.43400000,27.71814100
9144,RUSKIN,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.43400000,27.71814100
9145,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.49307200,27.97769100
9146,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.41150500,28.06923700
9147,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.48454000,27.98824000
9148,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.45841812,27.93812126
9149,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.49307200,27.97769100
9150,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.43170100,27.99606300
9151,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.50248100,27.94471300
9152,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.40993300,28.04621100
9153,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.49737900,27.94240200
9154,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.55047000,27.98492100
9155,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.50700400,28.07740700
9156,TAMPA,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.51832400,28.04825800
9157,BRANDON,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.29089200,27.92997600
9158,BRANDON,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.28647000,27.93780800
9159,BRANDON,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.27354200,27.92310400
9160,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.56790700,27.96831400
9161,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.50159900,27.94469800
9162,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.48451700,27.98761000
9163,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.41098100,28.06923700
9164,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.49104200,27.98014300
9165,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.39661700,28.06911000
9166,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.48448700,27.98961700
9167,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.37927900,28.12691800
9168,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.55438600,28.06490700
9169,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.41800200,28.08048300
9170,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.50372200,28.05617100
9171,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.37927900,28.13138900
9172,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.34003300,27.93925900
9173,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.48731600,27.98136900
9174,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.48891400,27.97900700
9175,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.50693400,28.07252800
9176,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.41940000,29.06693000
9177,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.48964500,27.98127200
9178,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.48443400,27.99163300
9179,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.58260100,28.04853600
9180,TAMPA,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.42598000,28.07369400
9181,BRANDON,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.29189300,27.93262800
9182,BRANDON,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.28567700,27.92894300
9183,BRANDON,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.28977500,27.93578600
9184,TEMPLE TERRACE,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.37144900,28.06664400
9185,WIMAUMA,HILLSBOROUGH,,,,RURAL HEALTH CLINIC,,,,,,,,,,,,,,,,,,0.0,-82.32277200,27.71246300
9186,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,20.0,-82.40156000,27.97134200
9187,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,40.0,-82.43452100,28.07456100
9188,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,15.0,-82.43323700,28.07293400
9189,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,14.0,-82.44282000,28.06253100
9190,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,30.0,-82.43182000,27.99956800
9191,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,16.0,-82.44063200,28.06192800
9192,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,22.0,-82.45118200,27.99320100
9193,TAMPA,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,6.0,-82.40889200,27.96679800
9194,LUTZ,HILLSBOROUGH,,,,RESIDENTIAL TREATMENT FACILITY,,,,,,,,,,,,,,,,,,12.0,-82.43167100,28.08361800
9195,YBOR CITY,HILLSBOROUGH,,,,END-STAGE RENAL DISEASE,,,,,,,,,,,,,,,,,,0.0,-82.43532000,27.96454200
9196,TEMPLE TERRACE,HILLSBOROUGH,,,,HOSPICE,,,,,,,,,,,,,,,,,,24.0,-82.39632965,28.04885254
9197,RUSKIN,HILLSBOROUGH,,,,HOSPICE,,,,,,,,,,,,,,,,,,24.0,-82.37513113,27.71736945
9198,RIVERVIEW,HILLSBOROUGH,,,,AMBULATORY SURGICAL CENTER,,,,,,,,,,,,,,,,,,0.0,-82.31529400,27.89314500
9199,TAMPA,HILLSBOROUGH,,,,BLOOD BANK,,,,,,,,,,,,,,,,,,0.0,-82.45841812,27.93812126
9200,TAMPA,HILLSBOROUGH,,,,BLOOD BANK,,,,,,,,,,,,,,,,,,0.0,-82.49091335,27.98233668
9201,TAMPA,HILLSBOROUGH,,,,BLOOD BANK,,,,,,,,,,,,,,,,,,0.0,-82.42805717,28.06444372
9202,TAMPA,HILLSBOROUGH,,,,BLOOD BANK,,,,,,,,,,,,,,,,,,0.0,-82.42331939,28.07061780
9203,CARROLLWOOD,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,133.0,-82.49323000,28.05033100
9204,RIVERVIEW,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,101.0,-82.31375900,27.89392300
9205,RIVERVIEW,HILLSBOROUGH,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,4.0,-82.31527000,27.83723100
9206,BONIFAY,HOLMES,,,,RURAL HEALTH CLINIC,,,,,,,,,,,,,,,,,,0.0,-85.67491700,30.78800300
9207,BONIFAY,HOLMES,,,,RURAL HEALTH CLINIC,,,,,,,,,,,,,,,,,,0.0,-85.67790900,30.78445300
9208,BONIFAY,HOLMES,,,,RURAL HEALTH CLINIC,,,,,,,,,,,,,,,,,,0.0,-85.67708700,30.78444000
9209,BONIFAY,HOLMES,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,30.0,-85.68173600,30.78107300
9210,BONIFAY,HOLMES,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,56.0,-85.68922000,30.79379800
9211,GRACEVILLE,HOLMES,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,12.0,-85.55681200,30.96296300
9212,BONIFAY,HOLMES,,,,ADULT FAMILY CARE HOME,,,,,,,,,,,,,,,,,,4.0,-85.61983900,30.95893900
9213,BONIFAY,HOLMES,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,180.0,-85.68295500,30.78092900
9214,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,159.0,-80.39869972,27.66103528
9215,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,180.0,-80.40218998,27.65968062
9216,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,24.0,-80.39249168,27.65364264
9217,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,120.0,-80.39427986,27.63912342
9218,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,72.0,-80.39254064,27.64079136
9219,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,0.0,-80.48309248,27.64202760
9220,VERO BEACH,INDIAN RIVER,,,,SKILLED NURSING FACILITY,,,,,,,,,,,,,,,,,,110.0,-80.40067934,27.65969798
9221,SEBASTIAN,INDIAN RIVER,,,,ADULT FAMILY CARE HOME,,,,,,,,,,,,,,,,,,5.0,-80.50686900,27.76484800
9222,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,12.0,-80.38556841,27.61905703
9223,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,50.0,-80.38087764,27.60907735
9224,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,10.0,-80.38722100,27.62212000
9225,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,113.0,-80.49046200,27.63419600
9226,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,100.0,-80.39485800,27.66867100
9227,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,29.0,-80.41948442,27.71005248
9228,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,40.0,-80.38031131,27.60901100
9229,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,50.0,-80.42446494,27.62822628
9230,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,71.0,-80.48127734,27.64026968
9231,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,8.0,-80.42072941,27.68094453
9232,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,26.0,-80.40765595,27.63715578
9233,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,17.0,-80.39183067,27.65450468
9234,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,120.0,-80.41021958,27.63771787
9235,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,24.0,-80.40053477,27.67800084
9236,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,135.0,-80.39045011,27.66306386
9237,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,50.0,-80.47198885,27.63372142
9238,VERO BEACH,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,24.0,-80.40512959,27.64012130
9239,SEBASTIAN,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,50.0,-80.46703575,27.77219286
9240,SEBASTIAN,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-80.48221800,27.77723800
9241,SEBASTIAN,INDIAN RIVER,,,,ASSISTED LIVING FACILITY,,,,,,,,,,,,,,,,,,5.0,-80.51589100,27.76912400
9242,VERO BEACH,INDIAN RIVER,,,,HOSPICE,,,,,,,,,,,,,,,,,,12.0,-80.39255879,27.66066717
