,CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
4965,DUNEDIN,PINELLAS,SKILLED NURSING FACILITY,93.0,,,-82.77031200,28.01200300
4966,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,52.0,,,-82.69590000,27.71860000
4967,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,85.0,,,-82.63441000,27.80170100
4968,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,57.0,,,-82.68095100,27.74953300
4969,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,299.0,,,-82.72871300,27.81077100
4970,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.77268200,27.97754300
4971,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.79099200,27.97853900
4972,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.73417200,27.91314900
4973,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.64279100,27.85497000
4974,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.67324200,27.80652800
4975,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.64566800,27.74264600
4976,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.66549200,27.77470800
4977,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.64721700,27.71057700
4978,SAFETY HARBOR,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.70218300,27.99648100
4979,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,4.0,,,-82.77994200,27.98029300
4980,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,4.0,,,-82.77404100,27.97755300
4981,TARPON SPRINGS,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.72619900,28.15069300
4982,DUNEDIN,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.77040200,28.03914300
4983,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.78957300,27.98298100
4984,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.78320100,27.98111300
4985,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.65913100,27.74605000
4986,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.66117300,27.81064100
4987,CLEARWATER,PINELLAS,ADULT FAMILY CARE HOME,40.0,,,-82.74458908,28.02000298
4988,SAINT PETERSBURG,PINELLAS,ADULT FAMILY CARE HOME,4.0,,,-82.63719300,27.74287200
4989,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,39.0,,,-82.63800732,27.78512869
4990,PALM HARBOR,PINELLAS,SKILLED NURSING FACILITY,80.0,,,-82.73566900,28.07884600
4991,LARGO,PINELLAS,SKILLED NURSING FACILITY,158.0,,,-82.77085800,27.86527400
4992,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,56.0,,,-82.68303900,27.78183400
4993,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,152.0,,,-82.64687000,27.83645100
4994,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,96.0,,,-82.74926900,27.73822700
4995,SAINT PETERSBURG,PINELLAS,SKILLED NURSING FACILITY,109.0,,,-82.60305800,27.81322900
4996,DUNEDIN,PINELLAS,ADULT FAMILY CARE HOME,3.0,,,-82.77886100,28.01050300
4997,PINELLAS PARK,PINELLAS,ADULT FAMILY CARE HOME,5.0,,,-82.70402100,27.85332300
4998,GULFPORT,PINELLAS,ADULT FAMILY CARE HOME,2.0,,,-82.69399000,27.74209000
4999,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.79807000,27.94650600
5000,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.79844900,27.93520600
5001,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.80234700,27.95371000
5002,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.80130800,27.94985600
5003,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.74499200,27.96801100
5004,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.70895000,28.04167700
5005,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,12.0,,,-82.69979500,27.82396600
5006,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.65478600,27.77936500
5007,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.66800200,27.89224100
5008,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.72310600,27.82106800
5009,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.63874900,27.81442100
5010,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.65532600,27.80664800
5011,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.64324100,27.76418600
5012,CLEARWATER,PINELLAS,BIRTH CENTER,0.0,,,-82.70953500,28.00109400
5013,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,8.0,,,-82.73449800,27.77000000
5014,DUNEDIN,PINELLAS,AMBULATORY SURGICAL CENTER,25.0,,,-82.74191900,28.04869300
5015,LARGO,PINELLAS,AMBULATORY SURGICAL CENTER,10.0,,,-82.74000300,27.87206300
5016,SAINT PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,15.0,,,-82.64877100,27.77811800
5017,ST PETERSBURG,PINELLAS,AMBULATORY SURGICAL CENTER,10.0,,,-82.64705478,27.79448217
5018,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.64668000,27.78303100
5019,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.64529100,27.76425800
5020,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.72850100,27.80400100
5021,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.72266900,27.68050400
5022,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.67915400,27.74236800
5023,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.65882900,27.76355800
5024,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.65066840,27.77283462
5025,TARPON SPRINGS,PINELLAS,END-STAGE RENAL DISEASE,,,,,
5026,SAINT PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,,,,,
5027,PINELLAS PARK,PINELLAS,CRISIS STABILIZATION UNIT,15.0,,,-82.71253300,27.87373000
5028,LARGO,PINELLAS,BIRTH CENTER,0.0,,,-82.76795400,27.91674800
5029,DUNEDIN,PINELLAS,BIRTH CENTER,0.0,,,-82.78985300,28.01556000
5030,PINELLAS PARK,PINELLAS,CRISIS STABILIZATION UNIT,14.0,,,-82.71253300,27.87373000
5031,PINELLAS PARK,PINELLAS,CRISIS STABILIZATION UNIT,6.0,,,-82.71253300,27.87373000
5032,SAINT PETERSBURG,PINELLAS,CRISIS STABILIZATION UNIT,40.0,,,-82.65482100,27.77671200
5033,CLEARWATER,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.79763200,27.94813300
5034,CLEARWATER,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.79054200,27.94988800
5035,CLEARWATER,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.73555300,28.01298100
5036,CLEARWATER,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.73837300,28.03861100
5037,CLEARWATER,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.79763200,27.94813300
5038,ST PETERSBURG,PINELLAS,END-STAGE RENAL DISEASE,,,,-82.64528088,27.76785010
5039,DUNEDIN,PINELLAS,END-STAGE RENAL DISEASE,,,,-82.76207615,28.01893367
5040,CLEARWATER,PINELLAS,END-STAGE RENAL DISEASE,,,,,
5041,CLEARWATER,PINELLAS,INTERMEDIATE CARE FACILITY,14.0,,,-82.75522132,27.96136289
5042,ST PETERSBURG,PINELLAS,INTERMEDIATE CARE FACILITY,74.0,,,-82.64300224,27.74826544
5043,LARGO,PINELLAS,INTERMEDIATE CARE FACILITY,,,,-82.76132132,27.88611285
5044,PINELLAS PARK,PINELLAS,RESIDENTIAL TREATMENT FACILITY,12.0,,,-82.71253300,27.87373000
5045,PINELLAS PARK,PINELLAS,RESIDENTIAL TREATMENT FACILITY,12.0,,,-82.72388200,27.83852100
5046,ST PETERSBURG,PINELLAS,INTERMEDIATE CARE FACILITY,,,,-82.67901212,27.76377756
5047,ST PETERSBURG,PINELLAS,INTERMEDIATE CARE FACILITY,,,,-82.67504064,27.77600973
5048,PALM HARBOR,PINELLAS,HOSPICE,30.0,,,-82.73515295,28.06779022
5049,PINELLAS PARK,PINELLAS,HOSPICE,50.0,,,-82.73174876,27.86423784
5050,SEMINOLE,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.78816100,27.83974100
5051,PINELLAS PARK,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.68726500,27.84392500
5052,LARGO,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.79999200,27.89456400
5053,LARGO,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.76228000,27.88521100
5054,DUNEDIN,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.75608000,28.02068200
5055,DUNEDIN,PINELLAS,END-STAGE RENAL DISEASE,0.0,,,-82.76967000,28.02544100
5056,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,25.0,,,-82.67536300,27.76545100
5057,CLEARWATER,PINELLAS,RESIDENTIAL TREATMENT FACILITY,8.0,,,-82.79900700,27.94081800
5058,CLEARWATER,PINELLAS,RESIDENTIAL TREATMENT FACILITY,29.0,,,-82.74929200,27.97895800
5059,CLEARWATER,PINELLAS,RESIDENTIAL TREATMENT FACILITY,50.0,,,-82.78845674,27.93302582
5060,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,15.0,,,-82.68361100,27.80949000
5061,SEMINOLE,PINELLAS,RESIDENTIAL TREATMENT FACILITY,20.0,,,-82.76698300,27.86517300
5062,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,16.0,,,-82.64539600,27.76315800
5063,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,16.0,,,-82.72872400,27.80089300
5064,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,8.0,,,-82.63699100,27.83754300
5065,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,0.0,,,-82.64170100,27.73978300
5066,SAINT PETERSBURG,PINELLAS,RESIDENTIAL TREATMENT FACILITY,12.0,,,-82.74718300,27.81287100
5067,PINELLAS PARK,PINELLAS,ASSISTED LIVING FACILITY,42.0,,,-82.74384200,27.84274300
5068,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,45.0,,,-82.75621200,28.04877800
5069,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.73684000,27.95711000
5070,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.72469200,28.04636000
5071,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.78022900,27.94308700
5072,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.71759100,27.98506300
5073,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.73260300,28.02465800
5074,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.77798100,27.97543800
5075,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.77082100,27.98550100
5076,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.76723200,27.94821300
5077,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.75769300,27.99101100
5078,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.72269200,27.92364300
5079,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.74290300,28.00570900
5080,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.79974700,27.96558200
5081,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.75274000,27.95850100
5082,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.79222200,27.98092800
5083,SAINT PETERSBURG,PINELLAS,BLOOD BANK,0.0,,,-82.64846476,27.86369766
5084,SAINT PETERSBURG,PINELLAS,BLOOD BANK,0.0,,,-82.64846476,27.86369766
5085,CLEARWATER,PINELLAS,BLOOD BANK,0.0,,,-82.80325149,27.95322893
5086,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.77184200,28.14500800
5087,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.78350100,28.14490300
5088,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.73499100,28.14200300
5089,LARGO,PINELLAS,AMBULATORY SURGICAL CENTER,6.0,,,-82.72928600,27.88475200
5090,LARGO,PINELLAS,AMBULATORY SURGICAL CENTER,16.0,,,-82.80157700,27.91585500
5091,LARGO,PINELLAS,AMBULATORY SURGICAL CENTER,4.0,,,-82.80267300,27.91668800
5092,PINELLAS PARK,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.72861300,27.83097100
5093,PINELLAS PARK,PINELLAS,AMBULATORY SURGICAL CENTER,2.0,,,-82.72990900,27.84273900
5094,TARPON SPRINGS,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.74029000,28.16519200
5095,CLEARWATER,PINELLAS,AMBULATORY SURGICAL CENTER,35.0,,,-82.70924700,28.04108000
5096,LARGO,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.79878600,27.91681600
5097,LARGO,PINELLAS,AMBULATORY SURGICAL CENTER,0.0,,,-82.76021500,27.87244100
5098,ST PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,16.0,,,-82.74358752,27.80004947
5099,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.75276100,28.07910400
5100,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.75564164,28.06841314
5101,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,62.0,,,-82.73795900,27.80822900
5102,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.72766300,28.06394200
5103,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.75929200,28.05647300
5104,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.69651200,28.10585800
5105,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.72238100,28.05296200
5106,SEMINOLE,PINELLAS,ASSISTED LIVING FACILITY,158.0,,,-82.76467459,27.87345017
5107,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,20.0,,,-82.74251100,27.93851800
5108,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,20.0,,,-82.70868400,27.99880700
5109,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,90.0,,,-82.75481200,28.00593600
5110,LARGO,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.82044300,27.90674000
5111,LARGO,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.77694300,27.92692300
5112,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,175.0,,,-82.80254000,27.96101000
5113,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,200.0,,,-82.72421200,27.96800800
5114,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.72533300,27.81756100
5115,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.69103200,27.82016800
5116,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.72475200,27.80820800
5117,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.64032100,27.78033700
5118,LARGO,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.79854100,27.90052300
5119,LARGO,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.76447218,27.87107211
5120,LARGO,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.76336100,27.87588800
5121,LARGO,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.82227100,27.86933700
5122,LARGO,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.73489100,27.88324200
5123,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,5.0,,,-82.63975900,27.77968800
5124,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,5.0,,,-82.71704100,27.78815800
5125,LARGO,PINELLAS,ASSISTED LIVING FACILITY,110.0,,,-82.78386100,27.90198300
5126,LARGO,PINELLAS,ASSISTED LIVING FACILITY,110.0,,,-82.82530100,27.89537100
5127,SAFETY HARBOR,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.69224300,27.99612000
5128,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,25.0,,,-82.80057100,27.95797400
5129,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,16.0,,,-82.72349100,27.92363300
5130,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,16.0,,,-82.69811100,27.76161300
5131,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,16.0,,,-82.72544200,27.76999800
5132,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,16.0,,,-82.63701200,27.78395700
5133,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,40.0,,,-82.71232100,28.06448100
5134,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.73292000,27.76433500
5135,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.66113900,27.74639600
5136,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.78530700,27.81531500
5137,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.72398000,27.80384100
5138,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.75147200,27.79457800
5139,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.74070300,27.79158100
5140,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.71672200,27.77180900
5141,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.74727800,27.82752600
5142,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.70483200,27.79257300
5143,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.65598200,27.81949800
5144,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.65219200,27.84800200
5145,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,122.0,,,-82.78115400,28.01591300
5146,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,100.0,,,-82.68074200,27.82112800
5147,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,100.0,,,-82.73373000,27.78827000
5148,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,100.0,,,-82.77480100,27.81401800
5149,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,50.0,,,-82.78423100,28.01879800
5150,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,50.0,,,-82.76701800,28.04944400
5151,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.77175300,28.03459000
5152,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.72349100,27.92363300
5153,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.75081200,27.96273300
5154,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.76492300,27.95328400
5155,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.76747000,27.97244100
5156,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.74612200,27.95634000
5157,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.74149200,27.99320800
5158,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,8.0,,,-82.76483200,27.94234300
5159,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,105.0,,,-82.64178700,27.86623200
5160,SAFETY HARBOR,PINELLAS,ASSISTED LIVING FACILITY,50.0,,,-82.68818700,27.99086700
5161,ST PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,192.0,,,-82.67792451,27.73468404
5162,SEMINOLE,PINELLAS,ASSISTED LIVING FACILITY,39.0,,,-82.81584300,27.84321100
5163,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,6.0,,,-82.78274323,28.00384463
5164,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,24.0,,,-82.74597200,27.93082200
5165,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,11.0,,,-82.76295100,27.98793100
5166,LARGO,PINELLAS,ASSISTED LIVING FACILITY,36.0,,,-82.78702100,27.89950100
5167,SEMINOLE,PINELLAS,ASSISTED LIVING FACILITY,20.0,,,-82.76343100,27.85032300
5168,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,13.0,,,-82.64597200,27.75342300
5169,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,101.0,,,-82.70636100,28.06277200
5170,LARGO,PINELLAS,ASSISTED LIVING FACILITY,128.0,,,-82.76629100,27.91670800
5171,LARGO,PINELLAS,ASSISTED LIVING FACILITY,150.0,,,-82.77065000,27.92148100
5172,ST PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5173,SEMINOLE,PINELLAS,ASSISTED LIVING FACILITY,150.0,,,-82.78983100,27.84203800
5174,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,12.0,,,-82.75311000,27.93741100
5175,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,12.0,,,-82.77539200,27.98287000
5176,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,12.0,,,-82.73660200,27.94210800
5177,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,130.0,,,-82.74857100,27.99360300
5178,ST PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.68223735,27.77758586
5179,ST PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.68689458,27.81101242
5180,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,103.0,,,-82.63289100,27.71721800
5181,SAFETY HARBOR,PINELLAS,ASSISTED LIVING FACILITY,22.0,,,-82.70888900,28.02325300
5182,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,76.0,,,-82.67523300,27.72868000
5183,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5184,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5185,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5186,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,19.0,,,-82.64250300,27.74912100
5187,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,19.0,,,-82.66184200,27.80838800
5188,PINELLAS PARK,PINELLAS,ASSISTED LIVING FACILITY,50.0,,,-82.73663000,27.83781100
5189,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,30.0,,,-82.73641200,28.05626300
5190,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,25.0,,,-82.75150273,28.04943350
5191,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,98.0,,,-82.79705100,27.93899800
5192,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,56.0,,,-82.73044200,28.06741800
5193,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,24.0,,,-82.77035200,28.01200300
5194,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,14.0,,,-82.64303100,27.76848300
5195,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,14.0,,,-82.64658100,27.75362100
5196,LARGO,PINELLAS,ASSISTED LIVING FACILITY,50.0,,,-82.81935725,27.87384240
5197,LARGO,PINELLAS,ASSISTED LIVING FACILITY,50.0,,,-82.78706100,27.90634100
5198,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,43.0,,,-82.74693100,28.03698100
5199,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,14.0,,,-82.76826200,28.15096900
5200,TARPON SPRINGS,PINELLAS,ASSISTED LIVING FACILITY,14.0,,,-82.76229100,28.13689200
5201,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,7.0,,,-82.74953600,27.97001700
5202,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,7.0,,,-82.76747000,27.97354100
5203,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,19.0,,,-82.79143300,28.01134500
5204,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,24.0,,,-82.71426900,27.77376400
5205,LARGO,PINELLAS,ASSISTED LIVING FACILITY,225.0,,,-82.77067100,27.92037000
5206,PALM HARBOR,PINELLAS,ASSISTED LIVING FACILITY,128.0,,,-82.73067100,28.06723300
5207,DUNEDIN,PINELLAS,ASSISTED LIVING FACILITY,15.0,,,-82.78434300,28.01300600
5208,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,87.0,,,-82.70921200,28.04095000
5209,LARGO,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5210,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.72611000,27.91703300
5211,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.74084100,27.93418400
5212,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.77689200,27.93881300
5213,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,11.0,,,-82.63136100,27.78304300
5214,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,60.0,,,-82.64665000,27.78215300
5215,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,60.0,,,-82.66546200,27.77106800
5216,SAINT PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,60.0,,,-82.62792700,27.78077700
5217,CLEARWATER,PINELLAS,ASSISTED LIVING FACILITY,28.0,,,-82.72377200,27.99459000
5218,SEMINOLE,PINELLAS,ASSISTED LIVING FACILITY,10.0,,,-82.82414200,27.86080100
5219,ST. PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5220,ST. PETERSBURG,PINELLAS,ASSISTED LIVING FACILITY,,,,,
5221,PINELLAS PARK,PINELLAS,ASSISTED LIVING FACILITY,43.0,,,-82.72730100,27.84005100
