Name,Address,City,Zip,COUNTY,LONGLAT,USNG,FACILITY_TYPE,SHELTER_TYPE,RPC_Region,Year_Built,Building,AS_IS_A_Retrofit_R,Generator_Type,PreMitigation_Capacity_Spaces,PreMitigation_Square_Footage,EHPA_Capacity_Gained_Spaces,EHPA_Square_Footage_Gained,Retrofit_Capacity_Gained_Spaces,Retrofit_Square_Footage_Gained,Risk_Capacity_Spaces,Risk_Square_Footage,Planned_Usage_Spaces,FundingSource_F_Federal_State_S,Evacuation_Zone,SURGE_ZONE,FLOOD_ZONE,EHPA,General_Pop,SPECIAL_NEEDS,Pet_Friendly,Does_not_meet_ARC_4496,Survey_Needed,x,y
Booker MS,2250 Myrtle St,Sarasota,34234,SARASOTA,"-82.52377902, 27.36895800",17R LL 49304 28223,SHELTER,RISK,8,2004,14 Classroom,A, ,0,0,1062,21240,0,0,1062,21240,1062, ,No,No,No,Yes,Yes, , , , ,-9186505.059184935,3169644.285261765
North Port HS,6400 W Price Blvd,Sarasota,34291,SARASOTA,"-82.22298303, 27.07469000",17R LK 78736 95297,SHELTER,RISK,8,1998,8 Classroom,R, ,0,0,0,0,769,15380,769,15380,0, , , , ,No,Yes, , , , ,-9153020.60218697,3132806.380933045
Gulf Gate ES,6500 S Lockwood Ridge Rd,Sarasota,34234,SARASOTA,"-82.50898597, 27.26103098",17R LL 50622 16248,SHELTER,RISK,8,2011,1 C/J Classroom,R, ,0,0,443,8854,0,0,731,14620,0, ,D,4,No,Yes,Yes, , , , ,-9184858.303926097,3156122.144853596
North Port HS,6400 W Price Blvd,North Port,34291,SARASOTA,"-82.22298303, 27.07469000",17R LK 78736 95297,SHELTER,RISK,8,1998,5 Classroom,R, ,0,0,0,0,769,15380,769,15830,0, , , , ,No,Yes, , , , ,-9153020.60218697,3132806.380933045
Lake Brantley HS,991 Sand Lake Rd,Altamonte Springs,32714,SEMINOLE,"-81.42230701, 28.68084898",17R MM 58741 72700,SHELTER,RISK,5,1997,8 Clasroom 1st Floor,R, ,0,0,0,0,394,7878,394,7878,668,S-1588-2006,No,No,No,No,Yes, , , , ,-9063889.755322453,3335087.6345328838
Bentley ES,2190 S Oregon Ave,Sanford,32771,SEMINOLE,"-81.33095600, 28.79477602",17R MM 67701 85293,SHELTER,RISK,5,2001,1 Main 2nd Floor,R,500 kW capacity,0,0,0,0,1019,20380,1019,20380,0,S 18-SR-3C-69-01-170,No,No,No,No,Yes, , , , ,-9053720.607400207,3349551.460902138
Lyman Sr HS,865 S Ronald Reagan Blvd,Longwood,32750,SEMINOLE,"-81.34410503, 28.68723800",17R MM 66383 73383,SHELTER,RISK,5,1989,7 Cafeteria / Classroom,R,205 kW,0,0,0,0,729,14584,729,14584,729,HMGP / S 15-SR-94-06-69-01-464,No,No,No,No,Yes, ,Yes, , ,-9055184.350422248,3335898.3479756783
Chiles MS,1240 Sanctuary Dr,Oviedo,32765,SEMINOLE,"-81.15573499, 28.65353999",17R MM 84781 69611,SHELTER,RISK,5,2004,4 Music,R,150 kW for campus,0,0,0,0,352,7044,352,7044,352,S-1523,No,No,No,No,Yes, , , , ,-9034215.094465418,3331622.9082852434
Hagerty HS,3225 Lockwood Blvd,Oviedo,32765,SEMINOLE,"-81.17794000, 28.62474899",17R MM 82606 66425,SHELTER,RISK,5,2005,6 Classroom,R, ,0,0,0,0,982,19646,982,19646,470,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9036686.944089994,3327971.1353107886
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,32746,SEMINOLE,"-81.38344398, 28.78504798",17R MM 62575 84231,SHELTER,RISK,5,2005,6 Cafeteria,R,150 kW for campus,0,0,206,4119,0,0,206,4119,0, ,No,No,No,Yes,Yes, , , , ,-9059563.542639295,3348315.8029343295
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,32773,SEMINOLE,"-81.28404237, 28.77575940",17R MM 72274 83175,SHELTER,RISK,5,1999,2 Auditorium,R,125 kW for campus,0,0,0,0,701,14011,701,14011,0,S 15-SR-94-06-69-01-464,No,No,No,No,Yes, , , , ,-9048498.20621189,3347136.0720540206
Highlands ES,1600 Sheppard Rd,Winter Springs,32708,SEMINOLE,"-81.31767403, 28.71653401",17R MM 68974 76622,SHELTER,RISK,5,1995,1 Main 2nd Floor,R,1000 kW for campus,0,0,0,0,1062,21244,1062,21244,0,S 15-SR-94-06-69-01-464,No,No,No,No,Yes, , , , ,-9052242.065930871,3339616.400609702
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,32708,SEMINOLE,"-81.26541899, 28.70408500",17R MM 74074 75230,SHELTER,RISK,5,1994,7 Classroom 1st Floor,R,200 kW for campus,0,0,0,0,314,6281,314,6281,0,S-1467-2004,No,No,No,No,Yes, , , , ,-9046425.060592012,3338036.3284151508
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,32773,SEMINOLE,"-81.28404237, 28.77575940",17R MM 72274 83175,SHELTER,RISK,5,1999,5 Classroom 1st Floor,R,125 kW for campus,0,0,0,0,1437,28737,1437,28737,552,HMGP,No,No,No,No,Yes, , , , ,-9048498.20621189,3347136.0720540206
Chiles MS,1240 Sanctuary Dr,Oviedo,32766,SEMINOLE,"-81.15573499, 28.65353999",17R MM 84781 69611,SHELTER,RISK,5,2004,1 Admin / Cafeteria,A,150 kW for campus,206,4119,0,0,0,0,206,4119,0, ,No,No,No,No,Yes, , , , ,-9034215.094465418,3331622.9082852434
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,32708,SEMINOLE,"-81.26541899, 28.70408500",17R MM 74074 75230,SHELTER,RISK,5,1994,5 Classroom 1st Floor,R,200 kW for campus,0,0,0,0,439,8787,439,8787,0,S-1467-2004,No,No,No,No,Yes, , , , ,-9046425.060592012,3338036.3284151508
Geneva ElS,275 1st St,Geneva,32372,SEMINOLE,"-81.11474497, 28.73909202",17R MM 88795 79085,SHELTER,RISK,5,1988,4 Cafeteria,R, ,0,0,0,0,178,3558,178,3558,275,HMGP,No,No,No,No,Yes, , , , ,-9029652.106254261,3342480.0211145347
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,32746,SEMINOLE,"-81.38344398, 28.78504798",17R MM 62575 84231,SHELTER,RISK,5,2005,3 Classroom,R,150 kW for campus,0,0,0,0,708,14169,708,14169,355,S 13-SR-AA-06-69-01-312,No,No,A,No,Yes, , , , ,-9059563.542639295,3348315.8029343295
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,32746,SEMINOLE,"-81.38344398, 28.78504798",17R MM 62575 84231,SHELTER,RISK,5,2005,5 Gym,R,150 kW for campus,0,0,0,0,690,13794,690,13794,279,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9059563.542639295,3348315.8029343295
Layer ES,4201 SR 419,Winter Springs,32708,SEMINOLE,"-81.29371998, 28.70651701",17R MM 71311 75506,SHELTER,RISK,5,2003,1 Main 2nd Floor,R,500 kW capacity,0,0,0,0,1112,22240,1112,22240,0,S 18-SR-3C-69-01-170,No,No,No,No,Yes, , , , ,-9049575.512839718,3338344.9928087573
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,32708,SEMINOLE,"-81.26541899, 28.70408500",17R MM 74074 75230,SHELTER,RISK,5,1994,6 Classroom 1st Floor,R,200 kW for campus,0,0,0,0,398,7967,398,7967,0,S-1467-2004,No,No,No,No,Yes, , , , ,-9046425.060592012,3338036.3284151508
Bentley ES,2190 S Oregon Ave,Sanford,32771,SEMINOLE,"-81.33095600, 28.79477602",17R MM 67701 85293,SHELTER,RISK,5,2004,3 Classroom,R,500 kW capacity,0,0,0,0,575,11504,575,11504,0,S 15-SR-94-06-69-01-464,No,No,No,No,Yes, , , , ,-9053720.607400207,3349551.460902138
Layer ES,4201 SR 419,Winter Springs,32708,SEMINOLE,"-81.29371998, 28.70651701",17R MM 71311 75506,SHELTER,RISK,5,2003,1 Main 1st Floor (excluding Cafeteria),R,500 kW capacity,0,0,0,0,861,17222,861,17222,100,S-1588-2006,No,No,No,No,Yes, , , , ,-9049575.512839718,3338344.9928087573
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,32773,SEMINOLE,"-81.28404237, 28.77575940",17R MM 72274 83175,SHELTER,RISK,5,1999,3 Cafeteria,R,125 kW for campus,0,0,0,0,213,4254,213,4254,98,HMGP,No,No,No,No,Yes, , , , ,-9048498.20621189,3347136.0720540206
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,32746,SEMINOLE,"-81.38344398, 28.78504798",17R MM 62575 84231,SHELTER,RISK,5,2005,4 Classroom,R,150 kW for campus,0,0,0,0,644,12885,644,12885,322,S 13-SR-AA-06-69-01-312,No,No,A,No,Yes, , , , ,-9059563.542639295,3348315.8029343295
Hagerty HS,3225 Lockwood Blvd,Oviedo,32765,SEMINOLE,"-81.17794000, 28.62474899",17R MM 82606 66425,SHELTER,RISK,5,1999,4 Multipurpose / Gym,R, ,0,0,0,0,831,16619,831,16619,0,S,No,No,No,No,Yes, , , , ,-9036686.944089994,3327971.1353107886
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,32773,SEMINOLE,"-81.28404237, 28.77575940",17R MM 72274 83175,SHELTER,RISK,5,1999,5 Classroom 2nd Floor,R,125 kW for campus,0,0,0,0,884,17681,884,17681,0,S 15-SR-94-06-69-01-464,No,No,No,No,Yes, , , , ,-9048498.20621189,3347136.0720540206
Lawton Chiles MS,1240 Sanctuary Dr,Oviedo,32766,SEMINOLE,"-81.15573499, 28.65353999",17R MM 84781 69611,SHELTER,RISK,8,0,1 Multipurpose,R, ,0,0,0,0,703,14060,703,14060,0, , , , ,No,Yes, , , , ,-9034215.094465418,3331622.9082852434
John Evans ES,100 E Chapman Rd,Oviedo,32765,SEMINOLE,"-81.20495596, 28.64203201",17R MM 79968 68344,SHELTER,RISK,5,1999,1 Main 1st Floor,R,130 kW,0,0,0,0,1095,21896,1095,21896,424,HMGP,No,No,No,No,Yes, , , , ,-9039694.347359525,3330163.1473423364
Hagerty HS,3225 Lockwood Blvd,Oviedo,32765,SEMINOLE,"-81.17794000, 28.62474899",17R MM 82606 66425,SHELTER,RISK,5,2005,9 Auditorium / Music,R, ,0,0,0,0,794,15881,794,15881,397,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9036686.944089994,3327971.1353107886
English Estates ES,299 Oxford R,Casselberry,32370,SEMINOLE,"-81.33979396, 28.64762400",17R MM 66792 68993,SHELTER,RISK,5,2003,6 Cafeteria / Classroom,A, ,334,6677,0,0,0,0,334,6677,0, ,No,No,No,No,Yes, , , , ,-9054704.444816254,3330872.4582452737
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,32746,SEMINOLE,"-81.38344398, 28.78504798",17R MM 62575 84231,SHELTER,RISK,5,2005,2 Classroom,R,150 kW for campus,0,0,0,0,669,13385,669,13385,335,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9059563.542639295,3348315.8029343295
Teague MS,1350 McNeil Rd,Altamonte Springs,32714,SEMINOLE,"-81.43484701, 28.65667700",17R MM 57506 70026,SHELTER,RISK,5,1996,5 Gym,R, ,0,0,0,0,529,10580,529,10580,0, , , , ,No,Yes, , , , ,-9065285.701459685,3332020.8588966466
Walker ES,3101 Snow Hill Rd,Chuluota,32766,SEMINOLE,"-81.12788503, 28.64789700",17R MM 87502 68983,SHELTER,RISK,5,2003,1 Cafeteria,R,130 kW,0,0,0,0,1128,22554,1128,22554,400,S-1588-2006,No,No,No,No,Yes, , , , ,-9031114.850805651,3330907.087506223
Lake Brantley HS,991 Sand Lake Rd,Altamonte Springs,32714,SEMINOLE,"-81.42230701, 28.68084898",17R MM 58741 72700,SHELTER,RISK,5,1997,6 Clasroom 1st Floor,R, ,0,0,0,0,415,8302,415,8302,666,S-1588-2006,No,No,No,No,Yes, , , , ,-9063889.755322453,3335087.6345328838
Crystal Lakes ES,231 Rinehart Rd,Lake Mary,32746,SEMINOLE,"-81.34408902, 28.76173099",17R MM 66409 81636,SHELTER,RISK,5,2005,1 Main,A,125 kW,0,0,1090,21805,0,0,1090,21805,500,L,No,No,No,Yes,Yes, , , , ,-9055182.568231856,3345354.5416723522
Hagerty HS,3225 Lockwood Blvd,Oviedo,32765,SEMINOLE,"-81.17794000, 28.62474899",17R MM 82606 66425,SHELTER,RISK,5,2005,8 Gym,R, ,0,0,0,0,776,15523,776,15523,388,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9036686.944089994,3327971.1353107886
Lyman Sr HS,865 S Ronald Reagan Blvd,Longwood,32750,SEMINOLE,"-81.34410503, 28.68723800",17R MM 66383 73383,SHELTER,RISK,5,2000,8B Classroom,R,205 kW,261,5210,0,0,342,1628,342,6838,0, ,No,No,No,No,Yes, ,Yes, , ,-9055184.350422248,3335898.3479756783
John Evans ES,100 E Chapman Rd,Oviedo,32765,SEMINOLE,"-81.20495596, 28.64203201",17R MM 79968 68344,SHELTER,RISK,5,1999,1 Main 2nd Floor,R, ,0,0,0,0,1038,20753,1038,20753,0,S 15-SR-94-06-69-01-464,No,No,No,No,Yes, , , , ,-9039694.347359525,3330163.1473423364
Hagerty HS,3225 Lockwood Blvd,Oviedo,32765,SEMINOLE,"-81.17794000, 28.62474899",17R MM 82606 66425,SHELTER,RISK,5,1999,5 Cafeteria,R, ,0,0,0,0,280,5600,280,5600,0,S 15-SR-94-06-69-01-464,No,No,No,No,Yes, , , , ,-9036686.944089994,3327971.1353107886
Teague MS,1350 McNeil Rd,Altamonte Springs,32714,SEMINOLE,"-81.43484701, 28.65667700",17R MM 57506 70026,SHELTER,RISK,5,1996,4 Cafeteria,R, ,0,0,0,0,241,4820,241,4820,0, , , , ,No,Yes, , , , ,-9065285.701459685,3332020.8588966466
Oviedo HS,601 King St,Oviedo,32765,SEMINOLE,"-81.21916496, 28.67380299",17R MM 78586 71866,SHELTER,RISK,5,2007,8 Classroom,R,100 kW and 150 kW,0,0,0,0,2004,40083,2004,40083,1003,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9041276.086325666,3334193.6137936185
Midway ES,2368 Brisson Ave,Sanford,32771,SEMINOLE,"-81.24060201, 28.78858100",17R MM 76517 84586,SHELTER,RISK,5,2009,1 Classroom,A,"Yes, unknown kW",0,0,1995,39901,0,0,1995,39901,500,L,No,No,A,Yes,Yes, , , , ,-9043662.448046502,3348764.554033382
Hagerty HS,3225 Lockwood Blvd,Oviedo,32765,SEMINOLE,"-81.17794000, 28.62474899",17R MM 82606 66425,SHELTER,RISK,5,2005,7 Classroom,R, ,0,0,0,0,931,18612,931,18612,438,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9036686.944089994,3327971.1353107886
Lyman Sr HS,865 S Ronald Reagan Blvd,Longwood,32750,SEMINOLE,"-81.34410503, 28.68723800",17R MM 66383 73383,SHELTER,RISK,5,2000,8A Auditorium,R,205 kW,286,5728,0,0,441,8820,441,8820,0, ,No,No,No,No,Yes, ,Yes, , ,-9055184.350422248,3335898.3479756783
Chiles MS,1240 Sanctuary Dr,Oviedo,32765,SEMINOLE,"-81.15573499, 28.65353999",17R MM 84781 69611,SHELTER,RISK,5,2004,5 Auditorium / Gym,R,150 kW for campus,0,0,0,0,796,15910,796,15910,157,S 13-SR-AA-06-69-01-312,No,No,No,No,Yes, , , , ,-9034215.094465418,3331622.9082852434
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,32708,SEMINOLE,"-81.26541899, 28.70408500",17R MM 74074 75230,SHELTER,RISK,5,1994,4 Classroom 1st Floor,R,200 kW for campus,0,0,0,0,626,12523,626,12523,440,S-1588-2006,No,No,No,No,Yes, , , , ,-9046425.060592012,3338036.3284151508
Lake Brantley HS,991 Sand Lake Rd,Altamonte Springs,32714,SEMINOLE,"-81.42230701, 28.68084898",17R MM 58741 72700,SHELTER,RISK,5,1997,7 Clasroom 1st Floor,R, ,0,0,0,0,439,8787,439,8787,666,S-1588-2006,No,No,No,No,Yes, , , , ,-9063889.755322453,3335087.6345328838
Wildwood ES,300 E Huey St,Wildwood,34785,SUMTER,"-82.03949998, 28.85780001",17R LM 98611 92675,SHELTER,RISK,5,1999,18 Cafeteria,R, ,0,0,0,0,136,2726,136,2726,136,HMGP,No,No,No,No,Yes, , , , ,-9132595.362954723,3357559.581918598
Webster ES,349 S Market Blvd,Webster,33597,SUMTER,"-82.05334001, 28.60534999",17R LM 97014 64716,SHELTER,RISK,5,0,14 A & B Cafeteria,A,350 kW,83,1658,0,0,0,0,83,1658,0,HMGP,No,No,No,No,Yes, , , , ,-9134136.028115975,3325511.1840552073
Villages HS,251 Buffalo Tr,The Villages,32162,SUMTER,"-82.02027207, 28.92423679",17R MN 00550 00020,SHELTER,RISK,5,2001,Gym,A,400 kW,671,13428,0,0,0,0,671,13428,0, ,No,No,No,No,Yes, , , , ,-9130454.921677377,3366006.6054786174
Wildwood Community Center,700 Huey St,Wildwood,34785,SUMTER,"-82.03203003, 28.85634998",17R LM 99338 92508,SHELTER,RISK,5,1966,Main,R,400 kW,0,0,0,0,307,6145,307,6145,477,S-1395B,No,No,No,No,Yes, , , , ,-9131763.811687192,3357375.2802362405
Agriculture Center,7620 SR 471,Bushnell,33513,SUMTER,"-82.05484721, 28.64444520",17R LM 96905 69049,SHELTER,RISK,5,2014,Cow Palace,R,350 kW,0,0,0,0,389,7784,389,7784,0, ,No,No,No,No,Yes, ,Yes, ,Yes,-9134303.80856927,3330469.2414085516
South Sumter Sr HS,7060 N Main St / SR 475,Bushnell,33513,SUMTER,"-82.11734737, 28.65325818",17R LM 90805 70081,SHELTER,RISK,5,2007,44 Cafeteria,A,505 kW,336,6717,0,0,0,0,336,6717,0, ,No,No,No,No,Yes, ,Yes, , ,-9141261.2947602,3331587.1592074223
Villages MS,450 Village Campus Cir,The Villages,32162,SUMTER,"-82.02777001, 28.92540999",17R LN 99820 00156,SHELTER,RISK,5,2001,Cafeteria,A, ,0,0,402,8049,0,0,402,8049,402,L,No,No,No,Yes,Yes, , , , ,-9131289.588638412,3366155.819242506
Suwannee ES,1748 S Ohio Ave,Live Oak,32064,SUWANNEE,"-82.99095001, 30.27803999",17R LP 08495 51273,SHELTER,RISK,3,2005,1 Classroom,A,75 kW,0,0,1870,37398,0,0,1870,37398,400, ,No,No,No,Yes,Yes, , , , ,-9238510.295821296,3539339.5925455214
RIVEROAK Technical College,415 Pinewood Dr SW,Live Oak,32064,SUWANNEE,"-82.99230739, 30.28272394",17R LP 08374 51794,SHELTER,RISK,3,1994,13 Lab,A, ,0,0,0,0,0,0,46,922,60, ,No,No,No,No,Yes, , , ,Yes,-9238661.397999922,3539943.382886215
Branford HS,405 NE Reynolds St,Branford,32008,SUWANNEE,"-82.92572003, 29.96260999",17R LP 14181 16202,SHELTER,RISK,3,1998,12 Band / Multipurpose,A, ,0,0,0,0,0,0,239,4780,0, ,No,No,No,No,Yes, , , ,Yes,-9231248.92740314,3498744.611347822
Branford ES,26801 SR 247,Branford,32008,SUWANNEE,"-82.91853003, 29.96390001",17R LP 14877 16333,SHELTER,RISK,3,2000,1 Cafeteria / Classroom,A,60 kW,0,0,1940,38801,0,0,1940,38801,287, ,No,No,No,Yes,Yes, , , , ,-9230448.540607233,3498910.369641141
Branford HS,405 NE Reynolds St,Branford,32008,SUWANNEE,"-82.92572003, 29.96260999",17R LP 14181 16202,SHELTER,RISK,3,1972,5 Classroom,A, ,0,0,0,0,0,0,356,7127,215, ,No,No,No,No,Yes, , , ,Yes,-9231248.92740314,3498744.611347822
Suwannee MS,1730 Walker St SW,Live Oak,32064,SUWANNEE,"-82.99627105, 30.27753592",17R LP 07983 51226,SHELTER,RISK,3,2009,12 ESE / Classroom,A, ,0,0,0,0,0,0,356,7110,130, ,No,No,No,No,Yes, , , ,Yes,-9239102.631578833,3539274.616090249
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,5 Classroom,A, ,0,0,438,8765,0,0,438,8765,438,L,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,3 Classroom,A, ,0,0,796,15925,0,0,796,15925,796,L,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Taylor County HS,900 N Johnson-Stripping Rd,Perry,32347,TAYLOR,"-83.57294000, 30.12579999",17R KP 52117 35519,SHELTER,RISK,3,1991,3C Music,R, ,0,0,0,0,209,4180,209,4180,0,S-1496-2009,No,No,No,No,Yes, , , , ,-9303297.124760756,3519730.529903394
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,4 Classroom,A, ,0,0,401,8029,0,0,401,8029,401,L,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Taylor County HS,900 N Johnson-Stripping Rd,Perry,32347,TAYLOR,"-83.57294000, 30.12579999",17R KP 52117 35519,SHELTER,RISK,3,1991,4D JROTC / Classroom,A, ,0,0,0,0,144,2880,144,2880,0,S 12/13 2624,No,No,No,No,Yes, , , , ,-9303297.124760756,3519730.529903394
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,7 Cafeteria,R, ,0,0,0,0,467,9340,467,9340,0,S-1496-2009,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,2 Media,R, ,0,0,0,0,276,5520,276,5520,0,S-1496-2011,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Taylor County HS,900 N Johnson-Stripping Rd,Perry,32347,TAYLOR,"-83.57294000, 30.12579999",17R KP 52117 35519,SHELTER,RISK,3,1991,2B Cafeteria,A, ,0,0,0,0,268,5360,268,5360,0,S 12/13 2624,No,No,No,No,Yes, , , , ,-9303297.124760756,3519730.529903394
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,1 Admin,R, ,0,0,0,0,250,5000,250,5000,0,S-1496-2010,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Taylor County HS,900 N Johnson-Stripping Rd,Perry,32347,TAYLOR,"-83.57294000, 30.12579999",17R KP 52117 35519,SHELTER,RISK,3,1991,1A Admin / Classroom,A, ,0,0,0,0,2530,50600,2530,50600,0,S 12/13 2624,No,No,No,No,Yes, , , , ,-9303297.124760756,3519730.529903394
Taylor County ES,1600 E Green St,Perry,32347,TAYLOR,"-83.56469003, 30.11923000",17R KP 52896 34773,SHELTER,RISK,3,2002,6 Classroom,A, ,0,0,0,0,875,17506,875,17506,875,L,No,No,No,No,Yes, , , , ,-9302378.742077226,3518884.9734573364
Lake Butler MS,150 SW 6th St,Lake Butler,32054,UNION,"-82.33933459, 30.01799097",17R LP 70841 21534,SHELTER,RISK,3,1983,5 Classroom / Art,R, ,0,0,0,0,391,7822,391,7822,141,HMGP,No,No,No,No,Yes, , , , ,-9165972.799112488,3505862.6248929542
Lake Bultler ES,800 SW 6th St,Lake Butler,32054,UNION,"-82.34817326, 30.01771120",17R LP 69988 21513,SHELTER,RISK,3,1998,21 Classroom,R, ,0,0,0,0,144,2885,144,2885,144,S FY 10/11 1617,No,No,No,No,Yes, , , , ,-9166956.714832244,3505826.656609902
Lake Bultler ES,800 SW 6th St,Lake Butler,32054,UNION,"-82.34817326, 30.01771120",17R LP 69988 21513,SHELTER,RISK,3,1998,22 Classroom,R, ,0,0,0,0,144,2885,144,2885,144,S FY 10/11 1617,No,No,No,No,Yes, , , , ,-9166956.714832244,3505826.656609902
Lake Bultler ES,800 SW 6th St,Lake Butler,32054,UNION,"-82.34817326, 30.01771120",17R LP 69988 21513,SHELTER,RISK,3,1998,20 Classroom,R, ,0,0,0,0,144,2885,144,2885,144,S FY 10/11 1617,No,No,No,No,Yes, , , , ,-9166956.714832244,3505826.656609902
Lake Butler MS,150 SW 6th St,Lake Butler,32054,UNION,"-82.33933459, 30.01799097",17R LP 70841 21534,SHELTER,RISK,3,1983,3 Classroom,R, ,0,0,0,0,391,7822,391,7822,142,HMGP,No,No,No,No,Yes, , ,Yes, ,-9165972.799112488,3505862.6248929542
Lake Butler MS,150 SW 6th St,Lake Butler,32054,UNION,"-82.33933459, 30.01799097",17R LP 70841 21534,SHELTER,RISK,3,1983,6 Classroom,R, ,0,0,0,0,391,7821,391,7821,141,HMGP,No,No,No,No,Yes, , , , ,-9165972.799112488,3505862.6248929542
Sunrise ES,3155 Phonetia Dr,Deltona,32738,VOLUSIA,"-81.17547899, 28.88146501",17R MM 82888 94865,SHELTER,RISK,5,1992,2 Classroom,R, ,0,0,0,0,331,6613,331,6613,0,L,No,No,No,No,Yes, , , , ,-9036412.98561931,3360567.8203961644
DeLand HS,800 N Hill Ave,DeLand,32724,VOLUSIA,"-81.28515200, 29.04179200",17R MN 72237 12649,SHELTER,RISK,5,2003,5 Dining,R, ,0,0,0,0,373,7455,373,7455,400,L,No,No,No,No,Yes, , , , ,-9048621.729493951,3380966.296662865
Deltona HS,100 Wolf Pack Run,Deltona,32725,VOLUSIA,"-81.24559604, 28.94662199",17R MN 76066 02096,SHELTER,RISK,5,1986,15 Classroom / Multipurpose,R, ,0,0,0,0,323,6451,323,6451,0, ,No,No,No,No,Yes, , , , ,-9044218.380043985,3368853.962817967
Deltona Lakes ES,2022 Adelia Blvd,Deltona,32725,VOLUSIA,"-81.21742496, 28.92138898",17R MM 78806 99295,SHELTER,RISK,5,1988,8 Classroom,R, ,0,0,0,0,99,1975,99,1975,150,L,No,No,No,No,Yes, , , , ,-9041082.390389672,3365644.413471407
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,32117,VOLUSIA,"-81.09412599, 29.23996199",17R MN 90853 34575,SHELTER,RISK,5,2004,6 Classroom,R, ,0,0,0,0,325,6509,325,6509,0, ,No,No,No,No,Yes, , , , ,-9027356.812009467,3406223.4152065227
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,32114,VOLUSIA,"-81.07428201, 29.19849998",17R MN 92778 29980,SHELTER,RISK,5,1991,3 Classroom,R,"Yes, unknown kW",0,0,0,0,275,5500,275,5500,0, ,No,No,No,No,Yes, , , ,Yes,-9025147.789324809,3400934.9755435074
Manatee Cove ES,734 W Ohio Ave,Orange City,32763,VOLUSIA,"-81.30900698, 28.93878001",17R MN 69884 01242,SHELTER,RISK,5,2004,4 Classroom,R, ,0,0,0,0,355,7107,355,7107,150, ,No,No,No,No,Yes, , , ,Yes,-9051277.253732448,3367856.4066018243
University HS,1000 W Rhode Island Ave,Orange City,32763,VOLUSIA,"-81.31296902, 28.93185002",17R MN 69496 00475,SHELTER,RISK,5,2007,7 Dining,R, ,0,0,338,6768,0,0,338,6768,400,L,No,No,No,Yes,Yes, , , ,Yes,-9051718.306213925,3366974.925161902
Daytona State College Deltona,2351 Providence Blvd,Deltona,32725,VOLUSIA,"-81.22138701, 28.92903998",17R MN 78422 00144,SHELTER,RISK,5,1998,1A (EHPA portion),A, ,0,0,101,2016,0,0,101,2016,186, ,No,No,No,Yes,Yes, , , ,Yes,-9041523.442927083,3366617.511190305
Timbercrest ES,2401 Eustace Ave,Deltona,32725,VOLUSIA,"-81.23032496, 28.93234401",17R MN 77551 00511,SHELTER,RISK,5,1989,1 Admin / Media,R, ,0,0,0,0,128,2564,128,2564,0,F,No,No,No,No,Yes, , , ,Yes,-9042518.411962477,3367037.757575008
