Name,Address,City,Zip,COUNTY,Notes,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,TTL_BEDS,x,y
SUNSET HARBOR ASSISTED LIVING,522 DORIC CT TARPON SPRINGS,TARPON SPRINGS, ,PINELLAS,12109,"-82.76826200,28.15096900",17R LM 26367 15190,,,ASSISTED LIVING FACILITY,14,-9213720.7797042,3268020.8941977355
TWIN OAKS ALF,2143 N.E. COACHMAN ROAD,CLEARWATER, ,PINELLAS,7589,"-82.74953600,27.97001700",17R LL 27918 95113,,,ASSISTED LIVING FACILITY,7,-9211636.21095391,3245194.14491878
NURSES HELPING HANDS OF DUNEDIN,1585 CURLEW RD.,DUNEDIN,34698,PINELLAS,9712,"-82.76701800,28.04944400",17R LM 26326 03939,,,ASSISTED LIVING FACILITY,50,-9213582.298229521,3255208.978158071
HEATHER HAVEN,725 EDGEWATER DRIVE,DUNEDIN, ,PINELLAS,5662,"-82.79143300,28.01134500",17R LL 23864 99752,,,ASSISTED LIVING FACILITY,19,-9216300.163598273,3250404.2097575692
TOBY WEINMAN ASSISTED LIVING RESIDENCE (,240 59th STREET NORTH,SAINT PETERSBURG,33710,PINELLAS,10306,"-82.71426900,27.77376400",17R LL 31083 73319,,,ASSISTED LIVING FACILITY,24,-9207710.306411903,3220480.432212899
REGAL PALMS,300 LAKE AVE N.E,LARGO, ,PINELLAS,9570,"-82.77067100,27.92037000",17R LL 25759 89642,,,ASSISTED LIVING FACILITY,225,-9213988.948356714,3238937.972772184
HARBORCHASE,2960 TAMPA ROAD,PALM HARBOR, ,PINELLAS,8728,"-82.73067100,28.06723300",17R LM 29927 05858,,,ASSISTED LIVING FACILITY,128,-9209536.168721126,3257452.9801205676
PARK PLACE OF DUNEDIN INC.,541 PARK STREET,DUNEDIN, ,PINELLAS,8284,"-82.78434300,28.01300600",17R LL 24564 99926,,,ASSISTED LIVING FACILITY,15,-9215510.908450972,3250613.6475543296
BROOKDALE COUNTRYSIDE,3260 MCMULLEN BOOTH ROAD,CLEARWATER, ,PINELLAS,9227,"-82.70921200,28.04095000",17R LM 31995 02916,,,ASSISTED LIVING FACILITY,87,-9207147.363839129,3254137.62928774
TYRONE MANOR,"2192 74TH STREET, NORTH",SAINT PETERSBURG,33710,PINELLAS,7309,"-82.74070300,27.79158100",17R LL 28506 75329,,,ASSISTED LIVING FACILITY,6,-9210652.925888753,3222722.243052212
LAKE HOUSE ASSISTED LIVING FACILITY,1071 LAKE AVE NE,LARGO,33771,PINELLAS,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9213905.766803876,3239611.994669588
ATRIUM PLACE ALF,2179 DODGE STREET,CLEARWATER,33760,PINELLAS,4946,"-82.72611000,27.91703300",17R LL 30140 89209,,,ASSISTED LIVING FACILITY,10,-9209028.440487487,3238517.57017545
TOUCHED BY FAITH INC,"302 11 AVENUE, N.E.",SAINT PETERSBURG, ,PINELLAS,16,"-82.63136100,27.78304300",17R LL 39267 74236,,,ASSISTED LIVING FACILITY,11,-9198481.03012006,3221647.909660599
PEMBROOK PLACE,2331 PEMBROOK DRIVE,CLEARWATER, ,PINELLAS,5931,"-82.74084100,27.93418400",17R LL 28717 91130,,,ASSISTED LIVING FACILITY,10,-9210668.287998557,3240678.4289511046
LOVING CARE OF ST PETERSBURG,1001 9TH STREET NORTH,SAINT PETERSBURG, ,PINELLAS,11357,"-82.64665000,27.78215300",17R LL 37760 74157,,,ASSISTED LIVING FACILITY,60,-9200182.993848002,3221535.9262112915
SYLVAN TERRACE,2770 REGENCY OAKS BLVD,CLEARWATER, ,PINELLAS,9037,"-82.72377200,27.99459000",17R LL 30491 97800,,,ASSISTED LIVING FACILITY,28,-9208768.175579986,3248291.7294682185
"DOLPHIN HOUSE, INC. (THE)","9670 - 134 STREET, NORTH",SEMINOLE,33776,PINELLAS,8285,"-82.82414200,27.86080100",17R LL 20398 83119,,,ASSISTED LIVING FACILITY,10,-9219941.312799012,3231435.2886188575
AMER HOME,"1918 BARRINGTON DRIVE, W.",CLEARWATER,33763,PINELLAS,6644,"-82.75769300,27.99101100",17R LL 27149 97451,,,ASSISTED LIVING FACILITY,6,-9212544.24406631,3247840.5295937886
KR at College Harbor,4600 54TH AVE,ST. PETERSBURG,33711,PINELLAS,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9205534.417389575,3213499.558523045
CASA BUENA MANOR,6021 1ST AVE N,SAINT PETERSBURG,33710,PINELLAS,10013,"-82.71672200,27.77180900",17R LL 30838 73105,,,ASSISTED LIVING FACILITY,6,-9207983.373123791,3220234.4680822715
GOOD HOPE OF PINELLAS,7575 65TH WAY,PINELLAS PARK, ,PINELLAS,11615,"-82.72730100,27.84005100",17R LL 29902 80681,,,ASSISTED LIVING FACILITY,43,-9209161.022055453,3228822.8056862256
AZALEA MANOR OF ST. PETERSBURG,112 12TH AVENUE NORTH,SAINT PETERSBURG, ,PINELLAS,5405,"-82.63491100,27.78391300",17R LL 38919 74337,,,ASSISTED LIVING FACILITY,20,-9198876.214343429,3221757.377663933
LEPE'S HOME,"524 HIGHLAND STREET, NORTH",SAINT PETERSBURG, ,PINELLAS,10104,"-82.64570200,27.77811100",17R LL 37847 73708,,,ASSISTED LIVING FACILITY,12,-9200077.462869238,3221027.35640002
MELODY PLACE,35 HARBOR WOODS CIRCLE,SAFETY HARBOR, ,PINELLAS,7599,"-82.69716200,28.01339000",17R LL 33137 99846,,,ASSISTED LIVING FACILITY,6,-9205805.963870032,3250662.0671902155
TOUCHED BY FAITH ASSISTED LIVING,351 15TH STREET NORTH,SAINT PETERSBURG, ,PINELLAS,11520,"-82.65378100,27.77582000",17R LL 37047 73465,,,ASSISTED LIVING FACILITY,9,-9200976.813105978,3220739.1082176683
ARBOR OAKS AT TYRONE,"1701 68th STREET, NORTH",SAINT PETERSBURG, ,PINELLAS,9299,"-82.73373000,27.78827000",17R LL 29188 74953,,,ASSISTED LIVING FACILITY,100,-9209876.694985013,3222305.611188658
NEURORESTORATIVE FLORIDA,2785 WHITNEY ROAD,CLEARWATER, ,PINELLAS,10260,"-82.72269200,27.92364300",17R LL 30486 89937,,,ASSISTED LIVING FACILITY,6,-9208647.950443342,3239350.325220759
"ARLINGTON GARDENS, LLC",7550 60TH WAY NORTH,PINELLAS PARK, ,PINELLAS,5299,"-82.71708200,27.84005100",17R LL 30909 80667,,,ASSISTED LIVING FACILITY,34,-9208023.448171034,3228822.8056786596
"TOUCHED BY FAITH, INC.","2600 4TH STREET, SOUTH",SAINT PETERSBURG, ,PINELLAS,7278,"-82.63854000,27.74476000",17R LL 38504 70003,,,ASSISTED LIVING FACILITY,12,-9199280.192650696,3216831.8103383062
SHADY GLEN I,469 ER ORANGE ST,TARPON SPRINGS,34689,PINELLAS,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9211777.859167773,3267574.544230213
RESIDENCE CLUB AT SEMINOLE,11177 70TH AVENUE NORTH,SEMINOLE,33772,PINELLAS,8378,"-82.79341200,27.83605800",17R LL 23384 80332,,,ASSISTED LIVING FACILITY,15,-9216520.464885881,3228320.1331966138
GRAND VILLA OF PINELLAS PARK,8980 49TH ST N,PINELLAS PARK, ,PINELLAS,5487,"-82.70026300,27.85356000",17R LL 32586 82141,,,ASSISTED LIVING FACILITY,125,-9206151.165626979,3230523.569683512
NEIGHBORLY CARE NETWORK -EVERGREEN,13945 EVERGREEN AVE,CLEARWATER,33762,PINELLAS,,"-82.67934019,27.89877093",17R LL 34715 87122,,,ASSISTED LIVING FACILITY,75,-9203822.048889235,3236217.1045375136
BAYOU GARDENS,2275 NEBRASKA AVENUE,PALM HARBOR,34683,PINELLAS,8104,"-82.74405100,28.07897800",17R LM 28630 07179,,,ASSISTED LIVING FACILITY,41,-9211025.623465633,3258934.7623483255
WOODGATE PLACE,2314 HAWTHORNE DRIVE,CLEARWATER,33763,PINELLAS,6663,"-82.74290300,28.00570900",17R LL 28627 99058,,,ASSISTED LIVING FACILITY,6,-9210897.82875988,3249693.582827445
PATRICK MANOR,896 73RD AVE NORTH,SAINT PETERSBURG,33702,PINELLAS,10248,"-82.64616200,27.83888300",17R LL 37892 80442,,,ASSISTED LIVING FACILITY,55,-9200128.669913674,3228675.76608873
OAK MANOR,3600 OAK MANOR LANE,LARGO, ,PINELLAS,7150,"-82.82530100,27.89537100",17R LL 20341 86951,,,ASSISTED LIVING FACILITY,110,-9220070.332121238,3235788.8590714936
FOREST HILLS HOME AT PALM HARBOR,3672 FAIRWAY FOREST CIRCLE,PALM HARBOR, ,PINELLAS,10799,"-82.69651200,28.10585800",17R LM 33344 10091,,,ASSISTED LIVING FACILITY,6,-9205733.606285749,3262326.6288569844
SEASONS BELLEAIR,"1145 PONCE DE LEON BLVD., BELLEAIR 33756",BELLEAIR,33756,PINELLAS,,"-82.79920717,27.93474057",17R LL 22974 91275,,,ASSISTED LIVING FACILITY,88,-9217165.580076266,3240748.5568662183
MARI-MAR MANOR 2,493 8th AVENUE NORTH,SAINT PETERSBURG,33701,PINELLAS,10437,"-82.64032100,27.78033700",17R LL 38381 73948,,,ASSISTED LIVING FACILITY,10,-9199478.452674797,3221307.4323205855
MAGNOLIA MANOR INC.,926 S. MYRTLE AVENUE,CLEARWATER, ,PINELLAS,8539,"-82.79617308,27.95594292",17R LL 23307 93620,,,ASSISTED LIVING FACILITY,32,-9216827.826827196,3243420.334908448
CURLEW CARE,2730 CURLEW ROAD,CLEARWATER, ,PINELLAS,5908,"-82.72478200,28.04889400",17R LM 30477 03818,,,ASSISTED LIVING FACILITY,26,-9208880.608186267,3255139.604024434
COUNTRY OAKS,3240 CR #1,DUNEDIN, ,PINELLAS,6052,"-82.78472000,28.01335100",17R LL 24527 99965,,,ASSISTED LIVING FACILITY,10,-9215552.875896597,3250657.149531089
WIRICK (THE),"434 4TH STREET, NORTH",SAINT PETERSBURG,33701,PINELLAS,9,"-82.63856200,27.77718000",17R LL 38549 73595,,,ASSISTED LIVING FACILITY,41,-9199282.641662989,3220910.2194554475
AMELIA'S HOUSE,7175 53 STREET NORTH,PINELLAS PARK, ,PINELLAS,10402,"-82.70602100,27.83763100",17R LL 31994 80384,,,ASSISTED LIVING FACILITY,14,-9206792.143236052,3228518.153486717
ROSHERS ALF INC,1617 MADRID DR,LARGO, ,PINELLAS,11997,"-82.79700300,27.90126100",17R LL 23136 87562,,,ASSISTED LIVING FACILITY,5,-9216920.213160684,3236530.754426619
TBI RESIDENTIAL SERVICES INC,2563 KEYSTONE ROAD,TARPON SPRINGS, ,PINELLAS,9034,"-82.71346500,28.15184800",17R LM 31750 15210,,,ASSISTED LIVING FACILITY,20,-9207620.805530785,3268131.8723633313
PARADISE GARDEN ALF CORP,5851 52ND AVE NO,KENNETH CITY, ,PINELLAS,12070,"-82.71350200,27.81881800",17R LL 31228 78310,,,ASSISTED LIVING FACILITY,6,-9207624.92444169,3226150.0289307176
NORMANDY MANOR,1103 NORMANDY ROAD,CLEARWATER, ,PINELLAS,5194,"-82.75138000,27.95352100",17R LL 27710 93288,,,ASSISTED LIVING FACILITY,9,-9211841.483983325,3243115.1137661315
HOUSE THAT FAITH BUILT (THE),1105 MELBA CT,LARGO, ,PINELLAS,5976,"-82.77694300,27.92692300",17R LL 25152 90377,,,ASSISTED LIVING FACILITY,10,-9214687.144107914,3239763.5718324124
LOVING CARE ASSISTED LIVING LLC,870 7TH AVE NE,LARGO, ,PINELLAS,6146,"-82.77846200,27.92279800",17R LL 24996 89922,,,ASSISTED LIVING FACILITY,8,-9214856.238546088,3239243.8657373968
MRM BOARDING HOME,"6035 72ND AVE., NORTH",PINELLAS PARK, ,PINELLAS,5349,"-82.71649300,27.83799800",17R LL 30963 80439,,,ASSISTED LIVING FACILITY,8,-9207957.880967418,3228564.354377707
HORIZON BAY VIBRANT RET LIVING 444,3141 NORTH MCMULLEN BOOTH ROAD,CLEARWATER, ,PINELLAS,9748,"-82.70892100,28.03426100",17R LM 32013 02175,,,ASSISTED LIVING FACILITY,119,-9207114.969769953,3253294.0048973565
LAKESIDE MANOR,676 UNION STREET,DUNEDIN, ,PINELLAS,8358,"-82.78095200,27.99738800",17R LL 24872 98190,,,ASSISTED LIVING FACILITY,12,-9215133.424061237,3248644.480114484
CHATEAU BLANC,711 CASLER AVENUE,CLEARWATER, ,PINELLAS,8775,"-82.76747000,27.97354100",17R LL 26159 95529,,,ASSISTED LIVING FACILITY,7,-9213632.614591021,3245638.324352395
INN AT LAKE SEMINOLE SQUARE (THE),8355 SEMINOLE BLVD.,SEMINOLE, ,PINELLAS,7465,"-82.78698100,27.84864300",17R LL 24038 81718,,,ASSISTED LIVING FACILITY,40,-9215804.56930269,3229904.5017758794
BAYTREE LAKESIDE,6411 46TH AVENUE NORTH,SAINT PETERSBURG, ,PINELLAS,6773,"-82.72529200,27.81364800",17R LL 30059 77753,,,ASSISTED LIVING FACILITY,70,-9208937.381179927,3225499.3165507996
ALLEGRO AT COLLEGE HARBOR (THE),"4600 54TH AVENUE, SOUTH",SAINT PETERSBURG, ,PINELLAS,6140,"-82.69590000,27.71860000",17R LL 32809 67181,,,ASSISTED LIVING FACILITY,90,-9205665.478639567,3213541.788973418
ST. MARK VILLAGE ASSISTED LIVING CENTER,880 HIGHLANDS BLVD,PALM HARBOR,34684,PINELLAS,,"-82.72782843,28.07610487",17R LM 30220 06838,,,ASSISTED LIVING FACILITY,75,-9209219.735020794,3258572.264731349
BELLE VISTA RETIREMENT HOME,1453 BELLEAIR ROAD,CLEARWATER, ,PINELLAS,7261,"-82.77689200,27.93881300",17R LL 25177 91694,,,ASSISTED LIVING FACILITY,10,-9214681.466920864,3241261.696629688
"OASIS ESTATE INC, THE",13373 106TH AVENUE N,LARGO,33774,PINELLAS,11537,"-82.82227100,27.86933700",17R LL 20596 84062,,,ASSISTED LIVING FACILITY,6,-9219733.034047348,3232510.1399755753
CHATEAU PALMS ALF,1679 TAMPA RD,PALM HARBOR, ,PINELLAS,7973,"-82.75564164,28.06841314",17R LM 27474 06024,,,ASSISTED LIVING FACILITY,10,-9212315.887808314,3257601.862970876
"CABOT COVE ASSISTED LIVING, LLC",455 BELCHER RD S,LARGO,33771,PINELLAS,10249,"-82.74581000,27.91314100",17R LL 28195 88806,,,ASSISTED LIVING FACILITY,79,-9211221.434507525,3238027.263870373
UNION HOUSE,1930 UNION STREET,CLEARWATER,33763,PINELLAS,7343,"-82.75688200,27.99724800",17R LL 27239 98141,,,ASSISTED LIVING FACILITY,14,-9212453.963909319,3248626.829708443
ANGEL'S TOUCH II,1735 JEFFORDS STREET,CLEARWATER,33756,PINELLAS,5034,"-82.76492300,27.95328400",17R LL 26378 93281,,,ASSISTED LIVING FACILITY,8,-9213349.083946457,3243085.246478878
AUTUMN WAY ALF,"945 7TH ST NW., LARGO 33770",LARGO,33770,PINELLAS,,"-82.79500990,27.92542445",17R LL 23372 90237,,,ASSISTED LIVING FACILITY,16,-9216698.342289433,3239574.7682803106
MARKET STREET OF EAST LAKE,833 EAST LAKE RD N,TARPON SPRINGS,34688,PINELLAS,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9205578.657220151,3268956.765018118
ORCHIDS HOME,2960 MEADOWS OAK DRIVE,CLEARWATER, ,PINELLAS,11901,"-82.79974700,27.96558200",17R LL 22971 94693,,,ASSISTED LIVING FACILITY,6,-9217225.673818849,3244635.1597483987
AMBLESIDE MANOR,585 CASLER AVENUE,CLEARWATER,33755,PINELLAS,7133,"-82.76747000,27.97244100",17R LL 26158 95407,,,ASSISTED LIVING FACILITY,8,-9213632.61459714,3245499.6742297793
DUEY'S PLACE,"6285 71ST STREET, N.",PINELLAS PARK,33781,PINELLAS,7122,"-82.73664100,27.82889100",17R LL 28965 79458,,,ASSISTED LIVING FACILITY,6,-9210200.746049102,3227417.9371155985
VILLAS OF CASA CELESTE (THE),9225 82ND AVENUE NORTH,SEMINOLE, ,PINELLAS,6681,"-82.76644200,27.84670900",17R LL 26058 81474,,,ASSISTED LIVING FACILITY,100,-9213518.178206164,3229661.012076292
MIDWAY MANOR RETIREMENT RESIDENCE,1754 ENSLEY AVE,CLEARWATER, ,PINELLAS,8632,"-82.78845674,27.93302582",17R LL 24029 91070,,,ASSISTED LIVING FACILITY,50,-9215968.847640516,3240532.498604877
ALLEGRO AT EAST LAKE LLC (THE),1755 EAST LAKE ROAD,TARPON SPRINGS, ,PINELLAS,10331,"-82.69478600,28.11757300",17R LM 33531 11387,,,ASSISTED LIVING FACILITY,62,-9205541.468792534,3263805.1579387514
ARDEN COURTS OF SEMINOLE,"9300 ANTILLES STREET, NORTH",SEMINOLE, ,PINELLAS,9248,"-82.82823900,27.85751500",17R LL 19989 82761,,,ASSISTED LIVING FACILITY,56,-9220397.388802258,3231021.5386558357
INDIAN OAKS MANOR,11355 131ST STREET N,LARGO, ,PINELLAS,6056,"-82.81998100,27.87658100",17R LL 20834 84861,,,ASSISTED LIVING FACILITY,52,-9219478.112487447,3233422.3694769903
CANTERBURY DREAMS,675 CANTERBURY RD,CLEARWATER,33764,PINELLAS,10506,"-82.75274000,27.95850100",17R LL 27585 93841,,,ASSISTED LIVING FACILITY,6,-9211992.87848722,3243742.721877205
VINEYARD INN (THE),10929 RIDGE ROAD,LARGO,33778,PINELLAS,9288,"-82.79736100,27.87242700",17R LL 23054 84368,,,ASSISTED LIVING FACILITY,75,-9216960.065527575,3232899.2530692904
BARRINGTON (THE),901 SEMINOLE BOULEVARD,LARGO, ,PINELLAS,7232,"-82.78706100,27.90634100",17R LL 24123 88111,,,ASSISTED LIVING FACILITY,50,-9215813.474849941,3237170.655872449
BIMINI MANOR,"3791 67 AVENUE, NORTH",PINELLAS PARK, ,PINELLAS,10566,"-82.68538200,27.83289800",17R LL 34020 79831,,,ASSISTED LIVING FACILITY,6,-9204494.620242639,3227922.338827178
GRAND VILLA OF DUNEDIN,880 PATRICIA AVENUE,DUNEDIN, ,PINELLAS,5404,"-82.77564200,28.01529100",17R LM 25423 00167,,,ASSISTED LIVING FACILITY,120,-9214542.317507625,3250901.771598854
EDGEWATER RETIREMENT MANOR,2057 EDGEWATER DRIVE,CLEARWATER, ,PINELLAS,5149,"-82.79447000,27.99626900",17R LL 23540 98086,,,ASSISTED LIVING FACILITY,29,-9216638.240927648,3248503.40394474
ADRIAN MANOR,2168 9 AVENUE NORTH,SAINT PETERSBURG, ,PINELLAS,10857,"-82.66247100,27.78102300",17R LL 36199 74053,,,ASSISTED LIVING FACILITY,8,-9201944.179394599,3221393.7462602244
BROOKDALE TARPON SPRINGS,1651 SOUTH PINELLAS AVENUE,TARPON SPRINGS, ,PINELLAS,9009,"-82.75893100,28.12932800",17R LM 27249 12779,,,ASSISTED LIVING FACILITY,100,-9212682.057530954,3265288.897744563
MEASE MANOR MEMORY CARE,603 VIRGINIA ST,DUNEDIN,34698,PINELLAS,ADDED DURING 2018 CFI UPDATE,,,,,ASSISTED LIVING FACILITY,,-9215307.25267189,3250483.398520116
DIAMOND SPRING RETIREMENT HOME,7873 SUNDOWN DRIVE,SAINT PETERSBURG, ,PINELLAS,8164,"-82.74727800,27.82752600",17R LL 27915 79321,,,ASSISTED LIVING FACILITY,6,-9211384.851522455,3227246.115024976
ALBINA MANOR,820 15 TH STREET N.,SAINT PETERSBURG, ,PINELLAS,9774,"-82.65368300,27.78049100",17R LL 37064 73982,,,ASSISTED LIVING FACILITY,22,-9200965.90374636,3221326.8088408923
ST MARK ASSISTED LIVING CENTER,880 HIGHLAND BLVD.,PALM HARBOR, ,PINELLAS,7369,"-82.74048900,28.07893100",17R LM 28980 07168,,,ASSISTED LIVING FACILITY,75,-9210629.103473296,3258928.8324064845
CURLEW CARE HOME I,1722 CURLEW ROAD,DUNEDIN,34698,PINELLAS,5922,"-82.75845200,28.04861300",17R LM 27166 03834,,,ASSISTED LIVING FACILITY,12,-9212628.735537237,3255104.160231286
A TROPICAL PARADISE ALF LLC,5228 23RD AVENUE,SAINT PETERSBURG,33710,PINELLAS,11367,"-82.70483200,27.79257300",17R LL 32042 75390,,,ASSISTED LIVING FACILITY,6,-9206659.784399923,3222847.071649877
HEATHER HAVEN II,220 SCOTLAND STREET,DUNEDIN,34698,PINELLAS,5417,"-82.79084600,28.01109800",17R LL 23921 99724,,,ASSISTED LIVING FACILITY,21,-9216234.819105873,3250373.0654844595
EAGLES,6928 122ND DRIVE,LARGO, ,PINELLAS,8594,"-82.73489100,27.88324200",17R LL 29222 85478,,,ASSISTED LIVING FACILITY,6,-9210005.93696268,3234261.2360706264
DOT'S PLACE ASSISTED LIVING FACILITY,1002 MARSHALL STREET,CLEARWATER,33755,PINELLAS,11815,"-82.79222200,27.98092800",17R LL 23736 96383,,,ASSISTED LIVING FACILITY,6,-9216387.99467411,3246569.4593673404
OAKWOOD EAST RETIREMENT CENTER,1210 EAST OAKWOOD,TARPON SPRINGS, ,PINELLAS,4831,"-82.73499100,28.14200300",17R LM 29620 14149,,,ASSISTED LIVING FACILITY,10,-9210017.06894272,3266888.944301445
FAIRWAY CHALET,905 VIRGINIA AVENUE,TARPON SPRINGS, ,PINELLAS,7276,"-82.76229100,28.13689200",17R LM 26931 13622,,,ASSISTED LIVING FACILITY,14,-9213056.091029119,3266243.727247457
NEURORESTORATIVE FLORIDA,2769 WHITNEY ROAD,CLEARWATER, ,PINELLAS,10063,"-82.72349100,27.92363300",17R LL 30408 89937,,,ASSISTED LIVING FACILITY,3,-9208736.894749483,3239349.065274519
INN AT FOUNTAINS,"1255 PASADENA AVENUE, S.",SAINT PETERSBURG, ,PINELLAS,83,"-82.73672000,27.75773000",17R LL 28845 71573,,,ASSISTED LIVING FACILITY,175,-9210209.540347256,3218463.279770143
"HARBOR POINT ALF, INC.",1045 HARBOR LAKE DRIVE,SAFETY HARBOR, ,PINELLAS,9270,"-82.70154300,27.99923100",17R LL 32684 98283,,,ASSISTED LIVING FACILITY,14,-9206293.654609881,3248876.836654274
SWEET WATER AT LARGO,11290 WALSINGHAM ROAD,LARGO,33778,PINELLAS,8175,"-82.79429300,27.88011400",17R LL 23369 85215,,,ASSISTED LIVING FACILITY,54,-9216618.537342124,3233867.298630105
LEON MANOR,531 8TH STREET NORTH,SAINT PETERSBURG,33701,PINELLAS,10728,"-82.64460000,27.77833100",17R LL 37956 73731,,,ASSISTED LIVING FACILITY,15,-9199954.788809303,3221055.0366341895
EMERALD GARDENS INC,2159 MCMULLEN BOOTH ROAD,CLEARWATER,33759,PINELLAS,9997,"-82.70868400,27.99880700",17R LL 31981 98246,,,ASSISTED LIVING FACILITY,20,-9207088.587096032,3248823.3803284373
HIGHLAND TERRACE,1520 JEFFORDS ST,CLEARWATER, ,PINELLAS,7118,"-82.77361216,27.95367999",17R LL 25523 93337,,,ASSISTED LIVING FACILITY,70,-9214316.356922338,3243135.1500690407
MASONIC HOME OF FLORIDA,"3201 1ST STREET, N.E.",SAINT PETERSBURG, ,PINELLAS,6073,"-82.63441000,27.80170100",17R LL 38995 76307,,,ASSISTED LIVING FACILITY,102,-9198820.443203349,3223995.7482122066
CENTRAL ALF,2349 CENTRAL AVENUE,SAINT PETERSBURG, ,PINELLAS,7919,"-82.66546200,27.77106800",17R LL 35889 72954,,,ASSISTED LIVING FACILITY,60,-9202277.136043295,3220141.241968241
LONGLEAF ALF,"3935 43RD AVE. N., ST. PETERSBURG 33714",ST PETERSBURG,33714,PINELLAS,,"-82.68689458,27.81101242",17R LL 33838 77408,,,ASSISTED LIVING FACILITY,10,-9204662.999980664,3225167.6056921445
ELZAIDA'S TENDER CARE,804 SOUTH BELCHER ROAD,CLEARWATER, ,PINELLAS,7280,"-82.74612200,27.95634000",17R LL 28232 93593,,,ASSISTED LIVING FACILITY,8,-9211256.166185176,3243470.3767099483
THERESA HOME,485 MAPLEWAY,SAFETY HARBOR, ,PINELLAS,10785,"-82.69903300,27.99504000",17R LL 32925 97815,,,ASSISTED LIVING FACILITY,20,-9206014.242580052,3248348.461359848
SUNSET VILLA RETIREMENT HOME,2308 AMERICUS DR.,CLEARWATER,33763,PINELLAS,6134,"-82.74149200,27.99320800",17R LL 28746 97671,,,ASSISTED LIVING FACILITY,8,-9210740.756914834,3248117.500666618
GREENBRIAR MANOR,"7555 131 ST., NORTH",SEMINOLE, ,PINELLAS,6645,"-82.81990000,27.84151100",17R LL 20784 80975,,,ASSISTED LIVING FACILITY,12,-9219469.095564216,3229006.607355746
BRENTWOOD SENIOR LIVING COMMUNITY,6280 CENTRAL AVE,SAINT PETERSBURG, ,PINELLAS,11812,"-82.72180100,27.77086300",17R LL 30336 73008,,,ASSISTED LIVING FACILITY,240,-9208548.764847087,3220115.4508313965
BROOKDALE AT BAY PINES,9797 BAY PINES BLVD,SAINT PETERSBURG, ,PINELLAS,8057,"-82.77480100,27.81401800",17R LL 25182 77864,,,ASSISTED LIVING FACILITY,100,-9214448.697849233,3225545.8848526482
ARDEN COURTS OF LARGO,300 HIGHLAND AVE NE,LARGO, ,PINELLAS,9403,"-82.77418900,27.91941648",17R LL 25411 89541,,,ASSISTED LIVING FACILITY,56,-9214380.569996966,3238817.844328762
NURSE'S HELPING HEARTS,1735 NURSERY ROAD,CLEARWATER,33756,PINELLAS,7176,"-82.76483200,27.94234300",17R LL 26369 92068,,,ASSISTED LIVING FACILITY,8,-9213338.953752676,3241706.5038048187
SUNRISE RETIREMENT HOME,4201 70TH AVENUE N,PINELLAS PARK,33781,PINELLAS,8097,"-82.69088200,27.83562800",17R LL 33482 80141,,,ASSISTED LIVING FACILITY,6,-9205106.87746308,3228266.0022690627
BLAKE GLENN,3933 ERNE STREET,PALM HARBOR,34683,PINELLAS,9063,"-82.74159000,28.11026000",17R LM 28922 10641,,,ASSISTED LIVING FACILITY,5,-9210751.66617977,3262882.178371916
OAKTREE ASSISTED LIVING FACILITY LLC,4804 OAKLAWN LN,MADEIRA BEACH, ,PINELLAS,12335,"-82.80205800,27.80427300",17R LL 22481 76823,,,ASSISTED LIVING FACILITY,5,-9217482.933242459,3224319.428778344
BAY HOME,5200 17TH STREET NORTH,SAINT PETERSBURG,33714,PINELLAS,8249,"-82.65598200,27.81949800",17R LL 36896 78307,,,ASSISTED LIVING FACILITY,6,-9201221.82722514,3226235.618173836
BAYSIDE TERRACE LLC,9381 U.S. HWY 19 NORTH,PINELLAS PARK, ,PINELLAS,6139,"-82.70595000,27.87010000",17R LL 32051 83981,,,ASSISTED LIVING FACILITY,162,-9206784.239623057,3232606.220859719
"B & H CARE HOMES, INC.","235 12TH AVENUE, N.",SAINT PETERSBURG, ,PINELLAS,5145,"-82.63701200,27.78395700",17R LL 38712 74344,,,ASSISTED LIVING FACILITY,16,-9199110.096554132,3221762.9139603656
BLOOMFIELD MANOR,2774 WESLEYAN DR,PALM HARBOR, ,PINELLAS,9893,"-82.72238100,28.05296200",17R LM 30719 04266,,,ASSISTED LIVING FACILITY,6,-9208613.330115493,3255652.728382848
MAGNOLIA GARDENS,3800 62nd AVENUE NORTH,PINELLAS PARK, ,PINELLAS,10314,"-82.68577100,27.82831400",17R LL 33975 79324,,,ASSISTED LIVING FACILITY,110,-9204537.92361726,3227345.30589379
ALCOVE ASSISTED LIVING FACILITY,2801 4TH STREET N.,SAINT PETERSBURG, ,PINELLAS,6511,"-82.63851100,27.79783100",17R LL 38585 75883,,,ASSISTED LIVING FACILITY,66,-9199276.964453826,3223508.731773542
FRONT PORCH MANOR,"157 9TH AVENUE, N.",SAINT PETERSBURG, ,PINELLAS,828,"-82.63546200,27.78124900",17R LL 38861 74042,,,ASSISTED LIVING FACILITY,12,-9198937.551278817,3221422.1820391444
