Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
JOINT-HEIRS CHRISTIAN CENTER CHURCH,2100 DUNN AVE,JACKSONVILLE,32218,DUVAL,"-81.67913184,30.43779654",17R MP 34787 67494,,,PUBLIC SCHOOL,-9092479.364874989,3559949.5515217325
RAMONA ELEMENTARY SCHOOL,5540 RAMONA BLVD,JACKSONVILLE,32205,DUVAL,"-81.74255493,30.31340380",17R MP 28607 53747,C,0600520000R,PUBLIC SCHOOL,-9099539.591014907,3543898.927535387
LONE STAR ELEMENTARY SCHOOL,10400 LONE STAR RD,JACKSONVILLE,32225,DUVAL,"-81.52850650,30.33789327",17R MP 49199 56345,C,1628470010R,PUBLIC SCHOOL,-9075711.828322385,3547057.234852765
CHETS CREEK ELEMENTARY SCHOOL,13200 CHETS CREEK BLVD,JACKSONVILLE,32224,DUVAL,"-81.46916321,30.26637860",17R MP 54871 48395,C,1674551250R,PUBLIC SCHOOL,-9069105.763759065,3537836.4889905294
OAK HILL ELEMENTARY SCHOOL,6910 DAUGHTRY BLVD S,JACKSONVILLE,32210,DUVAL,"-81.76031295,30.25268542",17R MP 26855 47030,C,0142830000R,PUBLIC SCHOOL,-9101516.404838553,3536071.7250962886
NATHAN B. FORREST HIGH SCHOOL,5530 FIRESTONE RD,JACKSONVILLE,32244,DUVAL,"-81.76537632,30.24652340",17R MP 26363 46350,C,0145200000R,PUBLIC SCHOOL,-9102080.056807272,3535277.6506670224
MAMIE AGNES JONES ELEMENTARY SCHOOL,700 ORANGE AVE,JACKSONVILLE,32234,DUVAL,"-81.98088809,30.30836418",17R MP 05687 53362,C,0003860000R,PUBLIC SCHOOL,-9126070.717363868,3543249.0858399784
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,2854 W 45TH ST,JACKSONVILLE,32209,DUVAL,"-81.71130002,30.36880001",17R MP 31650 59867,C,0288440000R,PUBLIC SCHOOL,-9096060.310354136,3551044.2801268906
ENTERPRISE LEARNING ACADEMY,8085 OLD MIDDLEBURG RD S,JACKSONVILLE,32222,DUVAL,"-81.82087939,30.19987472",17R MP 20985 41218,C,0164160000R,PUBLIC SCHOOL,-9108258.630097168,3529267.8353530234
MURRAY HILL HIGH SCHOOL,929 MCDUFF AVE S,JACKSONVILLE, ,DUVAL,"-81.70466300,30.31425553",17R MP 32251 53818,,,PUBLIC SCHOOL,-9095321.480882782,3544008.7584022186
RUTLEDGE H. PEARSON ELEMENTARY SCHOOL,4346 ROANOKE BLVD,JACKSONVILLE,32208,DUVAL,"-81.71633641,30.41028919",17R MP 31196 64467,C,0375580000R,PUBLIC SCHOOL,-9096620.958519412,3556398.467998695
NEW BERLIN ELEMENTARY SCHOOL,3613 NEW BERLIN RD,JACKSONVILLE,32226,DUVAL,"-81.56548091,30.46485391",17R MP 45716 70432,C,1063821000R,PUBLIC SCHOOL,-9079827.800930409,3563443.5234830813
DUNCAN U. FLETCHER MIDDLE SCHOOL,2000 3RD ST N,JACKSONVILLE BEACH,32250,DUVAL,"-81.39657964,30.30661656",17R MP 61868 52828,C,1747790000R,PUBLIC SCHOOL,-9061025.798301648,3543023.744545712
DUVAL CHARTER SCHOOL AT ARLINGTON,100 BELL-TEL WAY,JACKSONVILLE, ,DUVAL,"-81.57587628,30.31220923",17R MP 44632 53521,,,PUBLIC SCHOOL,-9080985.00847959,3543744.8883609828
WINDY HILL ELEMENTARY SCHOOL,3831 FOREST BLVD,JACKSONVILLE,32246,DUVAL,"-81.54257420,30.27711062",17R MP 47815 49616,C,1460820000R,PUBLIC SCHOOL,-9077277.838431766,3539219.794024013
LONG BRANCH ELEMENTARY SCHOOL,3723 FRANKLIN ST,JACKSONVILLE,32206,DUVAL,"-81.63854587,30.36176677",17R MP 38637 59045,C,1328190000R,PUBLIC SCHOOL,-9087961.355875613,3550136.8646320356
MARINE SCIENCE EDUCATION CENTER,1347 PALMER ST,ATLANTIC BEACH,32233,DUVAL,"-81.42794981,30.39385801",17R MP 58889 62507,C,1691030000R,PUBLIC SCHOOL,-9064517.909235792,3554277.7485450865
MANDARIN OAKS ELEMENTARY SCHOOL,10600 HORNETS NEST RD,JACKSONVILLE,32257,DUVAL,"-81.58773395,30.18500962",17R MP 43419 39432,C,1556270000R,PUBLIC SCHOOL,-9082304.998587098,3527353.342086512
HYDE GROVE ELEMENTARY SCHOOL,2056 LANE AVE S,JACKSONVILLE,32210,DUVAL,"-81.75616190,30.28019924",17R MP 27274 50076,C,0116020000R,PUBLIC SCHOOL,-9101054.311599422,3539617.9291360215
ALFRED I. DUPONT MIDDLE SCHOOL,2710 DUPONT AVE,JACKSONVILLE,32217,DUVAL,"-81.63265810,30.25072638",17R MP 39134 46737,C,1500580000R,PUBLIC SCHOOL,-9087305.93126649,3535819.2663281444
ALDEN ROAD EXCEPTIONAL STUDENT CENTER,11780 ALDEN RD,JACKSONVILLE,32246,DUVAL,"-81.51299586,30.30019383",17R MP 50672 52161,S,1652870010R,PUBLIC SCHOOL,-9073985.19169454,3542195.6185881714
JOHN E. FORD ELEMENTARY SCHOOL,1137 CLEVELAND ST,JACKSONVILLE,32209,DUVAL,"-81.66983369,30.33946245",17R MP 35616 56591,C,0705540000R,PUBLIC SCHOOL,-9091444.299317926,3547259.6321636015
FRANK H. PETERSON ACADEMY,7450 WILSON BLVD,JACKSONVILLE,32210,DUVAL,"-81.76885778,30.26446632",17R MP 26041 48341,,0125080000R,PUBLIC SCHOOL,-9102467.611366525,3537590.02195528
MAYPORT ELEMENTARY SCHOOL,2753 SHANGRILA DR,ATLANTIC BEACH,32233,DUVAL,"-81.41851166,30.36290930",17R MP 59783 59074,C,1683530100R,PUBLIC SCHOOL,-9063467.259661686,3550284.2676130817
GRAND PARK CAREER CENTER,2335 W 18TH ST,JACKSONVILLE,32209,DUVAL,"-81.70075581,30.35480575",17R MP 32654 58309,C,0468900000R,PUBLIC SCHOOL,-9094886.53365435,3549238.8301203744
SCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGY,4811 PAYNE STEWART DR,JACKSONVILLE,32209,DUVAL,"-81.67312229,30.36946832",17R MP 35320 59918,F,0272470000R,PUBLIC SCHOOL,-9091810.384799449,3551130.507137505
MT. HERMAN ESE CENTER,1741 FRANCIS ST,JACKSONVILLE,32209,DUVAL,"-81.66972363,30.34633196",17R MP 35631 57352,C,0532400000R,PUBLIC SCHOOL,-9091432.047260774,3548145.7210700316
GATEWAY COMMUNITY SERVICES,2671 HUFFMAN BLVD,JACKSONVILLE,32246,DUVAL,"-81.50391101,30.29940200",17R MP 51545 52069, ,1652860300R,PUBLIC SCHOOL,-9072973.871617787,3542093.525911076
JOHN LOVE ELEMENTARY SCHOOL,1531 WINTHROP ST,JACKSONVILLE,32206,DUVAL,"-81.63472801,30.34792518",17R MP 38996 57510,C,1160360000R,PUBLIC SCHOOL,-9087536.353367435,3548351.2376445807
J. ALLEN AXSON ELEMENTARY SCHOOL,4763 SUTTON PARK CT,JACKSONVILLE,32224,DUVAL,"-81.46036341,30.25502751",17R MP 55712 47134,C,1677331650R,PUBLIC SCHOOL,-9068126.175094295,3536373.553487017
TIMUCUAN ELEMENTARY SCHOOL,5429 110TH ST,JACKSONVILLE,32244,DUVAL,"-81.72326980,30.24163332",17R MP 30410 45781,C,1031600000R,PUBLIC SCHOOL,-9097392.780499812,3534647.5199143826
HENRY F. KITE ELEMENTARY SCHOOL,9430 LEM TURNER RD,JACKSONVILLE,32208,DUVAL,"-81.69002629,30.41156653",17R MP 33724 64593,C,0297370000R,PUBLIC SCHOOL,-9093692.12919906,3556563.344527475
J.E.B. STUART MIDDLE SCHOOL,4815 WESCONNETT BLVD,JACKSONVILLE,32210,DUVAL,"-81.73764476,30.25486056",17R MP 29037 47256,C,0955770000R,PUBLIC SCHOOL,-9098992.992966287,3536352.0392844738
ANDREW A. ROBINSON ELEMENTARY SCHOOL,101 W 12TH ST,JACKSONVILLE,32206,DUVAL,"-81.65637323,30.35159901",17R MP 36917 57929,C,0732560000R,PUBLIC SCHOOL,-9089945.88852937,3548825.153996301
BARTRAM SPRINGS ELEMENTARY SCHOOL,14799 BARTRAM SPRINGS PKWY,JACKSONVILLE, ,DUVAL,"-81.49548378,30.10919786",17R MP 52263 30989,,,PUBLIC SCHOOL,-9072035.75593855,3517593.946745078
SOUTHSIDE ESTATES ELEMENTARY SCHOOL,9775 IVEY RD,JACKSONVILLE,32246,DUVAL,"-81.55451308,30.30061623",17R MP 46680 52227,C,1230530000R,PUBLIC SCHOOL,-9078606.867968488,3542250.079943605
SAN JOSE PREPARATORY HIGH SCHOOL,4072 SUNBEAM RD,JACKSONVILLE, ,DUVAL,"-81.61037203,30.20483715",17R MP 41251 41640,,,PUBLIC SCHOOL,-9084825.058259472,3529907.0164023945
ARLINGTON MIDDLE SCHOOL,8141 LONE STAR RD,JACKSONVILLE,32211,DUVAL,"-81.56987085,30.34036531",17R MP 45225 56639,,1204800100R,PUBLIC SCHOOL,-9080316.487126708,3547376.0872564404
SOMERSET ACADEMY,8985 LONE STAR ROAD,JACKSONVILLE,32211,DUVAL,"-81.55824245,30.33932474",17R MP 46342 56518,,,PUBLIC SCHOOL,-9079022.019927256,3547241.869949889
TERRY PARKER HIGH SCHOOL,7301 PARKER SCHOOL RD,JACKSONVILLE,32211,DUVAL,"-81.57560001,30.34190001",17R MP 44675 56812,C,1204770000R,PUBLIC SCHOOL,-9080954.254584271,3547574.0427722842
JACKSONVILLE HEIGHTS ELEMENTARY SCHOOL,7750 S TEMPEST ST,JACKSONVILLE,32244,DUVAL,"-81.77633599,30.24135416",17R MP 25304 45784,C,0145500000R,PUBLIC SCHOOL,-9103300.081380976,3534611.548732427
SEACOAST CHRISTIAN ACADEMY,9570 REGENCY SQUARE BLVD,JACKSONVILLE, ,DUVAL,"-81.54861327,30.32542331",17R MP 47260 54973,,,PUBLIC SCHOOL,-9077950.103677616,3545448.9355866904
ORTEGA ELEMENTARY SCHOOL,4010 BALTIC ST,JACKSONVILLE,32210,DUVAL,"-81.70302952,30.27588529",17R MP 32381 49565,C,1014640000R,PUBLIC SCHOOL,-9095139.642797448,3539061.8468051706
CROWN POINT ELEMENTARY SCHOOL,3800 CROWN POINT RD,JACKSONVILLE,32257,DUVAL,"-81.61442682,30.19413506",17R MP 40855 40456,C,1489940400R,PUBLIC SCHOOL,-9085276.43457946,3528528.583327883
KERNAN MIDDLE SCHOOL,2271 KERNAN BLVD S,JACKSONVILLE,32246,DUVAL,"-81.48552602,30.30576897",17R MP 53316 52767,C,1652850100R,PUBLIC SCHOOL,-9070927.263679417,3542914.455580414
GRAND PARK CAREER CENTER,2335 W 18TH ST,JACKSONVILLE,32209,DUVAL,"-81.70075581,30.35480575",17R MP 32654 58309,C,0468900000R,PUBLIC SCHOOL,-9094886.53365435,3549238.8301203744
STANTON COLLEGE PREPARATORY SCHOOL,1149 W 13TH ST,JACKSONVILLE,32209,DUVAL,"-81.67260371,30.35261592",17R MP 35358 58050,C,0453250000R,PUBLIC SCHOOL,-9091752.656835712,3548956.3352067615
ATLANTIC BEACH ELEMENTARY SCHOOL,298 SHERRY DR,ATLANTIC BEACH,32233,DUVAL,"-81.40090816,30.32755472",17R MP 61460 55150,C,1704850000R,PUBLIC SCHOOL,-9061507.646907032,3545723.8178742416
TWIN LAKES ACADEMY ELEMENTARY SCHOOL,8000 POINT MEADOWS DR,JACKSONVILLE,32256,DUVAL,"-81.51606133,30.22400604",17R MP 50338 43720,,1677460205R,PUBLIC SCHOOL,-9074326.438494828,3532376.351072988
PINEDALE ELEMENTARY SCHOOL,4229 EDISON AVE,JACKSONVILLE,32254,DUVAL,"-81.72175265,30.32352946",17R MP 30614 54856,C,0587870000R,PUBLIC SCHOOL,-9097223.891743775,3545204.697395402
OCEANWAY MIDDLE SCHOOL,143 OCEANWAY AVE,JACKSONVILLE,32218,DUVAL,"-81.63125978,30.46746897",17R MP 39403 70755,C,1074210000R,PUBLIC SCHOOL,-9087150.27147885,3563781.2622197038
WOODLAND ACRES ELEMENTARY SCHOOL,328 N BOWLAN ST,JACKSONVILLE,32211,DUVAL,"-81.57019960,30.32121614",17R MP 45183 54517,C,1436970000R,PUBLIC SCHOOL,-9080353.083550297,3544906.367004235
WEST RIVERSIDE ELEMENTARY SCHOOL,2801 HERSCHEL ST,JACKSONVILLE,32205,DUVAL,"-81.69601118,30.30832322",17R MP 33079 53155,C,0777910000R,PUBLIC SCHOOL,-9094358.364216018,3543243.8046130305
VALOR ACADEMY OF LEADERSHIP,2771-29 MONUMENT RD #320,JACKSONVILLE,32225,DUVAL,"-81.50141298,30.36130791",17R MP 51815 58928,,,PUBLIC SCHOOL,-9072695.791615414,3550077.6650051996
MARTIN LUTHER KING JUNIOR ELEMENTARY SCHOOL,8801 LAKE PLACID DR E,JACKSONVILLE,32208,DUVAL,"-81.71053381,30.40132534",17R MP 31747 63470,C,0399120000R,PUBLIC SCHOOL,-9095975.016299404,3555241.4891546103
LAKE SHORE MIDDLE SCHOOL,2519 BAYVIEW RD,JACKSONVILLE,32210,DUVAL,"-81.72544742,30.27346675",17R MP 30223 49311,C,1005220000R,PUBLIC SCHOOL,-9097635.192132747,3538750.0997632444
DUVAL CHARTER SCHOOL AT ARLINGTON,100 BELL TEL WAY,JACKSONVILLE, ,DUVAL,"-81.57641562,30.31320149",17R MP 44580 53632,,,PUBLIC SCHOOL,-9081045.047573885,3543872.8391967057
SOMERSET ACADEMY,8985 LONE STAR ROAD,JACKSONVILLE,32211,DUVAL,"-81.55824245,30.33932474",17R MP 46342 56518,,,PUBLIC SCHOOL,-9079022.019927256,3547241.869949889
DUVAL REGIONAL JUVENILE DETENTION CENTER,1283 E 8TH ST,JACKSONVILLE,32206,DUVAL,"-81.63836272,30.34582445",17R MP 38645 57279,C,1149850000R,PUBLIC SCHOOL,-9087940.967250714,3548080.2569828127
ANNIE R. MORGAN ELEMENTARY SCHOOL,964 ST CLAIR ST,JACKSONVILLE,32254,DUVAL,"-81.71720081,30.33609295",17R MP 31061 56246,C,0579050000R,PUBLIC SCHOOL,-9096717.183106193,3546825.0278578866
CEDAR HILLS ELEMENTARY SCHOOL,6534 ISH BRANT RD,JACKSONVILLE,32210,DUVAL,"-81.75049327,30.25856537",17R MP 27804 47675,C,0142770000R,PUBLIC SCHOOL,-9100423.283063512,3536829.498035651
SPRING PARK ELEMENTARY SCHOOL,2250 SPRING PARK RD,JACKSONVILLE,32207,DUVAL,"-81.63541921,30.30178082",17R MP 38900 52396,C,1252400000R,PUBLIC SCHOOL,-9087613.297143694,3542400.2344258116
WATERLEAF ELEMENTARY SCHOOL,450 KERNAN BLVD,JACKSONVILLE,32225,DUVAL,"-81.49074923,30.33271843",17R MP 52826 55756,,1674451100R,PUBLIC SCHOOL,-9071508.708161317,3546389.790412234
HOLIDAY HILL ELEMENTARY SCHOOL,6900 ALTAMA RD,JACKSONVILLE,32216,DUVAL,"-81.58507320,30.30162921",17R MP 43741 52354,C,1365090000R,PUBLIC SCHOOL,-9082008.805201521,3542380.6865235255
GREENFIELD ELEMENTARY SCHOOL,6343 KNIGHTS LANE N,JACKSONVILLE,32216,DUVAL,"-81.59754496,30.27280497",17R MP 42525 49166,C,1526390000R,PUBLIC SCHOOL,-9083397.15510704,3538664.798209777
FORT CAROLINE MIDDLE SCHOOL,3787 UNIVERSITY CLUB BLVD,JACKSONVILLE,32277,DUVAL,"-81.59573988,30.36911737",17R MP 42755 59838,C,1089650000R,PUBLIC SCHOOL,-9083196.214825623,3551085.2264657747
PAXON SCHOOL FOR ADVANCED STUDIES,3239 NORMAN E THAGARD BLVD,JACKSONVILLE,32254,DUVAL,"-81.72433089,30.34509962",17R MP 30382 57248,C,0493480000R,PUBLIC SCHOOL,-9097510.900246335,3547986.759529929
MAYPORT MIDDLE SCHOOL,2600 MAYPORT RD,ATLANTIC BEACH,32233,DUVAL,"-81.41353662,30.36264185",17R MP 60260 59042,C,1683530100R,PUBLIC SCHOOL,-9062913.440645555,3550249.7625628016
SEACOAST CHRISTIAN ACADEMY,9100 REGENCY SQUARE BLVD,JACKSONVILLE, ,DUVAL,"-81.55678990,30.32875811",17R MP 46476 55346,,,PUBLIC SCHOOL,-9078860.322255882,3545879.018501164
SOUTHSIDE MIDDLE SCHOOL,2948 E KNIGHTS LN,JACKSONVILLE,32216,DUVAL,"-81.59560024,30.27134309",17R MP 42712 49003,C,1526390000R,PUBLIC SCHOOL,-9083180.669184543,3538476.3682716982
PALM AVENUE EXCEPTIONAL STUDENT CENTER,1301 W PALM AVE,JACKSONVILLE,32254,DUVAL,"-81.72825478,30.34246529",17R MP 30003 56959,C,0493480000R,PUBLIC SCHOOL,-9097947.705970882,3547646.9577790424
ABESS PARK ELEMENTARY SCHOOL,12731 ABESS BLVD,JACKSONVILLE,32225,DUVAL,"-81.47743930,30.32276042",17R MP 54101 54647,C,1652651000R,PUBLIC SCHOOL,-9070027.05444972,3545105.5193664036
A. PHILIP RANDOLPH ACADEMIES,1157 GOLFAIR BLVD,JACKSONVILLE,32209,DUVAL,"-81.67686706,30.36785851",17R MP 34959 59742,C,0881760105R,PUBLIC SCHOOL,-9092227.251259167,3550922.805128244
ROBERT E. LEE HIGH SCHOOL,1200 S MCDUFF AVE,JACKSONVILLE,32205,DUVAL,"-81.70370001,30.30719999",17R MP 32338 53036,C,0631100000R,PUBLIC SCHOOL,-9095214.28111424,3543098.9726374736
PINE FOREST ELEMENTARY SCHOOL,3929 GRANT RD,JACKSONVILLE,32207,DUVAL,"-81.63789838,30.28058067",17R MP 38649 50048,C,1260840000R,PUBLIC SCHOOL,-9087889.277055612,3539667.098561353
DUVAL CHARTER SCHOOL AT WESTSIDE,9238 103RD ST,JACKSONVILLE, ,DUVAL,"-81.80823776,30.24697686",17R MP 22239 46429,,,PUBLIC SCHOOL,-9106851.369803708,3535336.0839563003
MANDARIN MIDDLE SCHOOL,5100 HOOD RD,JACKSONVILLE,32257,DUVAL,"-81.58740001,30.18989998",17R MP 43454 39973,C,1556270000R,PUBLIC SCHOOL,-9082267.82439045,3527983.1448395085
PARKWOOD HEIGHTS ELEMENTARY SCHOOL,1709 LANSDOWNE DR,JACKSONVILLE,32211,DUVAL,"-81.57278593,30.33997402",17R MP 44944 56597,C,1204800000R,PUBLIC SCHOOL,-9080640.991949258,3547325.6171680912
R. V. DANIELS ELEMENTARY SCHOOL,1951 W 15TH ST,JACKSONVILLE,32209,DUVAL,"-81.69016457,30.35339318",17R MP 33671 58147,C,0462430000R,PUBLIC SCHOOL,-9093707.523061909,3549056.604208163
WILLIAM M. RAINES HIGH SCHOOL,3663 RAINES AVE,JACKSONVILLE,32209,DUVAL,"-81.71060047,30.38150839",17R MP 31727 61274,,,PUBLIC SCHOOL,-9095982.43713095,3552684.0572929564
FIRST COAST HIGH SCHOOL,590 DUVAL STATION RD,JACKSONVILLE,32218,DUVAL,"-81.60848048,30.48275362",17R MP 41599 72437,C,1069340100R,PUBLIC SCHOOL,-9084614.491933936,3565755.480361866
SCHOOL FOR THE FUTURE,1824 N PEARL ST,JACKSONVILLE, ,DUVAL,"-81.65876946,30.34671685",17R MP 36684 57389,,,PUBLIC SCHOOL,-9090212.635153802,3548195.3699443648
HIGHLANDS ELEMENTARY SCHOOL,1000 DEPAUL DR,JACKSONVILLE,32218,DUVAL,"-81.66101240,30.42329323",17R MP 36518 65876,C,0207800000R,PUBLIC SCHOOL,-9090462.31854196,3558077.110559071
DON BREWER ELEMENTARY SCHOOL,3385 HARTSFIELD RD,JACKSONVILLE,32277,DUVAL,"-81.55769416,30.36027928",17R MP 46406 58840,C,1129010000R,PUBLIC SCHOOL,-9078960.983989608,3549944.958779546
CHAFFEE TRAIL ELEMENTARY SCHOOL,11400 SAM CARUSO WAY,JACKSONVILLE,32221,DUVAL,"-81.85229742,30.27900212",17R MP 18027 50009,,0020430000R,PUBLIC SCHOOL,-9111756.0689233,3539463.6149139833
SMART POPE LIVINGSTON ELEMENTARY SCHOOL,1128 BARBER ST,JACKSONVILLE,32209,DUVAL,"-81.68970754,30.33884290",17R MP 33705 56534,C,0772820000R,PUBLIC SCHOOL,-9093656.646176973,3547179.7213495476
EDWARD H. WHITE HIGH SCHOOL,1700 N OLD MIDDLEBURG RD,JACKSONVILLE,32210,DUVAL,"-81.76780600,30.28930742",17R MP 26161 51093,C,0082360000R,PUBLIC SCHOOL,-9102350.52710649,3540792.0843752446
SEABREEZE ELEMENTARY SCHOOL,1400 SEABREEZE AVE,JACKSONVILLE BEACH,32250,DUVAL,"-81.40010959,30.27052914",17R MP 61515 48830,C,1794430000R,PUBLIC SCHOOL,-9061418.749819681,3538371.4549321807
PATHWAYS ACADEMY HIGH SCHOOL,101 W STATE ST STE A-3001,JACKSONVILLE,32202,DUVAL,"-81.65890980,30.33472696",17R MP 36663 56060,S,0742030000R,PUBLIC SCHOOL,-9090228.25755041,3546648.844584804
SAN JOSE ELEMENTARY SCHOOL,5805 SAINT AUGUSTINE RD,JACKSONVILLE,32207,DUVAL,"-81.63000549,30.26531703",17R MP 39399 48353,C,1478260000R,PUBLIC SCHOOL,-9087010.644521382,3537699.666698947
HYDE PARK ELEMENTARY SCHOOL,5300 PARK ST,JACKSONVILLE,32210,DUVAL,"-81.73512988,30.29120323",17R MP 29305 51282,C,0680120000R,PUBLIC SCHOOL,-9098713.038143512,3541036.492079203
LONE STAR HIGH SCHOOL,8050-1 LONE STAR RD,JACKSONVILLE, ,DUVAL,"-81.57227460,30.33682188",17R MP 44992 56247,,,PUBLIC SCHOOL,-9080584.071137559,3546919.045795474
LOUIS S. SHEFFIELD ELEMENTARY SCHOOL,13333 LANIER RD,JACKSONVILLE,32226,DUVAL,"-81.58743307,30.47821826",17R MP 43616 71924,C,1064450000R,PUBLIC SCHOOL,-9082271.504613189,3565169.645222902
DOUGLAS ANDERSON SCHOOL OF THE ARTS,2445 SAN DIEGO RD,JACKSONVILLE,32207,DUVAL,"-81.63821212,30.30025829",17R MP 38631 52229,C,1268470000R,PUBLIC SCHOOL,-9087924.203010153,3542203.9288580795
JAMES WELDON JOHNSON MIDDLE SCHOOL,1840 W 9TH ST,JACKSONVILLE,32209,DUVAL,"-81.68735479,30.34824073",17R MP 33938 57574,C,0522480000R,PUBLIC SCHOOL,-9093394.738971889,3548391.9429094326
DARNELL COOKMAN MIDDLE SCHOOL,1741 N DAVIS ST,JACKSONVILLE,32209,DUVAL,"-81.66591721,30.34621944",17R MP 35997 57338,C,0549930000R,PUBLIC SCHOOL,-9091008.318877963,3548131.207383076
BISCAYNE ELEMENTARY SCHOOL,12230 BISCAYNE BLVD,JACKSONVILLE,32218,DUVAL,"-81.67132328,30.45254915",17R MP 35547 69124,C,0197003000R,PUBLIC SCHOOL,-9091610.12038114,3561854.465155777
SAN PABLO ELEMENTARY SCHOOL,801 18TH AVE N,JACKSONVILLE BEACH,32250,DUVAL,"-81.40083217,30.30580697",17R MP 61459 52740,,1747790500R,PUBLIC SCHOOL,-9061499.187354507,3542919.355426747
LANDMARK MIDDLE SCHOOL,101 N KERNAN BLVD,JACKSONVILLE,32225,DUVAL,"-81.48735291,30.32354472",17R MP 53148 54738,C,1622050500R,PUBLIC SCHOOL,-9071130.632451726,3545206.664640575
TEEN PARENT SERVICE CENTER,129 KING ST,JACKSONVILLE, ,DUVAL,"-81.69586400,30.32920125",17R MP 33107 55469,,,PUBLIC SCHOOL,-9094341.980853682,3545936.16944791
KIPP SCHOOLS,1440 MCDUFF AVE N,JACKSONVILLE,32254,DUVAL,"-81.70708664,30.34252839",17R MP 32037 56953,,,PUBLIC SCHOOL,-9095591.279085798,3547655.09703928
KERNAN TRAIL ELEMENTARY SCHOOL,2281 KERNAN BLVD S,JACKSONVILLE,32246,DUVAL,"-81.48177484,30.30487021",17R MP 53676 52666,C,1652850300R,PUBLIC SCHOOL,-9070509.684509506,3542798.5694464813
NORMANDY VILLAGE ELEMENTARY SCHOOL,8257 HERLONG RD,JACKSONVILLE,32210,DUVAL,"-81.78821684,30.28478748",17R MP 24195 50605,C,0092580000R,PUBLIC SCHOOL,-9104622.651566608,3540209.3958624024
SANDALWOOD HIGH SCHOOL,2750 JOHN PROM BLVD,JACKSONVILLE,32246,DUVAL,"-81.51780450,30.29711209",17R MP 50208 51822,C,1652880000R,PUBLIC SCHOOL,-9074520.487527534,3541798.2881976455
RUTH N. UPSON ELEMENTARY SCHOOL,1090 DANCY ST,JACKSONVILLE,32205,DUVAL,"-81.71986176,30.30717134",17R MP 30784 53042,C,0615890100R,PUBLIC SCHOOL,-9097013.398373172,3543095.278613436
JOHN STOCKTON ELEMENTARY SCHOOL,4827 CARLISLE RD,JACKSONVILLE,32210,DUVAL,"-81.70355093,30.26020644",17R MP 32321 47828,C,1005530000R,PUBLIC SCHOOL,-9095197.685307713,3537040.996071933
TWIN LAKES ACADEMY MIDDLE SCHOOL,8050 POINT MEADOWS DR,JACKSONVILLE,32256,DUVAL,"-81.51570000,30.22109998",17R MP 50372 43397,,1677460205R,PUBLIC SCHOOL,-9074286.215800256,3532001.962134607
BALDWIN JR/SR HIGH SCHOOL,291 W MILL ST,JACKSONVILLE,32234,DUVAL,"-81.97871859,30.30434594",17R MP 05891 52915,C,0002930000R,PUBLIC SCHOOL,-9125829.20899068,3542730.972170692
ARLINGTON ELEMENTARY SCHOOL,1201 N UNIVERSITY BLVD,JACKSONVILLE,32211,DUVAL,"-81.60254193,30.33216521",17R MP 42080 55746,C,1434230000R,PUBLIC SCHOOL,-9083953.41520265,3546318.439800217
SABAL PALM ELEMENTARY SCHOOL,1201 KERNAN BLVD N,JACKSONVILLE,32225,DUVAL,"-81.48812138,30.34263468",17R MP 53084 56854,C,1621120050R,PUBLIC SCHOOL,-9071216.177505951,3547668.8068172075
RIVER CITY SCIENCE ACADEMY INNOVATION SCHOOL,3251 NEWELL BLVD,JACKSONVILLE,32216,DUVAL,"-81.56013738,30.28773037",17R MP 46132 50801, ,1232760100R,PUBLIC SCHOOL,-9079232.962462654,3540588.7760496065
PINE ESTATES ELEMENTARY SCHOOL,10741 E PINE ESTATES RD,JACKSONVILLE,32218,DUVAL,"-81.68220594,30.43089167",17R MP 34488 66730,C,0203450000R,PUBLIC SCHOOL,-9092821.57195588,3559058.068708981
JEAN RIBAULT HIGH SCHOOL,3701 WINTON DR,JACKSONVILLE,32208,DUVAL,"-81.70794715,30.39028550",17R MP 31988 62246,C,0255760000R,PUBLIC SCHOOL,-9095687.070326703,3553816.7039796496
HENDRICKS AVENUE ELEMENTARY SCHOOL,3400 HENDRICKS AVE,JACKSONVILLE,32207,DUVAL,"-81.65062406,30.29018869",17R MP 37431 51120,C,0821900000R,PUBLIC SCHOOL,-9089305.893676503,3540905.696973538
PICKETT ELEMENTARY SCHOOL,6305 OLD KINGS RD,JACKSONVILLE,32219,DUVAL,"-81.74658895,30.37218297",17R MP 28262 60263,C,0833600000R,PUBLIC SCHOOL,-9099988.656238176,3551480.7671404174
STONEWALL JACKSON ELEMENTARY SCHOOL,6127 CEDAR HILLS BLVD,JACKSONVILLE,32210,DUVAL,"-81.74213323,30.26799960",17R MP 28615 48715,C,1029840000R,PUBLIC SCHOOL,-9099492.647378342,3538045.418801036
ESE PRE KINDERGARTEN DISABILITIES CENTER,4030 BOULEVARD CTR DR,JACKSONVILLE, ,DUVAL,"-81.61884907,30.30026391",17R MP 40493 52219,,,PUBLIC SCHOOL,-9085768.717709256,3542204.653787121
SIA TECH HIGH SCHOOL,4811 PAYNE STEWART DR,Jacksonville, ,DUVAL,"-81.67157542,30.36632973",17R MP 35466 59569,,,PUBLIC SCHOOL,-9091638.188100537,3550725.5618075035
